"protein_group","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_A_vs_B","differential_abundance_qvalue_A_vs_B","log_ratios_A_vs_B"
"P50107",NA,-21.5310892233,NA,NA,NA,NA,2,2,3,NA,NA,1,NA,NA,NA
"P50108",NA,NA,-23.229618551,NA,NA,NA,2,1,2,1,NA,2,NA,NA,NA
"P50109",NA,NA,-22.9406129436,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA
"P50213",-20.8561121233,-21.4649248341,-21.8623713186,-21.0014774405,-20.8594218731,-20.1230177022,9,7,5,7,8,13,0.103024560238964,0.504378283712785,-0.7331637534
"P50278",-22.3989993601,-22.775663164,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA
"P50336",-23.1539980018,NA,-23.020282016,-22.8122140802,-23.0450533206,NA,1,3,1,5,4,4,0.624382177231995,0.895522388059702,-0.158506308500002
"P50395",-18.4302646596,-18.4971751827,-18.8750403438,-18.7574141,-18.9271363188,-18.3817992471,43,34,43,38,45,49,0.780472452704945,0.928516228748068,0.0879564932666668
"P50402",-21.8687713975,-21.9553060547,-21.8566214337,-21.9191049271,-21.7994813926,-22.0508595024,3,4,3,6,6,5,0.903426485230667,0.957336108220604,0.0295823120666654
"P50416",NA,-24.5176016124,NA,NA,NA,-24.3431298354,1,4,3,4,3,3,NA,NA,NA
"P50453",-21.7320113515,-20.0722090315,-20.8539410108,-21.5446253514,-20.8848689508,-20.7385664522,12,11,13,11,10,14,0.66757567208762,0.911711711711712,0.169966453533334
"P50454",-20.6126858021,-19.5974799348,-19.6089572145,-19.9332039181,-20.0137381421,-19.8074722748,11,12,18,8,11,14,0.929648025224029,0.960055096418733,-0.0215695388000015
"P50479",-22.2657533835,NA,NA,-22.0030928648,NA,NA,2,NA,2,2,1,3,NA,NA,NA
"P50552",-20.2585533753,-21.4878162836,-19.9122234619,-20.6618861727,-21.1270583886,-20.3204040495,8,8,15,13,9,14,0.701010122801195,0.916775032509753,0.150251830000002
"P50570",-22.1413147763,-21.9364768737,-22.4686409977,-22.0721281313,-21.9693908708,-21.565657216,13,13,14,17,18,17,0.387145536010621,0.795595320027529,-0.313085476533331
"P50579",-19.6077088562,-19.8258527351,-20.5154664616,-20.1016355122,-20.8684408531,-20.4268653176,20,17,15,21,18,15,0.239771490209094,0.687312687312687,0.482637876666669
"P50613",NA,-21.812015569,-22.7950948516,-22.7768508691,-22.3373965153,-22.959728389,3,4,6,4,3,4,0.346263026883505,0.76860119047619,0.387770047500002
"P50750",NA,NA,-21.8502020347,-22.0049455407,NA,-22.8611864448,3,NA,10,5,5,5,NA,NA,NA
"P50851",-22.5119154616,-23.0831931993,-22.7981587762,-22.7839141215,-22.546255111,-22.9255197312,23,19,21,21,25,25,0.872668436773979,0.949692363373145,-0.0458594911333314
"P50861",-20.7047237937,-21.08438974,-22.1586613978,NA,NA,-22.3090352405,2,5,4,2,1,3,NA,NA,NA
"P50897",-20.9109489705,-21.405072031,-21.3439307833,-20.1761740749,-20.262382883,NA,6,5,5,7,5,4,0.0264248257550614,0.269387755102041,-1.00070544931667
"P50914",-20.636474081,-20.8217818379,-20.8543116449,-20.1853544936,-20.5857478783,-20.9139264196,6,6,7,7,8,6,0.549735147693329,0.859749739311783,-0.209179590766666
"P50990",-17.7140644835,-17.744168195,-17.9225382486,-17.3936396161,-17.5722060348,-17.6868341171,80,90,85,95,98,92,0.466804679721208,0.82068141063957,-0.242697053033336
"P50991",-18.4621439015,-18.5958186724,-18.7339204718,-18.4815907433,-18.443962884,-18.5464336871,42,46,46,45,50,50,0.726939429140392,0.928516228748068,-0.106631910433332
"P50995",-19.9479478002,-20.106482507,-20.4631509005,-20.8238490363,-20.1546227092,-20.3832228505,15,15,17,12,16,16,0.438579156986392,0.808277541083384,0.281371129433335
"P51003",-22.766645056,-22.8588401954,-23.7226923534,-22.1815291932,-22.699270096,-22.108708841,8,7,7,8,8,11,0.0801845336873548,0.454157782515991,-0.786223158199999
"P51114",-20.567290523,-20.4032834899,-20.4501064147,-20.157605952,-19.9403845392,-20.1136507369,11,13,16,14,15,20,0.252948224361102,0.701138519924099,-0.403013066500002
"P51116",-22.5234832077,-22.3707859016,-22.0300135736,-22.6562595663,-23.5614682527,-22.3138636385,6,5,7,3,10,5,0.208507633587786,0.6503884572697,0.535769591533334
"P51148",-20.437211757,-21.652180713,-20.9799735461,-19.8760091992,-20.6131875146,-21.8777013537,4,5,6,5,5,6,0.586503318951211,0.867326732673267,-0.234155982866668
"P51149",-20.0166404789,-19.1887192237,-19.1506176702,-19.2540818468,-19.0286013671,-19.3480717777,11,12,13,10,8,12,0.51028775307003,0.844097995545657,-0.241740793733335
"P51178",-21.5289419004,-22.8032567969,-22.6692502618,-21.3711601937,-23.5699295686,-22.4020964862,7,6,7,6,7,6,0.780994523730501,0.928516228748068,0.113912429800003
"P51398",-21.9123265627,-20.5541108766,-21.0916087892,-20.5530910697,-21.1071496105,-20.6663521445,4,6,3,5,6,5,0.320780617324925,0.752198241406875,-0.410484467933333
"P51401",-21.3292610392,-19.7891997353,-20.1158499617,-20.0315273087,-20.1509780418,-21.1325476613,2,18,2,10,10,2,0.924875871224693,0.95954356846473,0.026914091866665
"P51532",-22.1364890887,-22.1091689502,-23.0023787689,-23.4616168324,-22.8213075888,-22.3665048153,14,12,15,10,14,14,0.270089445735148,0.714036617262424,0.467130809566669
"P51553",NA,NA,NA,-23.4065589446,NA,NA,2,3,4,4,4,3,NA,NA,NA
"P51570",-22.4567710766,-22.5903055679,-22.7758095805,-22.4313205764,-21.3968933952,NA,1,3,4,3,3,NA,0.119384168602722,0.5136,-0.693521755866666
"P51571",NA,-21.6129937729,NA,-21.5133975213,-21.5872423577,NA,6,4,5,4,5,6,NA,NA,NA
"P51580",-20.4558732843,-20.5306587032,-19.4250753192,-20.6299824878,-20.8695746382,-20.5349325457,7,10,16,11,6,15,0.199193162960504,0.636781609195402,0.540960788333333
"P51610",-21.8427822497,-22.0666727145,-21.4415010908,-21.7438237909,-21.7020017816,-21.4539980155,29,24,24,23,27,26,0.65260454696316,0.90399632521819,-0.150377489
"P51617",NA,NA,-23.8464297506,NA,NA,-23.6983429506,NA,NA,2,NA,NA,3,NA,NA,NA
"P51649",NA,NA,NA,NA,-22.9579554422,NA,2,2,3,3,4,3,NA,NA,NA
"P51659",-21.8364703699,-22.610101584,-20.0697169461,-21.3412480546,-20.6743923928,-20.8408583746,17,13,19,13,14,17,0.264653335545967,0.714036617262424,-0.553263359333332
"P51665",-19.3389192176,-19.810426768,-19.6992064124,-19.0461397813,-18.877912039,-19.2712544376,17,15,15,15,14,10,0.155848323929638,0.563685636856369,-0.551082046699999
"P51668",-21.0478841781,-20.5449953782,-19.7080358836,-19.853442143,NA,NA,2,1,3,6,3,4,NA,NA,NA
"P51692",-21.75946763,NA,-22.1769013758,-22.4553306891,-23.3762170149,-22.6412393056,15,5,28,4,20,4,0.0643703949551942,0.412621359223301,0.856077833633332
"P51784",NA,NA,-24.4305087439,NA,NA,NA,2,4,6,3,4,5,NA,NA,NA
"P51809",-20.8593080091,-20.2528951742,-20.9517852603,-21.173382282,-20.8708839394,-21.9633482426,4,4,4,4,4,5,0.138840358446731,0.535190615835777,0.647875340133332
"P51812",-23.5456155103,-23.5396656485,-22.8354284554,-21.6756579361,-22.6076345262,-23.043230088,5,5,8,10,8,10,0.0710580816461998,0.423963133640553,-0.864729021300001
"P51858",-17.5649837178,-17.6732602388,-17.8061277971,-17.4618183717,-17.3929472708,-17.9091939701,23,23,26,27,25,21,0.764732160637239,0.928516228748068,-0.0934707137000004
"P51946",NA,NA,-22.1567988666,-22.7443252118,-23.1874069006,NA,3,3,4,4,4,3,NA,NA,NA
"P51948",NA,NA,-21.6245937407,NA,NA,-21.488124266,NA,3,3,2,4,5,NA,NA,NA
"P51965",-21.2989650635,NA,NA,-21.5903100729,-21.3858564844,NA,2,1,1,1,2,3,NA,NA,NA
"P51991",-18.2753594715,-18.8835925477,-18.9238191444,-18.181986112,-18.1482344862,-18.6327109511,40,40,42,40,40,40,0.325049950215732,0.753554502369668,-0.373279871433333
"P52209",-20.2879070841,-19.5013003147,-19.7198300597,-20.1347003072,-19.2644624257,-19.5408037496,19,27,24,24,28,31,0.603033023564554,0.880975609756098,-0.189690325333334
"P52272",-18.3033509195,-18.4351668459,-18.600346871,-18.4172045619,-18.4983672115,-18.497977052,96,108,117,111,109,128,0.915335877862595,0.957336108220604,0.0248947296666664
"P52286",NA,NA,-22.1747076697,-20.7842044599,-21.2487552831,NA,4,1,5,2,2,1,NA,NA,NA
"P52292",-18.9392869973,-19.2105406776,-19.0463071106,-18.9986118371,-19.1060221622,-19.3577244797,18,21,25,24,31,26,0.769938765350149,0.928516228748068,0.0887412311666651
"P52294",-22.0943044231,-22.770436156,-21.9750070551,-22.1966841551,-21.2526130785,-22.918453784,7,11,9,9,8,9,0.689792897444408,0.913254073095553,-0.157332205533333
"P52306",NA,NA,-22.8673011329,NA,NA,NA,1,2,2,3,2,2,NA,NA,NA
"P52434",-21.2045434591,-21.5646632965,-19.6224189881,-21.8304031555,-21.7410833045,-19.7239823582,3,2,6,4,5,11,0.53377895784932,0.858678130037614,0.301281024833333
"P52488",NA,-23.9895072076,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA
"P52489",-23.5487173878,NA,-23.2096877825,NA,NA,NA,3,6,4,NA,3,NA,NA,NA,NA
"P52490",-20.7351786447,-20.6955901172,-19.9158798005,-20.9700996065,-20.4634325935,-20.6685461539,1,3,5,2,2,1,0.495283106538334,0.833523375142531,0.251809930499999
"P52553",-20.4920472223,-18.9416886073,-19.3795043392,-20.4911933356,NA,-20.8185888628,3,4,6,3,1,1,0.0461433786923332,0.358433734939759,1.0504777096
"P52565",-19.0575029242,-18.9267586766,-19.4153425026,-18.6545371531,-18.7707844188,-19.6747670604,6,8,8,10,9,8,0.770399435778294,0.928516228748068,-0.0998384903666683
"P52566",-21.0851289256,-20.8544632363,-20.0603093314,-21.6236507122,-20.180386297,-20.1032842546,3,3,9,4,7,8,0.917453700630601,0.957336108220604,-0.0308600765000016
"P52593",NA,NA,-25.015865533,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA
"P52594",-22.539908236,-22.4377926474,-22.6792179638,-22.9085830382,-22.5067497781,-22.6229165121,2,1,2,1,3,2,0.691138566213077,0.914248021108179,0.127110160400001
"P52597",-19.8183507227,-19.0718767205,-19.4312602195,-18.6714653136,-18.657857693,-19.6415821202,20,29,25,28,27,29,0.276020079654829,0.714036617262424,-0.450194178633332
"P52643",NA,NA,NA,-22.7197605014,-21.5594136978,NA,NA,NA,NA,3,4,3,NA,NA,NA
"P52697",NA,NA,NA,NA,-23.4058459476,NA,NA,NA,NA,NA,2,2,NA,NA,NA
"P52701",-22.0354540746,-22.67387257,-22.0454733693,-21.1239051543,-22.2505078031,-22.0403980594,17,22,22,23,24,22,0.28200879522071,0.714036617262424,-0.446662999033336
"P52732",-21.8748209318,-21.5866103098,-21.2749580076,-21.8020489191,-21.0857386248,-20.9803910642,12,18,18,13,20,20,0.440878194490541,0.808277541083384,-0.289403547033334
"P52739",NA,NA,NA,-23.4561248022,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA
"P52756",NA,NA,NA,-23.8495327942,NA,NA,3,5,1,4,3,3,NA,NA,NA
"P52758",-20.6623158984,-20.7578562255,NA,NA,-20.7110252622,-19.9266330619,2,2,1,1,2,3,0.334629936939927,0.762199845081332,-0.3912568999
"P52788",-21.6336017466,-22.5074903468,-22.7087287844,-22.2217240196,-22.8819389051,-22.6791421348,8,9,7,6,9,9,0.426827912379688,0.80690537084399,0.310994727233332
"P52789",-20.4865741904,-20.614086107,-20.2819550436,-20.2706192876,-20.6454256102,-20.5390222436,21,23,25,27,26,26,0.918532525721872,0.957336108220604,0.0241506001333356
"P52849",-22.7478711795,-22.2610162512,-22.8527481225,-22.5780266202,-22.2591290852,-22.0245787513,12,15,14,14,10,15,0.367219714570196,0.789623312011372,-0.333300365500001
"P52888",-20.6313424088,-20.5978277448,-20.4004730293,-20.6603537147,-20.2590030705,-21.5268795561,14,10,19,15,16,11,0.479358778625954,0.829525483304042,0.272197719466668
"P52893",-23.4918876892,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA
"P52895",NA,NA,-22.7614624829,NA,NA,-22.680946732,8,5,7,8,8,8,NA,NA,NA
"P52907",-18.3338375361,-18.4051107983,-18.0969444239,-18.0173370819,-17.7241674615,-18.205403356,22,22,20,24,25,23,0.39839545303684,0.796742671009772,-0.2963282863
"P52910",-22.3270171646,-21.4914563228,-21.4917649474,-22.5330597036,-21.5178949475,-21.4817518095,15,15,16,8,11,12,0.830550282110853,0.935289691497366,0.0741560085999993
"P52948",-21.5867705658,-21.6084583373,-21.5894761911,-21.2324020997,-21.4140086709,-21.3154704702,14,19,22,23,23,24,0.402330069697975,0.796742671009772,-0.2742746178
"P53004",-21.0140355404,NA,-21.6912236524,-21.0437260097,-20.5846124359,-21.1776926494,2,4,5,8,7,7,0.297068702290076,0.730866274179983,-0.417285898066666
"P53007",-21.7053832161,-21.5102740669,-22.9462450075,-21.5006730102,-22.3652589525,NA,6,8,5,8,9,8,0.76098257550614,0.928516228748068,-0.121001448816664
"P53008",-24.0425146598,NA,-24.0491216291,NA,NA,NA,7,4,4,2,3,2,NA,NA,NA
"P53041",-20.5784260064,-20.265830991,-20.7793526806,-20.6084897304,-20.8018616422,-20.2345027763,11,12,12,14,12,11,0.959452538997677,0.968424588511925,0.00708149029999916
"P53043",-23.2300006434,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"P53044",-21.6613300556,NA,NA,NA,NA,NA,5,3,1,3,NA,2,NA,NA,NA
"P53066",-20.8145735744,NA,NA,NA,NA,NA,2,2,8,1,2,3,NA,NA,NA
"P53073",NA,NA,-22.2276801909,NA,NA,-21.9608169172,2,3,2,NA,1,1,NA,NA,NA
"P53075",NA,NA,-23.9501988211,NA,NA,NA,4,1,5,2,1,2,NA,NA,NA
"P53081",-21.2603006133,-20.8486136693,-20.0099280249,-21.2280710216,-20.6644496692,-21.6461873664,2,4,7,2,4,2,0.2709010952539,0.714036617262424,0.473288583233334
"P53090",-19.1482530138,-19.9444363168,-20.0061027481,-20.4741983165,-20.189941821,-19.8667011992,15,13,14,12,12,13,0.239085131098573,0.685055165496489,0.477349752666669
"P53091",NA,-24.5453951477,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA
"P53111",-21.8570416926,-21.1661030562,-21.2247066965,-22.6684070297,-21.9956572509,-22.2021612856,4,5,7,2,2,3,0.0518496515101228,0.38135593220339,0.87279137363333
"P53131",-22.6735871009,-23.6333388441,-22.9271636984,NA,-23.7539495489,NA,5,5,4,NA,1,1,NA,NA,NA
"P53136",NA,NA,-23.1770524394,NA,NA,NA,0,3,2,2,0,0,NA,NA,NA
"P53141",-21.4343665598,-21.1684026194,-21.4715828489,NA,-21.3612274388,NA,7,6,5,5,7,3,NA,NA,NA
"P53163",-21.8965228987,-21.9992995575,-21.3333286918,NA,NA,-22.0848568827,2,4,5,4,3,3,NA,NA,NA
"P53184",-19.5249003427,-19.55681402,-19.5467889459,-20.6488761791,-19.8630586691,-20.2435604175,11,9,10,5,6,8,0.0881221374045802,0.478,0.708997319033333
"P53192",-21.0746863888,-21.7823302551,-21.0616531676,-22.3117603582,-22.3257067859,-22.4249102486,2,3,2,2,2,3,0.0240114503816794,0.265116279069767,1.04790252706667
"P53199",-22.2235957811,-22.2226721534,-22.3426431884,NA,-22.4073293985,-22.4873305465,3,2,2,NA,1,2,0.560668270826419,0.862957238536837,0.1843595982
"P53200",-20.8158598557,-22.5318663812,-22.2755194208,-22.3672926324,NA,-22.6195072298,3,4,6,2,3,1,0.206038665781613,0.650334075723831,0.618984711866666
"P53206",-22.9173410369,-22.6225687692,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"P53210",NA,NA,-23.3511064934,NA,NA,NA,1,2,3,NA,1,2,NA,NA,NA
"P53221",NA,-21.2370705165,NA,NA,NA,NA,17,17,19,11,11,2,NA,NA,NA
"P53224",-21.0604666255,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
"P53228",NA,-22.5128755153,-22.5982066221,NA,NA,NA,2,3,4,1,NA,2,NA,NA,NA
"P53235",-20.8597968719,-20.9036622187,-21.4165963176,-22.1280572965,-23.5180947009,-22.5110117015,7,9,6,3,1,4,0.00404331231330899,0.0909090909090909,1.6590360969
"P53243",NA,NA,NA,NA,NA,-27.79701356,NA,NA,NA,NA,NA,4,NA,NA,NA
"P53250",-21.0064739138,-20.7011004513,-21.3988243759,-22.202938164,NA,-22.7851843419,4,5,3,2,2,3,0.00654961832061069,0.118811881188119,1.45859500595
"P53252",-18.9308120713,-19.1103673582,-19.6627618642,-20.0283588216,-19.0202971253,-19.9814925211,15,18,16,8,11,10,0.284273813474942,0.715277777777778,0.4420690581
"P53254",-24.7228926772,-22.5431184611,-23.9198893226,NA,NA,NA,5,4,9,1,NA,1,NA,NA,NA
"P53261",-21.8681391533,-22.4024566154,-23.2065216509,NA,NA,NA,7,9,6,1,2,2,NA,NA,NA
"P53278",-22.4202623609,-21.007248876,-21.7786477402,-22.9219375661,-22.8050696845,-22.2444887617,10,13,9,6,4,6,0.0573996017258546,0.408602150537634,0.921779011733335
"P53295",-22.9561398984,-23.0906671887,-23.1726319883,-22.9014266431,NA,NA,3,2,2,2,1,1,NA,NA,NA
"P53297",-23.5530564228,NA,-22.3763810412,NA,NA,NA,3,2,3,NA,2,2,NA,NA,NA
"P53301",NA,-21.9910178932,NA,NA,NA,NA,4,6,2,2,NA,2,NA,NA,NA
"P53303",-23.043458868,-21.8760739174,-22.2690953061,-23.2725063554,NA,-22.4907997541,3,4,5,2,2,2,0.272966644540325,0.714036617262424,0.485443690916668
"P53312",-20.8981060745,-21.3988249001,-22.5002151737,NA,NA,NA,4,3,4,2,1,1,NA,NA,NA
"P53315",-20.9928022858,-22.0919964483,-22.1139032812,NA,NA,NA,3,3,3,1,2,NA,NA,NA,NA
"P53330",NA,NA,-21.0457403374,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"P53332",-22.7169691199,-22.1829366645,-22.7491469992,NA,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA
"P53334",NA,-22.6751218516,-21.8444975033,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"P53337",-20.6855307286,-22.186355727,-20.8975191377,NA,NA,NA,3,3,6,1,1,2,NA,NA,NA
"P53350",-22.2782386576,-21.2317246743,-21.0183217328,-21.8101281951,-22.0314174138,-21.3920596128,7,8,6,7,6,6,0.546496017258546,0.859749739311783,0.235106719000001
"P53365",NA,-21.3154613515,-22.5397404441,-21.6537829905,NA,-21.0277225818,2,4,2,2,2,4,0.225891138400266,0.668421052631579,-0.586848111650003
"P53367",NA,-22.3040542033,-22.7761605723,-21.8376542644,NA,-21.3945692459,NA,3,5,3,2,3,0.0446830401593097,0.35423197492163,-0.923995632649998
"P53384",NA,NA,NA,-21.7172739039,-22.2659067684,-21.0077678941,2,1,3,3,2,3,NA,NA,NA
"P53396",-19.4471781584,-19.2738208461,-19.3269134828,-19.0143648272,-19.2114052851,-19.3451370756,44,48,59,60,54,60,0.618376369067375,0.890856869315462,-0.159001766466666
"P53549",NA,NA,-22.4039952917,NA,NA,NA,6,4,3,2,1,2,NA,NA,NA
"P53550",-24.3664203769,NA,-24.096560331,NA,NA,NA,3,5,3,NA,NA,NA,NA,NA,NA
"P53551",NA,-22.1776888195,-21.9656139345,-21.9986088808,NA,-22.1496438373,3,5,3,4,2,4,0.9697268503153,0.97035309793471,0.00247498204999985
"P53582",NA,-21.8136599779,-21.2593489419,-21.6459829195,-20.7047856969,-20.3119579992,4,8,5,5,6,6,0.164522734815798,0.579821200510856,-0.648928921366668
"P53597",-22.6618241662,-22.4328752739,-21.4750835013,-22.6432088449,-22.3540876807,-21.4866376863,5,7,5,3,6,8,0.919067706604713,0.957336108220604,-0.0286162431666632
"P53598",-22.3030010479,-21.1169019626,-20.8636122316,-22.4738227347,-22.3835726684,-22.5006789039,4,4,5,3,4,2,0.0385990706936608,0.338983050847458,1.02485302163333
"P53600",-20.1687503462,-20.017722694,-20.5396723766,NA,NA,NA,4,6,3,NA,1,NA,NA,NA,NA
"P53602",NA,NA,-23.1579117564,-22.7989724623,-21.8195529051,NA,6,3,4,4,5,2,NA,NA,NA
"P53618",-20.7775079204,-21.4528099954,-20.2302917041,-20.3256261614,-20.3198419456,-20.205372127,28,25,25,33,33,34,0.199362927314968,0.636781609195402,-0.536589795299999
"P53621",-21.0160050706,-20.3803094358,-20.3310594212,-20.7613248771,-20.9004280201,-20.8880040952,27,32,34,37,32,34,0.443769830733488,0.808277541083384,0.274127688266667
"P53622",-20.930597931,-21.605520906,-21.4211461347,-21.6539675162,-22.2418045464,-21.8729158462,19,17,23,14,12,15,0.140066379024228,0.537900874635568,0.603807645700002
"P53634",-21.8900159661,-21.0994799959,-21.7239482912,NA,-21.4338424789,-21.3796733276,4,6,4,3,4,6,0.643382675074676,0.898423005565863,-0.164390181150001
"P53680",NA,-21.0170424456,-21.2668567077,NA,-21.0408632066,-21.4120814064,2,3,3,1,2,1,0.790727348157982,0.928516228748068,0.0845227298500006
"P53691",-20.5305137537,-20.9292276259,-20.7158254608,-20.9902422548,-21.9318064038,-21.4090349593,9,11,12,6,8,9,0.0943494855625622,0.495201535508637,0.718505592500001
"P53701",-20.3044975493,-21.8225239303,-20.2847343748,-21.4918781917,-21.1888908611,-21.8888051533,6,6,5,5,3,4,0.129199634915367,0.52241112828439,0.719272783899999
"P53723",-23.0127586568,-22.4348712778,-22.4269189081,NA,NA,-23.1243922127,4,5,6,2,1,4,NA,NA,NA
"P53731",-22.0937326712,-21.2374706881,-20.7874491866,-22.266025418,-22.1113053633,-22.2637337018,1,5,3,2,3,2,0.0682329903750415,0.416666666666667,0.840803979066667
"P53738",-20.9753913324,-20.7157521341,-20.8731474761,-22.3041768318,NA,NA,1,2,2,2,NA,1,NA,NA,NA
"P53741",NA,-21.6025680725,-22.003442326,NA,NA,NA,3,6,7,NA,NA,2,NA,NA,NA
"P53803",-19.4933219887,-19.7153657804,NA,NA,NA,-19.7143968623,2,1,NA,1,2,2,NA,NA,NA
"P53834",-20.7601342351,-20.7551938338,-20.2005273857,NA,-21.4245734941,-21.1048216421,1,5,3,NA,2,2,0.0995401593096581,0.504378283712785,0.692745749899998
"P53839",NA,-22.4054055148,NA,NA,NA,NA,2,5,4,NA,1,NA,NA,NA,NA
"P53844",-22.6406130727,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"P53849",-20.8915941655,-20.749818686,-21.3567817741,-22.2749571456,-22.0744084138,-22.2333016322,4,5,7,3,2,2,0.0116141719216728,0.171428571428571,1.19482418866667
"P53852",-22.4876646641,-24.1594043221,-22.7127244403,NA,NA,-23.5594816936,10,9,10,4,6,2,NA,NA,NA
"P53860",-22.3160165344,-20.6327667267,-20.7493356125,-21.0089235493,NA,NA,10,10,8,9,6,5,NA,NA,NA
"P53879",-22.8271103146,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"P53885",-22.9681343596,NA,-22.8084476245,NA,NA,NA,3,3,4,1,2,1,NA,NA,NA
"P53890",-22.6605766038,-23.2661328713,-23.013591143,NA,NA,-23.4751187037,4,2,3,NA,NA,1,NA,NA,NA
"P53900",-21.2137358923,-21.2949438701,-21.4822206278,NA,NA,NA,1,2,2,NA,1,1,NA,NA,NA
"P53912",-20.8375749098,-19.936845308,-20.7819405795,-21.6503686438,-21.1195811098,-20.6597160644,6,5,6,3,5,4,0.153724692997013,0.563685636856369,0.624435006900001
"P53914",-24.6276530433,NA,-24.8075010522,NA,-24.5655657828,NA,2,3,4,1,2,1,NA,NA,NA
"P53920",-24.3685646238,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"P53925",-23.2337943801,-23.12245227,-23.2280024612,NA,-23.405186811,NA,3,1,2,2,2,NA,NA,NA,NA
"P53981",-21.6523079476,-21.6979388847,-22.2634166163,NA,NA,-21.8253618354,5,4,5,2,3,3,NA,NA,NA
"P53985",-21.6851803383,-20.9915862422,-20.7478591011,-21.091082761,-20.6515440969,-20.9218019519,3,3,4,5,5,4,0.493287255227348,0.833523375142531,-0.253398957266665
"P53990",-21.7070956498,-20.9755073243,-21.6567033569,-21.8448146011,-21.1218293737,-21.442179406,2,5,3,4,4,7,0.925714736143379,0.959599447513812,0.0231723499333363
"P53992",-21.6024770757,-21.2481906043,-20.8101069571,-20.813754528,-20.9013964418,-20.8292164329,11,11,19,18,19,18,0.318775141055426,0.752198241406875,-0.372135744799998
"P53999",-17.9299771904,-18.4446844361,-18.4246255436,-18.0437078959,-17.97636397,-17.8570594563,14,13,16,12,20,15,0.385290242283438,0.795595320027529,-0.307385282633334
"P54105",-19.8456086909,-20.5190234046,-20.0933324505,-19.5694901349,-21.3097648586,-20.152794466,10,11,11,10,10,12,0.632123796880186,0.895522388059702,0.191361637833332
"P54113",-21.3934431417,-20.6795776311,-21.0856471733,-22.7663047576,-21.4907704699,-22.4738412292,9,28,9,5,8,8,0.0214711251244607,0.240196078431373,1.19074950353333
