"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"sp|P47120|DOHH_YEAST",9,9,11,6,5,9,0.000261909750574287,0.00380927693979186,27.4826340190147,27.5886180994596,27.8175047805257,26.3647521205364,26.4462898971612,26.630292436449
"sp|P47122|GPN1_YEAST",2,2,2,2,2,2,0.0706768299046224,0.192592230101981,23.7772558794506,23.6691899225786,24.1918680575889,23.0103093944861,23.5998828188513,23.5237119798602
"sp|P47133|EMC2_YEAST",2,1,2,1,2,0,0.531187156891363,0.677364824960535,24.1300166327999,22.2599053750978,24.2337316409938,22.2860091750693,23.727983297253,NA
"sp|P47137|YJ66_YEAST",2,2,2,0,0,0,NA,NA,23.8911299416082,23.7992375974737,23.9832729952377,NA,NA,NA
"sp|P47143|ADK_YEAST",8,9,9,6,7,8,0.000105617832432813,0.00288216752634429,29.1621285902179,29.1238481134143,29.0156558646464,27.3166309623321,27.7712113280348,27.7180422939708
"sp|P47154|STE24_YEAST",3,3,2,1,2,0,0.0146460568451603,0.0603748949146298,24.9729140941519,25.0148561885526,24.2547923653137,20.4944927625823,23.027990852353,NA
"sp|P47160|ENT3_YEAST",3,2,3,3,2,2,0.249899717423142,0.424567538386878,25.1425298598804,23.3498711857531,25.3631850722483,24.1893454466282,23.6451917235657,23.8895852399026
"sp|P47173|YJ9J_YEAST",2,1,2,0,1,1,0.0456924089796345,0.142567889343915,24.7742934655948,23.3868683396606,23.9673111313482,NA,22.1284990946901,23.1441173609482
"sp|P47176|BCA2_YEAST",8,7,9,4,4,5,0.00849632090624984,0.0397374511950691,27.7919773851574,27.3479350044719,27.9644421214366,26.5330113646804,26.9235392497083,27.0363669111494
"sp|P47755|CAZA2_HUMAN",7,8,9,7,8,7,0.610321958958588,0.738084599116601,27.2470493979931,27.648450963691,27.8906999359003,27.7903742432649,27.8329963678589,27.4951016477881
"sp|P47756|CAPZB_HUMAN",9,10,8,9,9,9,0.291149457330971,0.465972591007333,29.9047328732371,29.8620893000959,29.3478163086581,29.8265843197638,29.9805928544502,29.9479940116689
"sp|P47771|ALDH2_YEAST",0,1,1,0,0,0,NA,NA,NA,22.8441492355749,23.0601893753603,NA,NA,NA
"sp|P47813|IF1AX_HUMAN;sp|O14602|IF1AY_HUMAN",3,3,4,3,3,4,0.394421318959614,0.561435261203382,28.4892503004097,28.5341560894292,28.4120431406283,28.2542349773722,28.2125686663529,28.5768917472478
"sp|P47818|CCC1_YEAST",2,2,0,1,1,0,0.0085508004253146,0.0399508958858028,24.162449994747,24.4078148693226,NA,22.2044960034618,22.990226267872,NA
"sp|P47897|SYQ_HUMAN",23,21,19,21,20,18,0.839714393795158,0.900045109940458,29.6942412415604,29.2870125754837,28.9117756816717,29.4142931312491,29.3220817536314,29.2933129788225
"sp|P47912|LCF4_YEAST",8,5,9,3,5,5,0.000223654049229239,0.00366111954499167,26.792399822828,26.2845791866869,26.9836752727204,24.8114930158258,25.0342457338686,24.5499404512129
"sp|P47985|UCRI_HUMAN;sp|P0C7P4|UCRIL_HUMAN",5,5,6,6,5,6,0.0357682798829991,0.11952743233091,27.9785804082919,27.9480408159413,28.0591833964983,28.3926015981189,28.2019266581213,28.3235417256946
"sp|P48015|GCST_YEAST",5,5,5,3,3,3,0.000141573915286476,0.00308130161346111,26.4553277845633,26.4023261358879,26.2993664435012,24.8562395598454,25.1784012339742,24.6413023200812
"sp|P48047|ATPO_HUMAN",7,7,8,7,7,8,0.234693681212356,0.408574229675941,29.1566701359249,28.8422673048227,29.094341729582,29.0947215239459,29.2221338298025,29.3378667340231
"sp|P48059|LIMS1_HUMAN;sp|Q7Z4I7|LIMS2_HUMAN",5,5,2,5,4,4,0.350539062557944,0.52320300120145,26.2946036416183,26.233105896407,25.0977032028315,26.1636836421812,26.5385690293537,26.0263392773125
"sp|P48147|PPCE_HUMAN",17,15,16,16,15,16,0.180392852305034,0.348296968681258,28.298911293424,27.8807618630402,28.1371950403189,28.3945913919362,28.2616921205226,28.3287118786718
"sp|P48164|RS7B_YEAST",9,8,9,9,8,9,0.000220344544453133,0.00363327245196808,29.4197455571262,29.2577700895413,29.3810767899451,28.2610545202759,28.3112304726027,28.4869312139343
"sp|P48200|IREB2_HUMAN",1,2,2,0,1,2,0.873745027391481,0.919753036755524,22.1823567152498,24.1204495369525,23.5745128533717,NA,22.5138526490464,23.8304748276604
"sp|P48415|SEC16_YEAST",4,3,3,2,2,0,0.00196495622455936,0.0127369759290663,24.9996483007871,24.2654565628343,24.4799525145831,21.8886131204815,22.7800794054572,NA
"sp|P48426|PI42A_HUMAN",3,3,3,4,4,4,0.133903683244085,0.292118223513654,25.492581760383,25.1873357906086,24.787426599947,25.7057513891826,25.3906663909379,25.4805003927602
"sp|P48444|COPD_HUMAN",11,9,9,9,11,9,0.206433393860967,0.380337183235683,28.0536262663437,28.3933551074222,28.495352288849,28.5932601588743,28.7321084657777,28.3623699973221
"sp|P48445|BPL1_YEAST",3,2,2,2,2,2,0.4616987164143,0.620081688691975,24.9969628536203,24.0651671014513,23.8128815772216,24.3428760098198,24.1753692368519,23.4263249540071
"sp|P48449|LSS_HUMAN",6,4,6,8,6,5,0.133102182258655,0.291213394404167,25.8192370231264,24.7238726040205,25.1351883041416,26.3281781587829,25.6753941463508,25.516451868127
"sp|P48507|GSH0_HUMAN",4,5,4,4,4,5,0.102408450528135,0.244675504752044,26.7612321283939,26.5857178368468,26.5919119406276,26.8600574145581,26.7919416204681,27.3272482041727
"sp|P48510|DSK2_YEAST",4,4,3,4,4,3,0.00113352885910983,0.00856401903922779,26.4844826668546,26.5118342881387,26.8998358687372,25.5293248217983,25.6994938732996,25.7716634084813
"sp|P48556|PSMD8_HUMAN",6,5,6,6,6,5,0.572093662226527,0.708142237243685,28.3573252266851,27.7211084105782,28.1330386600888,28.3460131571085,28.3474351328305,27.9137556511188
"sp|P48570|HOSC_YEAST",3,3,3,3,3,3,0.00175543921828376,0.0116805219266657,25.9877947608958,26.4373887948662,26.1893336782971,25.2068360298671,25.4214773113074,25.3931948315481
"sp|P48589|RS12_YEAST",5,5,5,5,5,4,0.000303463145521406,0.0040813840963004,30.945361742693,31.0906070524198,30.9763894972111,30.0236290066554,30.2121336118685,30.012279617026
"sp|P48606|TBCA_YEAST",3,5,3,4,3,3,0.0100926753930409,0.0454623204643657,26.3801660501414,27.0293172212708,26.2218143422642,25.8802684410244,25.2888880490774,25.2467286775727
"sp|P48634|PRC2A_HUMAN;sp|Q5JSZ5|PRC2B_HUMAN",17,18,19,20,16,18,0.475473718233411,0.631311759583063,27.509861196092,27.5745562103247,27.5842759116236,27.7530472565829,27.4940800212644,27.6999342197637
"sp|P48637|GSHB_HUMAN",4,6,4,4,5,3,0.112076597439484,0.260742568090418,26.3606239901633,26.367827577462,26.3394648103747,26.6345918179995,26.48791135322,26.5455553989745
"sp|P48643|TCPE_HUMAN",24,24,26,25,27,26,0.13291081290478,0.291145524740592,32.076057333078,31.7906700189225,31.8512135499071,32.0897810200994,32.17613062195,32.1108914878727
"sp|P48681|NEST_HUMAN",2,2,4,2,3,2,0.966681694975034,0.978341987549128,23.6902269196834,23.4412993180655,24.3446559054645,23.9088444879643,23.7080042776824,23.8922273779481
"sp|P48729|KC1A_HUMAN;sp|Q8N752|KC1AL_HUMAN",3,4,3,3,2,4,0.685677731806438,0.797738424202342,24.7194288780914,25.1219837206151,24.9234173473495,24.9445692926062,24.7336930994028,25.3481671439785
"sp|P48730|KC1D_HUMAN;sp|P49674|KC1E_HUMAN",2,1,1,2,1,2,0.968799080478333,0.979748268820094,22.6512841280841,21.8767286061755,22.7371164908403,22.9842106395311,21.3056889454257,23.0407753432148
"sp|P48735|IDHP_HUMAN",11,9,11,10,10,11,0.268160263989717,0.443465619584751,28.456838692799,27.8304558067666,28.3134072574908,28.3687967332677,28.3978955572131,28.5397744506348
"sp|P48739|PIPNB_HUMAN",2,2,3,2,4,2,0.170115537357088,0.33754150100102,25.5452658057082,25.5533356666623,25.9719818736611,25.8078287198528,26.300414630768,25.8988116305952
"sp|P49005|DPOD2_HUMAN",7,9,9,7,7,8,0.717534566989029,0.819267303916334,26.2846489594599,26.8121989131576,26.491082104903,26.3804996828594,26.6102549317408,26.8177682459319
"sp|P49006|MRP_HUMAN",5,5,5,5,5,5,0.190083114128757,0.361598109319464,29.1749292467709,28.9971682329628,28.8565395990213,29.1371044206209,29.2847615524986,29.1917873160934
"sp|P49023|PAXI_HUMAN",3,3,4,4,3,3,0.139462987167151,0.299576470740685,23.9723176516267,24.1334890950912,24.7299496202508,24.6967484872562,24.865685995045,24.4825181279417
"sp|P49089|ASNS1_YEAST",6,7,7,6,6,6,9.43821300086624e-05,0.00278443748411329,27.8321146291619,27.8125156525289,27.9379836345718,26.8597830857798,26.7848207889797,26.8579694264699
"sp|P49090|ASNS2_YEAST",14,13,13,13,12,11,0.00143817207394029,0.0100895363820842,29.3581339789345,29.5638093634436,29.1816837951286,28.5231018285081,27.8961083384196,28.2147272988573
"sp|P49095|GCSP_YEAST",8,8,6,7,6,6,0.000720776838765609,0.00633554427537552,27.2951403178588,27.1267802918584,26.5218763768554,25.2714970659933,25.6449661035368,25.3369619393614
"sp|P49137|MAPK2_HUMAN;sp|Q16644|MAPK3_HUMAN",0,1,2,1,0,1,0.295993515603883,0.470382941786263,NA,23.155695679148,24.0502375551482,22.3663481526767,NA,23.508523772901
"sp|P49167|RL38_YEAST",2,2,2,2,2,2,0.00129406885151733,0.00926754401723732,28.2662859570351,27.8384618464214,27.8049362352394,26.9578822539534,27.0561060930565,27.0695247268262
"sp|P49189|AL9A1_HUMAN",7,7,6,6,5,5,0.717712635020605,0.819267303916334,27.215370216702,26.6601136907451,26.7605970837601,26.8872301745152,26.6804351247394,26.8607824660869
"sp|P49207|RL34_HUMAN",3,2,2,2,3,3,0.222778477091008,0.395175955829279,27.1378168652868,27.2425709682782,27.0838689766582,27.102278266124,27.6673711091087,27.404929536296
"sp|P49247|RPIA_HUMAN",5,6,4,5,5,5,0.242510189301126,0.416759617825213,27.0795879105596,27.2502295158122,26.8818982170543,27.1385751155557,27.2882484148213,27.3447954217984
"sp|P49257|LMAN1_HUMAN",3,2,4,4,3,2,0.543638383392438,0.684738839187911,25.315524645504,24.662177229937,25.3966087174783,25.5313587534226,25.3118092422588,25.0165442113519
"sp|P49321|NASP_HUMAN",32,33,33,32,29,32,0.608434723429637,0.736514128487915,31.5922127531309,31.8148494602994,31.7523643825812,31.6171630306782,31.7980023280974,31.9775820795067
"sp|P49327|FAS_HUMAN",78,76,78,78,75,79,0.200623311875975,0.374242825373929,32.8376640299529,32.6997070608709,32.7104638200703,32.9750057110817,32.8264826608002,32.9370900381972
"sp|P49334|TOM22_YEAST",2,1,2,2,2,1,0.666344526310178,0.782620435003159,25.2904226641453,23.4882631857803,26.7457967818184,24.8855872130947,25.0150200861217,24.5350836472624
"sp|P49354|FNTA_HUMAN",1,1,0,1,2,0,0.308146301712411,0.483014138515169,23.4063004322833,23.3659585218882,NA,23.2846528054919,24.9977072367782,NA
"sp|P49366|DHYS_HUMAN",4,3,4,2,4,4,0.500347675285544,0.653167330058375,25.3197117609236,25.4147021865922,25.6142380526653,24.8037558418114,25.2480904561742,25.7421880723328
"sp|P49368|TCPG_HUMAN",26,26,28,28,29,29,0.103944563312152,0.247103827639549,32.4336349028669,32.4396376154074,32.5381396404503,32.7508807387494,32.6730725295013,32.6187351398413
"sp|P49406|RM19_HUMAN",6,6,5,5,4,5,0.551677857517959,0.692163443561826,26.0555984765787,25.9069638321136,25.1781292125193,26.1738045957324,25.6041997827196,25.8978478186223
"sp|P49407|ARRB1_HUMAN",3,2,4,3,3,4,0.254932500620908,0.430091500300696,25.320297769722,24.5676674419805,25.2797553446551,25.2188646440928,25.2493631230183,25.6786400954465
"sp|P49411|EFTU_HUMAN",22,21,22,22,22,22,0.256619751937526,0.431935657914969,31.3864382610609,31.4274107677132,31.2474503223362,31.4117456652836,31.5890230827863,31.5067504542648
"sp|P49435|APT1_YEAST",3,4,4,3,2,3,0.00996408438833394,0.0450627960625553,26.9832134435124,26.8714684585641,27.0478612523442,26.5380093072488,25.6317868703675,25.9419763118793
"sp|P49454|CENPF_HUMAN",5,4,4,5,4,4,0.669528222399328,0.784880256564651,24.7724674135628,24.5066497458391,24.1332117384935,24.6742731577094,24.5239555376603,24.4714885647384
"sp|P49458|SRP09_HUMAN",2,2,2,2,2,2,0.174287768539178,0.341866844575417,28.4536372477651,28.2391977095293,28.4206445448921,28.7179863858222,28.5034438606144,28.4952464821463
"sp|P49459|UBE2A_HUMAN",2,2,2,2,2,2,0.176049775225017,0.34375288432731,25.9475981682166,25.8974998599718,24.9994580891226,26.0513200304983,25.8135545677945,26.4253371761862
"sp|P49573|CTR1_YEAST",3,3,3,3,3,3,0.0050521593904128,0.0263880417640289,24.6639964872805,24.5611980590958,24.7531301111995,23.4408353078786,24.0676228943984,23.9287180572755
"sp|P49585|PCY1A_HUMAN;sp|Q9Y5K3|PCY1B_HUMAN",2,1,2,1,3,3,0.87097175922523,0.91790305765794,24.3944467689469,23.6586110789275,24.2569118832482,22.7312406368541,24.988286431023,24.9230015122668
"sp|P49588|SYAC_HUMAN",26,26,30,27,29,31,0.377030128398774,0.546318832618878,30.6608150022254,30.8102970152158,30.7921528435993,30.7580975145885,30.8763719338297,30.9716737771638
"sp|P49589|SYCC_HUMAN",13,13,11,12,13,13,0.381204397280886,0.549372078760779,27.8855576236381,27.6295802637499,27.7190859920605,27.8635505416752,27.8850974210952,27.8244698687763
"sp|P49591|SYSC_HUMAN",14,11,12,11,13,12,0.294335664126453,0.469312305587139,30.1722808099038,29.9361472566929,29.7860067507397,30.255512841123,30.0826912403878,30.0627486373725
"sp|P49593|PPM1F_HUMAN",12,12,14,11,12,12,0.309297013778009,0.483475639813181,28.1569708882111,28.3928609612469,28.445713987198,28.3276327445358,28.5727745783404,28.569207235591
"sp|P49626|RL4B_YEAST",11,11,11,10,10,10,0.00597413991971408,0.0301577253153835,27.1625371429569,27.2379405273434,27.2491909560171,25.8423110496075,26.5952860170209,26.4485899294089
"sp|P49642|PRI1_HUMAN",5,6,6,5,6,6,0.13963579571608,0.299576470740685,26.3203563575122,26.0443540907159,26.234960983696,26.3041238531646,26.5535512095515,26.4367540290167
"sp|P49643|PRI2_HUMAN",3,4,3,3,4,3,0.17098571196348,0.338376454950066,25.0671194399621,25.1185722052963,24.6933030104329,25.390599561266,25.374855134683,24.9861971844732
"sp|P49687|NU145_YEAST",1,2,2,1,0,0,0.0172891409049054,0.0684385928929867,23.5369202083165,24.2666900045723,24.790105311518,21.9385134653035,NA,NA
"sp|P49720|PSB3_HUMAN",5,5,4,5,4,4,0.670752144381919,0.785499789610553,28.1500651433402,28.475958421154,28.3409284788375,28.8166187522073,28.4841145720422,27.9857746069714
"sp|P49721|PSB2_HUMAN",5,7,7,6,7,7,0.0503629482012077,0.15258164832593,28.5424139594242,28.7393538166158,28.9790285392593,28.969434343034,29.251381178674,29.2699062337813
"sp|P49723|RIR4_YEAST",7,9,9,8,7,6,0.000203220386448124,0.00349106352080845,29.5135170274533,29.8276379401997,29.6575302656297,28.4582173311967,28.6151005641396,28.6162776974732
"sp|P49736|MCM2_HUMAN;sp|P29469|MCM2_YEAST",22,23,25,23,22,23,0.0789541642827883,0.206312848021768,30.0410755625404,29.8722536400943,30.1364551756132,30.314630691591,30.205045526737,30.3173088892361
"sp|P49748|ACADV_HUMAN",11,12,13,12,10,14,0.0966986910417185,0.234884239852949,28.119920582934,28.1008221320291,27.9369453509423,28.3027723067142,28.1688489619568,28.5935602632896
"sp|P49750|YLPM1_HUMAN",7,7,6,8,7,9,0.0172568505665678,0.0683916235611873,26.1617962153182,26.1682899267262,26.0268821843849,26.8371087343654,26.3644782341543,26.793711093195
"sp|P49755|TMEDA_HUMAN",4,3,3,4,3,4,0.826452485849034,0.891787038706935,26.440957552359,25.7220528770955,25.6569858037393,26.0433459253433,25.6783578550255,25.9271944273057
"sp|P49756|RBM25_HUMAN",7,8,7,8,8,9,0.48474903287615,0.638884518825684,27.7833608815991,28.0190615382492,27.8014139276309,27.7585758190579,28.1526732489238,28.0359687340846
"sp|P49757|NUMB_HUMAN",2,2,2,2,2,1,0.0225443196897943,0.084074758711423,25.2280838477632,25.2163192983568,24.7969885111161,24.7034294873831,24.3849649451717,23.9612920477901
"sp|P49770|EI2BB_HUMAN",7,7,6,7,5,6,0.662597045006252,0.779586835765168,27.3800348934917,27.3034065844727,27.3573549692706,27.3652740202306,27.2734163066956,27.2558700558608
"sp|P49773|HINT1_HUMAN",5,5,6,5,6,6,0.0845918719486592,0.216413407397532,29.4880772539203,29.535659713362,29.4696700605144,29.7287296084147,29.6435108126495,29.7965052191998
"sp|P49790|NU153_HUMAN",17,13,18,16,16,21,0.178083003644302,0.34594174534226,28.3622183801718,27.876021625498,28.5131629749191,28.5312209503286,28.3824151259958,28.8613444164079
"sp|P49792|RBP2_HUMAN;sp|Q99666|RGPD5_HUMAN;sp|O14715|RGPD8_HUMAN;sp|P0DJD0|RGPD1_HUMAN;sp|P0DJD1|RGPD2_HUMAN",53,50,53,52,47,51,0.173784949912651,0.34165152668425,29.3792617638383,29.2668325532824,29.3469282558398,29.4993034469783,29.4332511898537,29.5685535372366
"sp|P49821|NDUV1_HUMAN",4,6,6,5,4,6,0.462164648604773,0.620210211028972,25.7381155647946,26.5654390317345,26.5611222877111,26.6642386930114,26.1006919228765,26.8332044468077
"sp|P49840|GSK3A_HUMAN",5,4,4,5,4,5,0.241887218044809,0.416360765836911,25.7870115207693,25.6263289361223,25.5175641378799,26.10928799901,25.6619815946133,25.7962289888955
"sp|P49903|SPS1_HUMAN",4,3,4,4,4,4,0.0365436536099539,0.121848138014592,26.4077973722168,25.9344456879132,26.2764607531253,26.6875808573992,26.6139812515902,26.5885459595698
"sp|P49915|GUAA_HUMAN",23,25,26,25,26,26,0.105004474570482,0.248903576132968,30.8067418729377,30.9143631758573,30.8617590202685,31.0150319157945,31.0416561060954,31.1622761669826
"sp|P49916|DNLI3_HUMAN",3,0,1,2,1,2,0.862450684867426,0.913504368851214,23.7782799147764,NA,22.9719192049289,23.1113681631332,22.67880503535,24.0626606803789
"sp|P49954|NIT3_YEAST",3,4,4,2,3,1,0.00245470142667272,0.0149264347856088,25.5214424573544,25.9362296179242,25.9206124214773,24.2321932575513,24.5150241547181,23.2617222975876
"sp|P49959|MRE11_HUMAN",8,8,9,8,9,9,0.768628773427494,0.855546883061202,27.0449069133548,26.9292753594219,27.1524825596304,26.7645669275942,27.1763954785932,27.3568809797652
"sp|P50085|PHB2_YEAST",2,2,1,2,1,2,0.852735405526984,0.908525214850476,24.7205539712499,24.9490015238684,22.9008005077299,24.5572038543737,23.6717600324837,23.9983064282294
"sp|P50086|PSD10_YEAST",1,1,1,0,0,1,0.011762131047952,0.0513939149658097,23.7241601934441,24.0168733542937,23.8486560683258,NA,NA,22.8827815207762
"sp|P50094|IMDH4_YEAST;sp|O42831|YA075_YEAST",1,1,0,0,0,0,NA,NA,22.7426053892656,23.0530656757359,NA,NA,NA,NA
"sp|P50095|IMDH3_YEAST;sp|P38697|IMDH2_YEAST;sp|P39567|IMDH1_YEAST",11,11,11,11,9,11,0.00963282498283034,0.043901897427916,28.0784913964849,28.2787069693475,27.6446663186911,27.2225817761021,27.3316509470853,27.3115425749009
"sp|P50101|UBP15_YEAST",2,2,2,0,1,0,0.775258169829528,0.860382316701009,24.0963812301233,24.3895316553651,25.2376005285982,NA,24.4125680295488,NA
"sp|P50107|LGUL_YEAST",1,1,2,1,1,1,0.0986007469371521,0.238096298590087,23.608781380286,24.244763276371,23.3646740232244,23.1096525903989,22.6316697584633,23.5509440651949
"sp|P50213|IDH3A_HUMAN",5,5,5,7,7,7,0.0329702880989241,0.112762877843254,27.5721177364149,27.2808450876209,26.4740039980783,27.9225947245194,27.9005702854017,27.9402219519634
"sp|P50278|SOL1_YEAST",2,2,1,1,0,0,0.242313684636428,0.416738952107874,24.0875042051313,23.9353767092142,23.1326841966499,23.073959923013,NA,NA
"sp|P50336|PPOX_HUMAN",3,2,3,2,2,3,0.891783231197788,0.931147824948372,24.3057729493364,23.5434470347219,24.2020241477843,24.0293635783209,23.5482872117898,24.3478463668697
"sp|P50395|GDIB_HUMAN",22,20,22,22,21,22,0.0937354239711904,0.231166291212794,30.9978178564212,31.0278289755586,30.9254270503119,31.2257519209433,31.1476911161854,31.2120862088
"sp|P50402|EMD_HUMAN",4,4,4,4,4,4,0.595914915531474,0.726678431409231,26.2437993422034,26.2094245132651,26.2221398233803,26.1443979023935,26.2296169757234,26.1258949956721
"sp|P50416|CPT1A_HUMAN",3,3,1,3,3,3,0.106352200226957,0.2509090175367,24.100389984316,24.1800552901077,23.2039714864322,24.1132290040725,24.6190441521283,24.5133945529918
"sp|P50453|SPB9_HUMAN",8,8,12,10,10,12,0.878953602508667,0.922772822310157,26.8438461398646,28.1590206288586,28.5563052714134,27.596721244199,27.4368629100182,28.2902069781994
"sp|P50454|SERPH_HUMAN",10,10,12,10,9,11,0.420016528639482,0.580316414799137,28.9645288802475,28.9191876520547,28.8071333184736,29.2517281217616,28.7667745381488,29.0895681820322
"sp|P50479|PDLI4_HUMAN",1,2,2,1,2,2,0.372286774689605,0.543278956087738,23.4742681110195,23.8785853048589,24.279904243422,23.8900538480815,23.9718818296916,24.6069722609891
"sp|P50502|F10A1_HUMAN;sp|Q8IZP2|ST134_HUMAN;sp|Q8NFI4|F10A5_HUMAN",8,8,8,8,8,8,0.256648458414429,0.431935657914969,30.0838793773966,30.1054395886538,30.1185628180987,30.2088890596535,30.2702329881375,30.2143974268904
"sp|P50552|VASP_HUMAN",9,10,9,8,10,10,0.835487360082415,0.897242826211049,28.268565056589,28.4502358564924,28.1919471852478,27.8848054763967,28.581937526733,28.5928159956943
"sp|P50570|DYN2_HUMAN;sp|Q05193|DYN1_HUMAN;sp|Q9UQ16|DYN3_HUMAN",13,11,12,12,13,13,0.0778153039492658,0.204768395905789,28.3709184552895,28.2017230041107,28.0914814874985,28.5162863097493,28.4549939660421,28.4765884837545
