"protein_group","number_of_peptides_12500.amol_1","number_of_peptides_12500.amol_2","number_of_peptides_12500.amol_3","number_of_peptides_125.amol_1","number_of_peptides_125.amol_2","number_of_peptides_125.amol_3","number_of_peptides_25000.amol_1","number_of_peptides_25000.amol_2","number_of_peptides_25000.amol_3","number_of_peptides_2500.amol_1","number_of_peptides_2500.amol_2","number_of_peptides_2500.amol_3","number_of_peptides_250.amol_1","number_of_peptides_250.amol_2","number_of_peptides_250.amol_3","number_of_peptides_50000.amol_1","number_of_peptides_50000.amol_2","number_of_peptides_50000.amol_3","number_of_peptides_5000.amol_1","number_of_peptides_5000.amol_2","number_of_peptides_5000.amol_3","number_of_peptides_500.amol_1","number_of_peptides_500.amol_2","number_of_peptides_500.amol_3","number_of_peptides_50.amol_1","number_of_peptides_50.amol_2","number_of_peptides_50.amol_3","differential_abundance_pvalue_X125.amol.12500.amol","differential_abundance_pvalue_X250.amol.12500.amol","differential_abundance_pvalue_X2500.amol.12500.amol","differential_abundance_pvalue_X25000.amol.12500.amol","differential_abundance_pvalue_X50.amol.12500.amol","differential_abundance_pvalue_X500.amol.12500.amol","differential_abundance_pvalue_X5000.amol.12500.amol","differential_abundance_pvalue_X50000.amol.12500.amol","differential_abundance_qvalue_X125.amol.12500.amol","differential_abundance_qvalue_X250.amol.12500.amol","differential_abundance_qvalue_X2500.amol.12500.amol","differential_abundance_qvalue_X25000.amol.12500.amol","differential_abundance_qvalue_X50.amol.12500.amol","differential_abundance_qvalue_X500.amol.12500.amol","differential_abundance_qvalue_X5000.amol.12500.amol","differential_abundance_qvalue_X50000.amol.12500.amol","abundance_12500.amol_1","abundance_12500.amol_2","abundance_12500.amol_3","abundance_125.amol_1","abundance_125.amol_2","abundance_125.amol_3","abundance_25000.amol_1","abundance_25000.amol_2","abundance_25000.amol_3","abundance_2500.amol_1","abundance_2500.amol_2","abundance_2500.amol_3","abundance_250.amol_1","abundance_250.amol_2","abundance_250.amol_3","abundance_50000.amol_1","abundance_50000.amol_2","abundance_50000.amol_3","abundance_5000.amol_1","abundance_5000.amol_2","abundance_5000.amol_3","abundance_500.amol_1","abundance_500.amol_2","abundance_500.amol_3","abundance_50.amol_1","abundance_50.amol_2","abundance_50.amol_3"
"sp|P35719|MRP8_YEAST",5,4,6,8,8,5,4,3,3,3,4,5,5,6,4,4,3,2,3,4,3,5,5,5,7,6,7,0.0166156109571547,0.194431987909816,0.809873930020044,0.0915328880847911,0.0261494205214762,0.443627554065897,0.434696017863705,0.00472064937981738,0.270695995176979,0.789733123406684,0.994092954940937,0.316468846261374,0.134918901772566,0.91511811173924,0.795099191599456,0.0284702435476031,25.1713503265213,24.4904007002737,25.4714573011287,26.100217088442,26.0019090446496,25.504754425124,24.1807909846667,24.6195282754423,24.6562970955707,24.6679109175502,24.9271961561131,25.7685901192579,25.7010200381833,25.8012733949733,24.9006068341075,24.5834530861466,24.1879663369171,23.3525962813931,24.8060358656545,24.7673740987949,24.8060358656545,25.2361433025716,25.207310810543,25.4287233436356,25.8605086877337,25.7255071605357,25.8197484105956
"sp|P35723|YET1_YEAST",3,0,2,3,1,2,1,0,1,1,0,2,2,2,2,0,1,2,0,0,0,2,1,2,2,1,3,0.25497559501934,0.337497082232307,0.616525913469734,0.0192166790142316,0.93684756528113,0.316839631765443,NA,0.0602421199422551,0.725057873836815,0.86086359125789,0.985988430672831,0.14648185512735,0.972425162216262,0.891295740724229,NA,0.161853996388873,23.6898745522601,NA,23.4318618847464,24.0867592739517,21.7947808327439,22.8844707671913,21.8237734163428,NA,22.1744345609808,22.968931387628,NA,23.5491003020943,23.0737271778763,23.0147840844157,22.9907310745285,NA,21.7701152739013,22.9395519655302,NA,NA,NA,23.4526478447029,22.2934472634203,23.2605829299108,23.6081947317659,23.2085481644024,23.9960558563686
"sp|P35732|DEF1_YEAST",2,2,1,0,1,1,0,0,1,2,1,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,2,0.147565667957282,0.941333769604179,0.362789563604839,0.902012572520466,0.920549293911387,0.961574220583848,0.962281484461965,NA,0.586436892038269,0.97980554487076,0.893762949661254,0.961512082581183,0.962981783771579,0.998060450431217,0.984203487599947,NA,21.9699398351272,21.6285014896256,21.902464711575,NA,13.7976215801423,21.9313760537931,NA,NA,21.4330745053953,22.1123560695186,21.9046464310294,15.0471670197393,NA,21.8785429452068,22.1671925879576,NA,NA,NA,NA,21.9082530741859,22.0021935644526,NA,21.6769508811456,NA,NA,NA,22.1580882955138
"sp|P35844|KES1_YEAST",2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,0.452242746896133,0.175588543367478,0.233973930844455,0.88445815076688,0.730993313787485,0.335290541465458,0.93317270684149,0.437332251531119,0.827886653065847,0.757415550014962,0.813385768171709,0.951313955335238,0.856690566095231,0.900990934515644,0.981383651624772,0.595484661677347,22.3724967713573,22.3100134121879,24.723678482193,23.0856261148195,24.6948611798454,23.212869855908,22.2631203783496,24.2329632166548,22.6054169399138,22.2729292264427,22.0552505886154,22.5369107296087,21.9222415754312,22.1150824213247,22.4611463222831,22.5756940167066,22.5718020742261,22.6178700280582,24.505331767799,22.7258048309499,22.3508336386506,21.9709564978094,22.1450593121621,23.2460921282568,24.5359455326783,22.2957022540362,23.2962903664055
"sp|P38711|RS27B_YEAST;sp|P35997|RS27A_YEAST",2,1,1,2,1,1,1,3,1,2,3,1,1,2,1,1,2,1,1,1,3,1,1,1,3,2,2,0.9457466290787,0.722642609110521,0.174809368626465,0.476381581810885,0.0280874731525775,0.99934352843387,0.114061644490549,0.168365457294621,0.985033637284728,0.964065788589125,0.761169392045726,0.70264293375725,0.13823774437142,0.99934352843387,0.513277400207472,0.323505963703366,27.2683798968367,27.0744779083134,27.1448532360618,27.4829990143161,27.0550922613022,26.9817390593646,26.8777859761313,27.3735159258482,26.8980858932439,27.2862987989253,27.6086786517114,27.2486994370004,27.0195327893586,27.3097877344377,27.3261809721871,26.95399666158,27.0263944018986,26.8409215927685,27.2374657441608,27.3572643193467,27.6635089303738,27.1246240987203,27.1403808833985,27.2230943830414,27.4208179372204,27.6154639102466,27.555951755629
"sp|P36008|EF1G2_YEAST",13,12,11,10,8,10,10,10,9,9,9,10,11,11,12,12,12,10,9,11,13,10,12,12,11,12,13,0.104623766034025,0.472714238183062,0.0142517258801241,0.0575936310998681,0.192242413585648,0.403357086718896,0.547205993267704,0.0308466091283532,0.489914880470703,0.914063550609902,0.209889053870919,0.255690406201612,0.407953381557076,0.91511811173924,0.848218877635146,0.105722138978373,28.3307185531433,28.259805472446,28.2701125668595,27.8426450154753,28.0045559436851,28.0940785368172,27.9904349553588,27.9961488445354,27.7844222625974,27.6475042074259,27.8065078200081,27.9540336777972,27.9323572631553,28.0337889807236,28.4988203583265,28.0060498812606,27.8405537376611,27.7574253478341,27.8878650675286,28.1750074570883,28.4667357339057,27.9338884598979,28.3569271109292,28.1082737018266,27.6280692963273,28.2976946967739,28.2051711610341
"sp|P36010|NDK_YEAST",9,8,8,7,8,8,7,8,8,9,8,7,9,9,7,8,8,6,8,7,8,6,8,9,8,10,7,0.728868108800195,0.435099757813763,0.190274531165896,0.133715524317208,0.719048401539185,0.477456097424726,0.2236556071658,0.0851711701563068,0.936532601301651,0.89883899335704,0.774484272584802,0.385129913726603,0.853024719533297,0.91511811173924,0.638236732643869,0.201496396652974,27.0714999889835,27.0599034215061,27.0238825047712,26.9922133196414,27.0379002621947,27.2449844710618,26.848642104443,26.8593171437681,26.9143912261775,27.1739269466264,27.2614787357794,27.1820992361604,27.2098485041934,27.216470359015,27.0004577589614,26.882220485833,26.8165730688217,26.838923261483,27.1482863435825,27.2182822196446,27.2168330150646,26.9124263901282,27.2669163837156,27.2227168377227,26.9406660994791,27.3668420828201,26.9721324776346
"sp|P36013|MAOM_YEAST",0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1196727246303,NA,NA,21.2582630918132,NA,NA,NA,NA,21.5606941261619,NA,NA,NA,NA,NA,21.9182270130969,22.0614362646471,NA,NA,NA,NA,NA,NA,NA
"sp|P36015|YKT6_YEAST",3,3,2,2,2,3,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,1,1,1,2,2,0.856868088833103,0.351581609062252,0.246793592662211,0.632624932123725,0.423437046647916,0.0298403855437212,0.88623393289854,0.975706926268247,0.981750015286605,0.878674855538861,0.822645308874037,0.801192704006222,0.643026147047114,0.331654570757358,0.979277668066686,0.981828048766793,23.4575459603567,22.5655013859307,22.4655110825505,22.8843769891453,21.8739813464919,23.485952732661,22.4246225841031,22.9015147646142,22.5134206504115,23.4417541361791,23.0857445444456,23.5563649138829,22.5156387337905,22.8368526581764,21.8608530813913,23.5329517333365,22.3093408226238,22.6874866429836,22.2962568416875,23.190663613317,23.1953553260147,22.3472663157531,21.4672459777179,21.5450504123566,21.5586590154932,23.1091233360067,22.7281970526776
"sp|P36017|VPS21_YEAST;sp|P36019|YPT53_YEAST",1,1,1,4,3,2,1,1,1,1,3,2,2,2,2,1,0,0,2,2,2,1,1,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7831804259348,23.3905044645993,21.7251598729867,NA,NA,NA,NA,22.8974713639606,21.9024006310119,21.0809180089462,22.015549297811,21.7987797667562,NA,NA,NA,23.0326948815068,23.5082151462439,NA,21.6828269970087,NA,NA,22.4627347135069,23.3643272846818,23.2478202184124
"sp|P36018|YPT52_YEAST",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,NA,NA,0.176230621474726,NA,0.100194533473813,0.149200921267972,0.314626387295222,0.47727982320304,NA,NA,0.761169392045726,NA,0.274512108957716,0.639304145745929,0.719298765696613,0.62929065573769,22.1332292435337,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9108774011099,22.3226966966501,NA,NA,NA,21.8620573358283,NA,NA,NA,22.5194465853513,22.4316185323537,22.7379221836934,NA,NA,NA,22.7149635819232,22.7920928722004
"sp|P36037|DOA1_YEAST",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1880615378089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1987430680053,NA,NA,NA,NA,NA,20.5605082618912,21.3740709972181,20.8927667707103
"sp|P36047|SDS22_YEAST",5,1,2,3,2,2,1,2,2,2,3,2,2,3,2,2,1,2,3,3,4,3,3,5,5,6,7,0.861524663443718,0.404978010741311,0.626420068327059,0.21271700450858,0.00492914106497788,0.0885156479392173,0.332283202476858,0.162689620078593,0.981750015286605,0.89118947050408,0.985988430672831,0.475398718098314,0.0497658506106664,0.529732108436239,0.741525729778057,0.318236769031785,24.9220235074643,22.8793365431898,23.6922060458744,24.1026254301338,23.8486491168321,23.7945493794921,22.0777586300651,23.879410741526,23.6982640541441,23.9371845817141,24.4047602676202,23.8574508194637,23.8424871088605,24.646302737914,24.2194734111271,23.7757305048004,22.1801165322259,23.4676683236735,24.1903055668286,24.3733493444075,24.3486351965171,24.4968106331796,24.4149892107759,25.1392203636536,25.0112322221566,25.3704563388564,25.6287485494184
"sp|P36059|NNRD_YEAST",1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0.943555411353063,0.856623813558343,NA,0.796348877163037,0.11204511514255,0.927722332939359,0.80480430275745,0.0691902775046649,0.985033637284728,0.964065788589125,NA,0.906267454574273,0.291531398316764,0.998060450431217,0.951680226327191,0.175195529348137,22.3694282555479,NA,NA,22.5392444797908,NA,22.3198141984093,NA,NA,22.6231164453565,NA,NA,NA,NA,22.5467494187679,NA,NA,20.2772959298936,NA,22.5014395264665,22.6580812117429,NA,22.5241272331229,NA,22.3687544562579,NA,19.7565366363686,21.935403605824
"sp|P36060|MCR1_YEAST",0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,NA,NA,0.529075526807841,NA,NA,0.96896852111098,0.524051050702984,0.949552761218924,NA,NA,0.963195942712674,NA,NA,0.998060450431217,0.848218877635146,0.95912004344783,NA,21.424854036364,21.3153919302903,NA,NA,NA,NA,NA,NA,NA,NA,21.6623327968006,NA,NA,NA,20.7321586063155,21.7954325691588,21.5182943967434,21.5775172766496,21.6459613139019,NA,NA,21.3523934481544,NA,NA,NA,NA
"sp|P36135|UTH1_YEAST",3,2,2,3,2,2,3,2,2,2,2,3,1,1,3,3,2,3,3,2,3,3,1,1,4,2,3,0.78634757207066,0.514717960928696,0.500007544523268,0.788083982861341,0.506594833631386,0.918814805219833,0.0568127242438767,0.671922355545769,0.950364931189909,0.926667999776985,0.963195942712674,0.903160585448481,0.700318069503964,0.998060450431217,0.366374969730197,0.772027140763006,25.0540300377733,24.7149250786125,24.6611491303812,25.0597862060665,24.7611398769762,24.8185662606107,24.9646996363294,24.5062711347,24.7514921668702,24.8416228627172,24.8399534935078,25.2721342998548,24.258070271541,24.4328990998048,25.2335592304013,24.9007049325339,24.2358302114739,24.9659631396292,25.3726261890618,25.2317720845524,25.3673597565073,25.3729781177462,24.5165519632374,24.6192472745264,25.0678502445406,24.7165815374307,25.1611681246229
"sp|P36136|SHB17_YEAST",2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0.882032090812706,0.79868863148335,0.937193999567905,0.351255571787429,0.133946712151537,0.808982222948567,0.903392465339489,0.53181971517428,0.982548568398199,0.964065788589125,0.998843560979009,0.60003065962842,0.32813316441018,0.998060450431217,0.981271126144618,0.670351841076113,23.7314405525228,23.874543329573,23.720917342516,23.8152124242548,23.8393395727461,23.8571245208552,23.6963228580943,22.2648466128983,24.1922205263676,23.86173886165,23.7851718691813,23.7780862206141,23.7529631768161,23.8145798864748,24.0771086295832,23.5085719009366,23.5944122664471,23.4416731151405,23.7983549251276,23.7300886158976,23.9495783506261,23.969178903892,23.9350209614094,23.7238494150805,21.7949301419991,23.7292734441447,23.8816068810026
"sp|P36139|PET10_YEAST",7,7,7,7,5,5,5,4,5,7,6,5,7,5,6,7,5,6,6,6,6,7,6,5,4,6,8,0.317552231840977,0.739927226020378,0.806063466507088,0.0600304177248961,0.165922894718382,0.978493129588378,0.384778381938481,0.209281061993336,0.758623249569474,0.964065788589125,0.994092954940937,0.256637976305376,0.375816742993045,0.998060450431217,0.770772046463953,0.375488616820258,25.857662598183,25.9489087854434,26.1433389045973,25.8244266611468,25.724568493177,25.9107764069977,25.7291597494651,25.481268448399,25.7859470417151,25.995647638111,25.9107637872164,25.9245637776453,25.8998830609087,25.7462665450905,26.1428452359327,25.9675106395434,25.5243175729928,25.837722932738,25.9997988619877,26.135361047241,26.2396060575406,26.0944874326562,26.1077060301561,25.7346671203423,25.3970962727549,25.8150520128356,26.0501448316396
"sp|P36156|GTO2_YEAST",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9502062049675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P36421|SYYC_YEAST",6,4,4,7,7,6,4,2,4,5,4,4,7,7,6,4,3,4,5,5,3,6,6,4,10,9,8,0.041128791542063,0.22635682106155,0.953804921122268,0.110107292076128,0.0662631161899509,0.829865370744061,0.390823852936675,0.0744446484027754,0.362219439616014,0.826784020043974,0.998843560979009,0.348888988225534,0.214829229869801,0.998060450431217,0.771218341276327,0.183102471407507,25.799841852938,25.3608998687227,25.8128788266131,26.040559260048,26.4530445786031,26.3293943134353,25.4817679735788,24.9014305712705,25.1743586697872,25.7828306272655,25.6229031232356,25.6175487785827,25.7435304999709,26.1056669812993,26.1814409641307,25.5966040368146,24.1482234025248,25.634509117635,25.8624852625473,26.2307116691862,25.6231033444226,25.6330797653754,25.8847295238494,25.640121800326,26.0517242439074,26.1678961026504,26.3996139019768
"sp|P37012|PGM2_YEAST",7,7,6,7,5,6,7,6,8,5,6,7,6,7,5,7,6,8,7,7,6,4,5,7,11,9,9,0.783100207145125,0.46247200630686,0.254642611155257,0.42498972091382,0.0645699109654682,0.347263163545661,0.786263056628183,0.82892211800282,0.949433119360446,0.904021115264711,0.827554288083797,0.663923640063903,0.211861916701958,0.900990934515644,0.942824953702023,0.882862601113229,25.4692061772319,25.4932189506035,25.2380151928635,25.7161013905751,25.2415364578709,25.386414740468,25.6155514314833,25.4711447720688,25.5329830453435,25.3918919691194,25.7068234380057,25.7055203345413,25.1060325389358,25.2427886525097,25.4659767590921,25.5845325437659,25.0409683454453,25.4622522020012,25.8237912000886,25.111099494936,25.4070111178415,25.3528395272807,25.229126016513,25.1229653796215,25.7472730692869,25.8058959973399,25.6546387801196
"sp|P37262|SOL2_YEAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3427975355109,23.0951961780351,NA
"sp|P37291|GLYC_YEAST",11,9,7,11,11,10,8,9,9,10,7,7,9,10,9,8,11,9,10,10,9,10,9,10,14,16,15,0.354776350734871,0.396157532956717,0.246313533057097,0.100288546943592,1.32821528102691e-05,0.15295176285893,0.268195723868609,0.214212778404405,0.779312096277161,0.89118947050408,0.822645308874037,0.328069416722359,0.000775108488999277,0.639765975829288,0.676859783723863,0.380928266696969,26.6762754409243,26.6910241292401,26.3015302043524,26.6585532162484,26.7036094911874,26.6407220924958,26.2458438182009,26.3969148218408,26.4182589547215,26.6081659871955,26.2790893636947,26.3603803514493,26.6653516948136,26.7584030033956,26.5508407989429,26.3658317288205,26.4804422719527,26.3701377090312,26.8386224862831,26.6989403826211,26.5329044568461,26.839867399842,26.6801890045735,26.6727725866163,27.2582589682822,27.3249150034701,27.1114576160671
"sp|P37292|GLYM_YEAST",7,3,3,5,5,6,5,5,3,3,5,4,6,7,4,6,6,6,4,4,4,6,3,5,6,3,7,0.933848285686022,0.451662040353085,0.824038240519299,0.943862654640818,0.851280733773284,0.981609515043844,0.395875105982239,0.625667043308411,0.985033637284728,0.901115464371926,0.994092954940937,0.971614132523051,0.933552160392983,0.998060450431217,0.775650028228359,0.739005844968109,25.9119610161972,25.1435752098034,25.0195325521339,24.9285029703572,25.3335588466239,25.7255393407131,25.5470117193917,25.4212220889154,25.1810355946764,25.1753664543057,25.6603066943098,25.4738356562772,25.8408748974396,26.0307878695918,25.002295353199,25.5576984766052,25.3970398117239,25.6359369586412,25.6643558871209,25.6432939685296,25.6704015089494,25.8981802461934,24.558293609181,25.5943062541735,25.5057565455967,24.5564815450069,25.8151920286361
"sp|P37302|APE3_YEAST",3,3,3,3,3,3,3,3,3,2,2,2,2,3,1,3,3,4,3,2,3,2,3,3,3,3,3,0.952424078445371,0.00407710911162611,0.203737994741297,0.968683911274901,0.651618443113657,0.00287693138679229,0.593210067753408,0.83781114736198,0.985033637284728,0.183322478962878,0.805013540197319,0.979883794751725,0.811543091499784,0.174642050024448,0.869121727173598,0.887908599434425,25.37242150644,25.2608272973376,24.9874914378732,25.2754753883792,25.1619586359072,25.2169591880371,25.0105760866147,25.3664909222165,25.2215297290739,25.201680950741,24.8108038268584,24.8761712202963,24.3669437091072,24.9320596327148,24.5128963860491,25.2976688444031,25.0142942764814,25.4242923138166,25.4985205137454,25.0415478903091,25.3830828105289,24.1334206828984,24.7940265956559,24.7995697682995,25.2480498018558,25.3327675722797,25.2952610202102
"sp|P37898|AAP1_YEAST",6,2,2,8,5,4,2,2,2,0,2,4,3,4,3,2,3,3,0,2,2,2,3,2,3,5,6,0.0204842652556751,0.301408357432867,0.487950775318175,0.391020518396803,0.0304838199271204,0.967948826410195,0.873385066402767,0.335808206752653,0.286607817103644,0.851823143438219,0.959320699047868,0.629371671045053,0.144485343832867,0.998060450431217,0.970559524265762,0.510680257933145,25.1345047432584,23.7217827882877,23.0140006476076,25.362685015983,24.8463273566334,24.6731584735505,23.7246375283045,23.3784186533615,23.7263946952043,NA,23.8178161938491,24.7206877312424,23.9835019436212,24.6322148375157,24.5146140848362,23.1120011503165,24.0128196808971,23.5743322372068,NA,24.0206863499064,24.0354969200193,23.8446986829228,24.1943271283852,23.7830205393328,24.5095221624919,25.0333715727485,25.1105706920818
"sp|P38009|PUR92_YEAST",0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8350056667027,20.6458823815268,21.9098152703966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.984520510273,NA,NA,NA,NA,NA,NA
"sp|P38011|GBLP_YEAST",16,15,16,16,15,16,14,9,13,14,15,14,15,14,15,14,12,15,16,13,16,15,13,14,14,15,14,0.77766026210721,0.822793987080042,0.590177415327868,0.13231951655039,0.131295124561476,0.841153430562423,0.601954980118071,0.39503450172066,0.947867862425876,0.964065788589125,0.978233111205268,0.385129913726603,0.324072860322436,0.998060450431217,0.873449494566428,0.561733458120513,29.3245205188197,29.3566777582116,29.0465632900992,29.5800120732917,29.1165692480464,29.2158978199763,29.1749424923896,28.4326744571506,29.1071298903744,28.9570064243258,29.3809769338645,29.0364958379892,29.083987913483,29.5731876416983,29.2170332251702,29.000661598092,28.9211302843075,29.244921280721,29.0436241190274,29.4490018509289,29.577195026376,29.4975237842955,29.060024489009,29.0391726946676,29.2513757118173,29.7895726605104,29.7026791072599
"sp|P38013|AHP1_YEAST",9,7,8,9,8,10,7,8,7,8,8,8,9,9,8,7,7,7,9,8,6,8,8,8,11,9,11,0.54484295956392,0.30203710449795,0.462719002979673,0.00849240997224189,0.349852430135282,0.788445815652081,0.95936718047609,0.00162314187895934,0.859006440280212,0.851823143438219,0.945372191961623,0.0979315305324287,0.575109528009106,0.997659155015673,0.984203487599947,0.0135599977804728,30.4929637574218,30.6014097333131,30.6327067375373,30.6614181839124,30.5900042236829,30.6602137670759,30.4568570665998,30.1669894384574,30.2278261532125,30.3717449814069,30.4859236019669,30.6450744098626,30.5993714849917,30.6980145125246,30.7471360398178,30.2066679207587,30.193592241943,30.2339567872958,30.5457643210993,30.5818457787903,30.614925827072,30.5667665748296,30.6360573588495,30.6057307806843,30.4637830667318,30.7936634948562,30.7564641074823
"sp|P38061|RL32_YEAST",3,4,3,4,4,4,3,3,2,3,3,4,2,3,3,4,4,3,4,5,3,4,4,4,4,4,5,0.147334165054082,0.837799127325074,0.399947991750682,0.0905136301861841,0.181587981955456,0.128571829972659,0.322314858005396,0.235456218694981,0.586436892038269,0.964065788589125,0.906165299336349,0.316405771846459,0.392971683569647,0.604085606013546,0.733266301962275,0.406098682566397,25.8221572197423,26.8592811719558,25.8080284469402,26.9159191361033,26.7428327666905,26.7804849865316,25.8770099294265,25.8415151680484,24.4701582037626,26.5501101729098,26.614239401554,26.4373034043174,25.2844432867242,26.7431370066103,26.7300494804895,26.8482976130952,26.7197715245353,26.5034083097342,27.0196056390883,27.2541670774722,25.5280555365647,26.687256215749,26.9168901798157,26.935945188249,26.9977510980853,26.6363934733817,26.6454436525883
"sp|P38067|UGA2_YEAST",1,0,0,1,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,1,1,2,2,0.0645079552566775,0.171230012850261,0.391644614861004,NA,0.0327826991560064,0.346049856117625,NA,NA,0.422086817723463,0.757415550014962,0.901227664879014,NA,0.149282758190349,0.900990934515644,NA,NA,20.507275817682,NA,NA,22.0351460115741,22.1590580842381,21.7559386506374,NA,NA,NA,NA,19.736608050998,NA,21.6799810183644,20.3506896405718,22.613411627532,NA,NA,NA,NA,NA,NA,21.6018085497191,NA,20.8879121079683,21.9480548705269,22.4054018946202,22.4729209480753
"sp|P38071|ETR1_YEAST",1,1,0,1,1,1,0,0,0,2,1,1,2,1,1,0,0,1,1,1,1,1,1,1,2,3,2,0.869077504102997,0.419183343124813,0.82124468287224,NA,0.0762860210324482,0.899505730346894,0.914232443625429,8.63277006576101e-06,0.981750015286605,0.89118947050408,0.994092954940937,NA,0.2334295100506,0.998060450431217,0.981383651624772,0.000209802472507283,23.2191215673546,23.3130039531267,NA,23.3506442941246,23.2588531509799,23.2841786333153,NA,NA,NA,23.2318234901155,23.2555658516385,23.4417451502621,23.6229506363124,23.3151741259864,23.3331983611096,NA,NA,21.5770586150401,23.044179197987,23.491563881504,23.3248208088768,23.202380734943,23.3981358926212,23.2708158922755,23.2042739315174,23.9758080473265,23.7033395006404
