"protein_group","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_A_vs_B","differential_abundance_qvalue_A_vs_B","log_ratios_A_vs_B"
"P53691",-20.6831823764,-21.0199490355,-20.528902646,-20.8708414869,-20.9361040168,-21.0701363286,10,16,19,9,8,14,0.456183870040253,0.769230769230769,0.215015924800003
"P53701",-20.7425331209,-21.7717970207,-20.9878687671,-21.7632319242,-21.7476208079,-21.7229010675,10,6,5,10,5,5,0.1391955146636,0.46096256684492,0.577184963633332
"P53723",-23.5063519821,-22.3357721683,-21.4558636496,-23.5235591005,NA,-22.6672562598,6,6,9,3,1,3,0.273497556066705,0.631130063965885,0.66274508015
"P53731",-21.6455654767,-20.9673331282,-21.5131396432,-22.0340879548,-22.719157618,-23.1273713157,3,5,4,3,3,1,0.0171187464059804,0.144,1.25152621346667
"P53738",-21.5599211945,-21.6586952736,-21.8993362256,-23.0180930915,NA,NA,1,4,2,2,1,1,NA,NA,NA
"P53741",-22.5228468321,-21.2599076226,-21.242148791,NA,NA,NA,3,9,10,NA,2,2,NA,NA,NA
"P53834",-20.1302596728,-20.5835565585,-20.863164767,NA,-21.876384745,-21.0900312295,2,4,4,1,4,3,0.0458276308223117,0.259713701431493,0.957547654483331
"P53839",-23.5418100033,-23.4383933653,-22.3181899927,NA,NA,NA,6,10,7,2,4,2,NA,NA,NA
"P53849",-21.537744949,-21.2911282386,-21.1610624201,-22.7782496575,-21.549358912,-22.7800369614,4,3,6,3,2,3,0.0375672800460035,0.224390243902439,1.03923664106667
"P53852",-23.1184299773,-22.6403402159,-22.3476821749,-22.8102099307,-23.9200168398,-23.4121801634,14,10,11,5,7,4,0.119465353651524,0.43211334120425,0.678651521933332
"P53859",NA,-23.8031331089,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"P53860",-21.5478795339,-20.7851185352,-21.1403255943,-21.3388261711,-22.2832099226,-22.3190137415,10,11,11,7,7,8,0.0686466359976998,0.327841845140033,0.822575390600001
"P53868",-24.2093291725,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA
"P53879",-23.4653117306,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"P53885",-23.4229891363,NA,NA,NA,-23.9468231426,NA,2,2,3,NA,2,NA,NA,NA,NA
"P53890",-24.2301533449,NA,-23.8732089107,NA,NA,NA,2,2,4,NA,NA,NA,NA,NA,NA
"P53900",-21.8199938464,-20.9729466597,-21.2297618679,NA,NA,NA,1,3,2,NA,1,1,NA,NA,NA
"P53903",-20.991265207,NA,-21.659336867,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA
"P53912",-19.9091813586,-20.1821120127,-20.1917809265,-20.9122132677,-21.711951653,-21.5031704842,11,9,12,4,6,5,0.00924324324324324,0.12258064516129,1.28142036903333
"P53914",NA,NA,NA,-25.5518636766,NA,NA,5,5,4,2,2,2,NA,NA,NA
"P53920",-24.9858067082,-25.4463349534,-25.7825236338,NA,NA,NA,5,4,2,NA,NA,NA,NA,NA,NA
"P53925",-23.7273877055,-23.8967953375,-23.8447295727,NA,-24.05887069,NA,2,2,3,NA,2,1,NA,NA,NA
"P53929",-22.8075306096,-22.0737883303,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA
"P53978",-24.4927418381,NA,-24.8227126345,NA,NA,NA,1,23,1,1,1,1,NA,NA,NA
"P53981",-20.9203722798,-20.0710720122,-20.1504454574,-21.3412389359,-21.7138189695,-20.9462765362,7,7,9,5,4,6,0.0379688039102933,0.229665071770335,0.953148230733333
"P53985",-23.1342950214,-21.7434942596,-21.867422059,-21.5045822646,-21.2361885842,-21.5078617572,3,4,4,5,6,4,0.0811844450833813,0.356707317073171,-0.832192911333333
"P53990",-21.7012209055,-21.3180621803,-21.922644498,-21.8371899019,-21.3312469387,-22.1423958184,5,5,4,6,6,9,0.706051466359977,0.879767526334907,0.122968358399998
"P53992",-21.8926740677,-21.6925992232,-21.2969059032,-21.6377713759,-21.2661106772,-21.4024909856,12,12,19,18,16,17,0.531419350201265,0.81781557743957,-0.191935385133331
"P53999",-18.3236871611,-18.7792313563,-18.7300020847,-18.4893671043,-18.4998617021,-18.668110552,17,10,18,16,19,19,0.819897786083956,0.928010471204188,-0.0585270812333327
"P54000",-23.6462398663,-23.0660440498,-23.4940157061,NA,NA,NA,2,3,4,1,1,1,NA,NA,NA
"P54003",-21.8788902414,-22.3566768968,-22.7767652745,NA,NA,NA,1,2,1,1,NA,1,NA,NA,NA
"P54105",-19.5066971717,-19.3517687537,-19.0699058762,-18.8952744775,-19.3535521655,-19.2693717032,14,14,14,13,12,14,0.63958726279471,0.863582908663269,-0.136724485133332
"P54113",-21.1947156613,-20.7383726463,-21.3816845276,-21.8616589497,-21.8088851477,-21.4703296612,24,30,26,8,12,23,0.0918093732029902,0.382228490832158,0.608700307800003
"P54114",-22.3599464016,-22.4243226462,-22.2458961473,-24.1353786942,-21.8989056752,-23.0321976565,18,14,15,5,9,9,0.203167337550316,0.537606837606838,0.678772276933334
"P54115",-18.9275129865,-18.8364320752,-18.8480108162,-19.6280991872,-19.368980628,-19.6468118167,42,37,45,36,34,32,0.0360274583093732,0.211586901763224,0.677311918000001
"P54132",NA,-24.1338207131,-25.8593262807,-24.8072995373,NA,-25.5984874875,4,6,2,5,4,3,0.727678263369753,0.893480584253652,0.206320015500005
"P54136",-20.1987620283,-19.9503588808,-20.0309462906,-19.9098084701,-19.6054491091,-20.1115652543,29,31,30,31,33,36,0.522935882691202,0.816978548607942,-0.184414788733331
"P54198",NA,-24.8305676073,NA,-23.8132247981,NA,-24.9338879173,2,4,NA,6,NA,3,NA,NA,NA
"P54278",NA,NA,NA,NA,NA,-24.7118015421,NA,1,1,NA,NA,1,NA,NA,NA
"P54577",-19.0781024585,-18.9932821043,-19.0776771714,-18.9439118116,-19.0262216232,-18.974001502,50,51,51,52,58,48,0.754732748706153,0.90426638917794,-0.0683089324666675
"P54578",-19.4492556361,-19.7238785893,-19.961548396,-19.3193846559,-19.7656043676,-19.6544840946,26,27,26,27,26,34,0.654035652673951,0.867720786733513,-0.131736501100001
"P54619",-22.8065398942,-21.673128687,-21.6168348676,-21.9386284614,-21.5043852094,-22.2070262216,4,6,9,6,8,6,0.700336543990799,0.878457059679767,-0.148821185466669
"P54687",-21.0036607209,-20.9322079239,-21.1196326871,-21.2439846275,-20.6546955052,-20.5982360241,10,9,9,10,10,12,0.54736730879816,0.82487869430966,-0.186195058366664
"P54709",-21.3734777805,-20.8621345119,-21.1419248092,-21.473369777,-20.7057600203,-20.0015923352,4,4,7,6,4,7,0.350306210465785,0.703477730323368,-0.398938323033331
"P54725",-22.036332532,-20.8858205746,-20.9234275942,-22.2817423809,-20.9771210575,-20.8507578329,4,5,9,5,4,5,0.834602357676826,0.934691238279987,0.088013523499999
"P54727",-22.0069428772,-20.8622539791,-21.5522420658,-20.6607395584,-20.6743250753,-21.0839230123,9,12,13,11,15,12,0.113284790109258,0.418491484184915,-0.667483758699998
"P54783",-21.442404779,-21.2657054929,-22.4668811184,NA,-23.5227638412,-22.3822509619,10,12,7,4,2,4,0.0444332949971248,0.257019438444924,1.22751027145
"P54819",-18.5806218615,-18.5989223356,-18.9939114747,-18.6453285213,-18.2241522869,-18.5498952302,34,34,30,24,32,30,0.408576912018401,0.748499727223132,-0.251359877799999
"P54837",NA,-22.5636058695,NA,NA,NA,NA,2,6,2,1,1,4,NA,NA,NA
"P54838",-20.0601591432,-20.1581109296,-20.3067011205,-20.7974340645,-20.9055758073,-21.3120437923,20,20,18,16,14,11,0.0276391604370328,0.189189189189189,0.830027490266666
"P54839",-20.6075864518,-20.6425201055,-21.7677707222,-21.1987228268,-22.8452763021,-21.9072125534,16,18,9,11,9,6,0.0795018688901668,0.351851851851852,0.977778134266668
"P54858",-22.9599529371,NA,-22.2679157588,NA,NA,NA,3,2,3,NA,NA,NA,NA,NA,NA
"P54860",NA,-23.3985622235,-24.8904231658,NA,NA,NA,3,4,3,1,NA,NA,NA,NA,NA
"P54861",-23.0181055493,-23.215335481,-24.3665013041,NA,NA,NA,8,3,2,1,1,NA,NA,NA,NA
"P54885",-20.6169589313,-21.0170091954,-20.9140507853,-21.2597852373,-21.5363432549,-21.2573463069,12,15,10,9,6,8,0.115410437032777,0.420798065296252,0.501818629033334
"P54886",-20.8269041309,-20.8451383275,-20.684243318,-20.4269975428,-20.918941129,-20.1736220933,17,19,20,22,19,27,0.387862564692352,0.731748726655348,-0.278908337099999
"P54920",-20.3621636866,-19.4557876232,-19.9228279061,-19.7241402284,-19.2885112017,-20.7239306957,10,11,13,10,17,7,0.976141891891892,0.973812949640288,-0.0013990300333333
"P55010",-20.8160693794,-22.2409203905,-20.4792118566,-20.9879676915,-20.1900431787,-20.0355872568,14,11,22,22,20,22,0.146730017251294,0.467436974789916,-0.774201166499999
"P55036",-19.9463649738,-20.2852893308,-20.6782945652,-19.8912136845,-19.8053643524,-20.1887947053,14,14,11,13,12,12,0.308772282921219,0.669083717864206,-0.341525375866667
"P55039",-23.5961213979,NA,NA,-22.1472975496,-22.3897106413,-22.4227640214,2,6,NA,3,2,3,NA,NA,NA
"P55060",-20.485320889,-20.5245785281,-19.8962852781,-20.0754102053,-20.2192837136,-19.6721414797,36,49,56,48,53,59,0.358860839562967,0.710951526032316,-0.313116432200001
"P55072",-18.6660751909,-18.5694111054,-18.7673097719,-18.5882812809,-18.7205374184,-18.6785317448,78,79,80,90,80,92,0.962150230017251,0.968595521954056,-0.00514854136666543
"P55081",-21.5372958584,-21.4841721218,-21.6197647986,-21.6031748332,-22.1353264554,-22.3870597903,7,7,7,6,6,6,0.155968803910293,0.476286579212916,0.494776100033334
"P55084",-20.1881240586,-20.5767167723,-20.7423779991,-20.2001934104,-20.6308352031,-20.1501557884,16,16,17,15,16,21,0.574195658424382,0.83651804670913,-0.175344809366667
"P55145",NA,-22.060208368,-22.2268654562,-21.2988135693,-22.0530268834,-22.1884039781,3,2,2,5,5,5,0.435492380678551,0.761609907120743,-0.296788768500001
"P55196",-24.8898813967,-22.9622673735,-24.5154834875,-24.382302311,-24.7623745422,-23.6594348948,16,17,11,15,13,18,0.760844019551466,0.904712762297902,0.145493163433333
"P55199",-23.0556977444,-24.0437530159,-23.8455429318,NA,NA,NA,2,1,2,1,2,1,NA,NA,NA
"P55209",-18.8022091986,-19.0622863575,-18.8958413505,-18.7667706407,-19.335549313,-19.0607805752,26,27,23,25,22,27,0.641333381253594,0.864241001564945,0.134254540766666
"P55212",-21.8044749616,NA,-22.0401262535,-22.1242655155,-21.6188901222,-21.8967910972,5,3,3,5,2,4,0.871091431857389,0.940738442444927,-0.0423183625833339
"P55263",-21.5139705003,-20.7165379704,-20.6101064107,-21.1861501566,-20.6104920758,-20.2905994228,8,12,11,12,10,10,0.514864864864865,0.809940174873447,-0.251124408733332
"P55265",-21.5610105195,-21.6279266774,-21.9400119132,-21.2566237903,-21.9391187178,-21.5746280638,20,23,27,21,19,22,0.692413312248419,0.878039793662491,-0.119526179400001
"P55735",-20.5404360863,-20.4690904835,-20.675818534,-20.0400459671,-19.760220295,-20.2378280154,8,7,9,7,9,10,0.0900398217366302,0.375358166189112,-0.549083608766669
"P55769",-18.8626324642,-19.444679233,-20.08010767,-19.335550189,-19.0037789756,-19.0467273989,8,7,9,9,9,10,0.387608539390454,0.731596828992072,-0.333787601233333
"P55786",-22.0334464539,-21.572212345,-21.4662071814,-21.6662189042,-22.3781511035,-22.0464696369,24,29,32,33,29,27,0.327047728579643,0.688295165394402,0.339657888099996
"P55795",-21.6499759637,-20.9721624115,-21.0191809928,-20.9547756323,-21.1414400675,-21.293736185,34,9,32,33,29,35,0.777795428407131,0.914022517911975,-0.0837891610666652
"P55809",-21.5311544358,-21.757686896,-21.5649326213,-21.5848729427,-21.2976156198,-22.1080808237,14,9,10,7,10,11,0.868939332949971,0.940738442444927,0.0455984776999969
"P55854",NA,-21.3409527231,-20.8165078449,NA,NA,-21.2924288022,4,2,4,2,2,3,NA,NA,NA
"P55884",-19.6293950565,-19.8402192783,-19.9651932757,-19.3860221334,-19.5441906498,-19.7430274336,34,33,40,41,41,49,0.375819580218516,0.721613832853026,-0.253855797900002
"P55957",-20.7085962974,-20.6558937642,-20.1840558512,-20.1759794286,-20.0135442168,-20.3482411493,5,6,7,8,6,5,0.284674238067855,0.646527777777778,-0.336927039366664
"P56134",-19.7317244953,-20.4990013921,-20.0051125737,-21.0622575346,-20.3728716212,-19.6751656495,5,4,5,5,5,6,0.486397929844738,0.790206433029285,0.29148544806667
"P56181",NA,-21.1727543488,-21.4489083939,-21.4263945865,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"P56182",-21.495332627,-21.2756745597,-22.1233116391,-20.7675856499,-21.5951577159,-22.6849128153,8,11,5,14,9,11,0.89590713053479,0.949479485609308,0.0511124517666666
"P56192",-19.7047928824,-19.9815438566,-20.0121174991,-19.6681226962,-19.5595986338,-19.6590888644,30,36,33,35,35,42,0.319934588844163,0.677813504823151,-0.270548014566668
"P56211",NA,NA,NA,-21.0197245995,NA,NA,1,2,2,1,3,2,NA,NA,NA
"P56262",NA,NA,NA,NA,-22.0082416881,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"P56270",NA,NA,NA,-23.6388012141,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA
"P56282",NA,NA,-23.6908813459,-23.9814980764,NA,-23.5062058314,NA,2,3,4,2,3,NA,NA,NA
"P56385",-19.3573772929,-20.0057330394,-19.9740709049,-20.4713292786,-20.0750629603,-20.0197003665,7,4,5,2,3,4,0.236735623921794,0.576153846153846,0.409637122733333
"P56537",-18.5961198105,-18.8372272864,-19.1727582194,-18.465115682,-18.6025317386,-19.0096056368,14,11,11,12,13,16,0.576410724554342,0.83790628957366,-0.176284086300001
"P56556",NA,-21.3363720266,NA,-21.5248641925,-21.2241258529,-21.485722417,1,3,2,4,3,2,NA,NA,NA
"P56628",-19.9326621158,-20.8728321046,-20.6760370396,-21.8479785596,-21.8798606864,NA,3,4,2,1,1,1,0.0121870327774583,0.125628140703518,1.37007586966667
"P56645",-24.3046240688,-24.0058561053,NA,-24.230978698,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
"P57076",-21.4107192983,-20.8501369091,-20.4352354327,-20.7709214626,-20.732212235,-20.7682401654,4,4,5,3,4,4,0.665937895342151,0.86885865457294,-0.141572592366668
"P57081",-22.4735162982,NA,-22.8079684682,-22.2242518923,-23.4522905193,-21.6042550412,3,4,5,4,5,7,0.67218645773433,0.870056497175141,-0.213809898933334
"P57088",-22.4037340617,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA
"P57678",-22.5878521047,-22.5245230129,-23.2995479354,-22.7333404724,-23.2755785708,-22.6235310231,11,13,12,12,13,16,0.819091144335825,0.928010471204188,0.0735090044333333
"P57721",-22.2968456904,-22.8344448117,-23.0490857347,-22.2078200281,-22.2771785838,-22.3069026474,14,15,15,17,20,22,0.17509919493962,0.506046511627907,-0.4628249925
"P57737",-22.8473712825,-22.0243327902,-23.2666206435,-21.8536143967,-22.2034403724,-21.9295371203,8,10,8,9,6,14,0.0989614721104083,0.392572944297082,-0.717244275599999
"P57740",-21.7803235243,-21.7286599629,-21.7498707504,-21.4556681441,-22.9803834601,-21.6338143689,14,14,14,18,13,15,0.52617251293847,0.81781557743957,0.270337245166665
"P57772",NA,NA,NA,NA,NA,-24.152769421,NA,NA,NA,1,1,1,NA,NA,NA
"P58004",NA,NA,NA,NA,NA,-23.9877205693,2,NA,NA,2,NA,3,NA,NA,NA
"P58107",-24.4300259231,-24.5457325428,-23.6276895698,-24.4145830614,-23.8970182841,-23.9902922483,10,19,24,20,21,25,0.765452558941921,0.904712762297902,-0.100518147300001
"P58546",-18.9501505495,-18.2269184533,-19.1025932614,-18.2622930853,-18.694550279,-18.3826597317,12,14,11,14,13,13,0.379408999424957,0.725658648339061,-0.313386389400002
"P59998",-21.3942272787,-22.0845988337,-22.3509618293,-21.8471340709,-21.9558993807,-20.658183669,4,5,5,4,5,4,0.314714778608396,0.672067401166559,-0.456190273699999
"P60002",NA,NA,NA,NA,NA,-20.7545852376,1,NA,NA,NA,NA,1,NA,NA,NA
"P60010",-18.0240249656,-18.4591270759,-17.9985623695,-18.9998896908,-19.0006143716,-18.8418268379,165,158,178,147,151,165,0.0312584818861415,0.198347107438017,0.7868721631
"P60033",-21.2541457417,NA,-22.4711049565,-20.7989784293,-20.5280162511,-21.3868274012,2,NA,1,3,3,2,0.0732244105807936,0.336569579288026,-0.958017988566667
"P60174",-17.3480272968,-17.3234295509,-17.3952564284,-17.1310646409,-17.097778097,-17.2554918832,45,46,54,57,52,52,0.427070011500863,0.759747102212856,-0.194126218333334
"P60228",-20.8591273216,-20.9165329097,-20.8622374063,-20.6504238319,-20.4225611164,-20.2625341731,18,15,20,18,13,23,0.141319436457734,0.46096256684492,-0.434126172066666
"P60422",NA,-22.8439304352,NA,-22.0584457574,-21.0461891919,-20.8915086483,4,1,3,8,10,9,NA,NA,NA
"P60438",-21.6599019127,-21.9029713407,NA,-20.8346906954,-20.2140895564,-20.5993127607,3,3,2,8,7,6,0.0105488786658999,0.125628140703518,-1.2320722892
"P60510",-21.1821967438,-20.9036708749,-21.9394204521,-20.2466463736,-21.1548808726,-20.6144362437,3,6,4,7,6,5,0.12857331799885,0.44634703196347,-0.669774860299999
"P60520",-21.2124986342,-20.9314355942,-21.6388264914,NA,-20.80805854,-21.8505927222,5,6,1,3,5,3,0.852575761932145,0.940506329113924,0.0684053911666638
"P60604",-20.9509853509,-20.8784730557,-21.1171940592,-21.2143257202,-20.9865027089,-20.2723337516,3,4,3,2,3,5,0.638055347901093,0.863582908663269,-0.157830095033333
"P60624",-21.5859842337,NA,-21.1652362676,-19.606881182,-19.0681723548,-19.0043089256,3,2,1,8,7,6,0.00112392179413456,0.0212765957446809,-2.14915609651667
"P60660",-20.5364934001,-20.8685570572,-21.0854154116,-20.3782522189,-20.7189750124,-20.5495757155,10,9,7,12,6,7,0.361276595744681,0.711481261154075,-0.281220974033332
"P60842",-19.0234494669,-18.9329970686,-18.8601536984,-18.5731460218,-18.4547667763,-18.581231862,59,59,68,66,61,76,0.137797872340426,0.458836443468716,-0.402485191266667
"P60866",-20.1510047749,-19.6447483957,-19.2425769073,-19.1049172351,-18.9470372885,-19.6732556857,6,7,7,5,6,9,0.2556578493387,0.612807148175726,-0.437706622866667
"P60891",-22.6398613365,-21.2790632221,-22.8457899171,-21.896444445,NA,-21.1031622029,15,12,13,13,8,16,0.180434013801035,0.513339466421343,-0.755101501283335
"P60900",-18.8727542899,-19.5269826358,-19.2590134802,-19.3030525205,-19.1776562853,-19.359776288,19,19,19,20,19,22,0.824276451983899,0.929853181076672,0.060578229299999
"P60953",-20.604684903,-20.7026120132,-20.3869480731,-20.6957102834,-20.2794066043,-20.4151555387,8,5,7,5,7,9,0.705707015526164,0.879360465116279,-0.101324187633331
"P60981",-20.4527206669,-20.6404843924,-20.419085541,-20.7527221974,-21.0241903976,-20.6965180898,8,6,5,6,9,8,0.259599913743531,0.617067833698031,0.320380028166667
"P61006",NA,NA,NA,NA,-22.5938334927,NA,9,10,11,13,11,11,NA,NA,NA
"P61009",NA,NA,NA,NA,NA,-22.4620847125,3,3,NA,3,1,3,NA,NA,NA
"P61011",-21.8021435447,-22.4828387692,-20.9298319867,-21.1770542484,-21.3004047187,-21.2037307693,7,9,11,11,11,11,0.240856670500288,0.58530986993114,-0.511208188066668
"P61019",-21.2438870161,-22.4178240075,-21.5323776097,-21.413339418,-20.1358327329,-21.8806802524,7,4,5,7,8,9,0.254086256469235,0.608208955223881,-0.588078743333334
"P61024",-20.3753976069,-19.8703630716,-19.9174132059,-20.4500237466,-19.693662613,-20.540990302,4,5,6,6,4,4,0.616133985048879,0.857603872529246,0.17383425906667
"P61026",-21.9863392379,-22.5707142,-21.5294721362,-22.4276654896,-20.4104445415,-21.6399541696,11,14,12,12,12,11,0.307594019551466,0.665565102445473,-0.536153791133337
"P61081",-19.912967061,-19.8576231769,-20.9226921191,-19.9945119289,-22.1013185319,-20.3962094124,12,10,10,12,10,13,0.284644623346751,0.646527777777778,0.599585838733336
"P61086",-20.6805451002,-20.7733111112,-19.9940135922,-20.0075203155,-20.4078764677,-20.5923863432,8,7,7,11,10,13,0.662028033352501,0.868089973313,-0.146695559066668
"P61088",-18.9716960071,-19.5964141925,-19.5989784797,-19.1167211312,-18.8237993884,-18.810773176,13,14,13,15,19,17,0.170945227142036,0.499525166191833,-0.471931661233331
"P61106",-20.4329095261,-20.8424842065,-19.8323812557,-20.6402989824,-20.0749758432,-19.7751591381,8,8,11,9,10,12,0.590051466359977,0.84438881935753,-0.20578034153333
"P61158",-20.0004837469,-19.6326767411,-19.7375317912,-20.2143274151,-20.1717945879,-19.8616603101,13,17,18,15,15,17,0.32234358826912,0.681643132220796,0.292363344633333
"P61160",-20.3014297714,-20.8488307499,-20.1949189337,-20.1567971844,-20.4511026172,-20.9117537574,11,8,14,12,12,13,0.848421219091432,0.940127388535032,0.0581580346666684
"P61163",-22.0818609984,-21.9668487504,-21.1626686826,-22.0250178523,-20.9587151466,-21.2179019621,7,4,9,4,10,7,0.415436889016676,0.752150537634409,-0.336581156800001
"P61175",-21.0532527318,-21.0634354012,-21.2095908153,-21.1102122843,-19.7280685766,-19.7147765548,1,1,1,4,3,4,0.0625401092581944,0.306878306878307,-0.924407177533336
"P61201",-21.800506272,-21.5014257427,-21.170829905,-21.026954801,-22.4003513133,-21.405906937,8,10,10,9,6,9,0.755830218516389,0.90426638917794,0.120150377199998
"P61204",-20.4158804083,-20.6395762544,-21.0809671037,-21.8015046298,-21.1279977926,-21.1188297623,20,14,21,19,20,28,0.104923950546291,0.41025641025641,0.637302806099996
"P61221",-20.294890668,-20.1873406053,-20.1204298548,-20.3303061936,-20.4671439389,-20.1879571726,18,19,21,25,23,26,0.615486486486487,0.857603872529246,0.127582059000002
"P61225",NA,NA,-22.7892388534,-22.4026224099,-22.4592868961,NA,1,2,2,2,2,2,NA,NA,NA
"P61244",NA,NA,NA,-22.0183593403,NA,NA,1,NA,2,2,NA,1,NA,NA,NA
"P61247",-18.2818527862,-18.3221069727,-18.4063242697,-18.3726828141,-18.4685904829,-18.1154951166,39,38,52,44,52,49,0.92710408280621,0.962089552238806,-0.0178385383333328
"P61254",-22.1359588982,NA,-22.2973763427,-22.2122157533,-21.9633567215,-22.5222299528,14,11,13,13,16,17,0.939138010350776,0.96388395500296,0.0159331887500009
"P61289",-19.3826166767,-19.3773648609,-19.147681162,-19.7554526422,-19.4967100025,-19.3798071935,23,16,22,20,24,23,0.393166331224842,0.736664795058956,0.241435712866668
"P61313",-18.774577657,-18.9259979719,-18.5532521314,-19.6372950971,-18.4832915318,-18.2185567895,25,27,32,20,29,32,0.925565698677401,0.961330935251799,0.0284385526999991
"P61326",-19.0684189207,-18.92636904,-19.0397256357,-18.5470240098,-18.755667607,-18.569222131,11,13,12,14,12,15,0.158531914893617,0.482517482517482,-0.387533282866666
"P61353",-18.3045228045,-18.6830183601,-19.0799540471,-18.9586929722,-18.3720864091,-19.0446015697,12,11,14,14,19,14,0.755069867740081,0.90426638917794,0.102628579766666
"P61421",-21.0886023726,-21.3840928682,-21.3298335555,-21.8635474502,-20.2299885893,-20.8540585745,8,7,8,7,10,9,0.505602070155262,0.801583605030275,-0.284978060766665
"P61457",NA,-22.1047483409,-22.2973067633,-22.061151594,NA,-22.2633214439,1,2,3,2,3,2,0.869688901667625,0.940738442444927,-0.0387910331500017
"P61513",-19.8705883066,-19.6835204325,-19.4205287582,-19.4193707844,-18.9291241565,-19.5239196027,3,4,4,6,6,5,0.266697383553767,0.619359534206696,-0.367407651233332
"P61517",NA,NA,NA,-22.7223906541,-21.5653924816,NA,NA,1,1,1,2,1,NA,NA,NA
"P61586",-22.6049323163,-22.730712705,-22.4654042608,-22.9273345451,-22.3872727609,-22.5752648861,9,10,10,7,8,10,0.899977285796435,0.952380952380952,0.0296076366666682
