"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
"Q9BW85",2,NA,NA,6,3,NA,19.9128185956362,20.0184681757114,0.151765083751934,0.204217479878476,0.416967063365027
"P53332",NA,5,NA,NA,NA,NA,22.6837051012605,17.9618871031611,-2.52750416525942,0.0563470713038393,0.144089070901969
"Cont_P00735",NA,NA,NA,NA,5,4,22.1558776607891,22.2760497087295,1.02192656874721e-19,0.999999999702818,1
"P32327",NA,4,NA,NA,NA,NA,20.5106504552991,19.9724066703985,-1.58073003904018e-19,0.999999999633581,1
"P11154",NA,3,5,NA,NA,NA,20.5780628163031,19.6203121832279,-0.684562987186341,0.0191556582938107,0.0589869104286656
"P36049",4,3,2,2,NA,2,20.7604378393401,19.5114854663275,-0.827305019536276,0.013082334742028,0.0424391903923931
"P22106",NA,NA,NA,2,4,4,19.2266163186565,20.5604167538402,1.68358278612763,1.87256101138986e-07,1.95710436002291e-06
"Q05029",NA,NA,2,NA,NA,NA,20.4370686758738,19.4951427089503,-0.571545738277413,0.00904820513805707,0.0307115284364406
"Q5T1M5",NA,NA,3,NA,NA,5,19.3236482465913,19.4540236645461,4.80830031786706e-11,0.999991512568466,1
"O95239",NA,NA,5,8,7,NA,19.9164702620477,19.9108841915756,0.00297196156785017,0.882071924410872,1
"P61011",6,9,8,11,8,10,21.0467766354388,21.127503190475,0.213753096930535,0.0232335441643542,0.0692023962186578
"Q96T37",16,12,13,14,16,13,20.3725123131922,20.3873461278724,0.097413512153346,0.106034345397979,0.24332577174371
"Q53HL2",NA,NA,4,NA,NA,NA,20.4319447695011,20.1676963881466,-4.33654493520642e-20,0.999999999841246,1
"Q9Y333",4,4,5,5,5,4,22.949413227167,22.8818739020237,1.49098332251266e-10,0.999973751690708,1
"Q13011",6,5,8,8,9,8,21.9038136502651,21.9624694004464,0.260067817856259,0.000630946404128559,0.00298132060966028
"O15382",6,NA,6,4,4,6,20.9078943155817,20.7608463912126,5.34381103119784e-20,0.999999999708489,1
"Q12452",5,7,7,4,NA,3,20.5660031886128,19.7549049816647,-0.367646010714528,0.0481989684248668,0.126501320410963
"P04050",18,14,20,5,NA,NA,20.1182382446767,19.1528383352393,-0.764037263644673,1.36098888114752e-08,1.67966229226096e-07
"Q12314",7,NA,6,2,NA,NA,21.0745696828612,20.8927663229681,-2.25437346775994e-19,0.999999999577028,1
NA,NA,NA,NA,NA,NA,NA,20.0032379196251,19.9068347804627,8.57150087744973e-20,0.999999999533912,1
NA,NA,NA,NA,NA,NA,NA,19.8007059403481,18.6464880939641,-0.0257910050260534,0.809176694163845,1
"P38117",14,13,11,12,12,13,22.3068761141471,22.2715345681549,0.148880611260256,0.0386201720472217,0.105287845075019
"P53549",5,3,4,NA,NA,NA,20.1242076179521,19.2606965284832,-0.584364549873918,0.0259663035289778,0.076223665197967
"O95834",5,NA,NA,NA,NA,3,20.458181030319,20.7260248577951,0.150901839461081,0.254920062727983,0.49629955406798
"Q9Y5J7",5,3,4,4,4,3,22.5284462614978,22.4724976394328,3.74985973122672e-18,0.999999996262397,1
"Q69YN2",3,4,4,6,NA,5,20.596413268447,20.657857862393,1.81416982494974e-19,0.999999999341393,1
"Q9Y296",1,NA,NA,NA,NA,2,20.4241901514827,20.7283160412207,9.20641919609079e-20,0.9999999998139,1
"Q8N9N8",3,3,3,4,4,4,20.8259163866218,20.8142655654824,-2.86756757392801e-20,0.999999999717333,1
"Q8N543",4,6,5,4,3,7,20.1287180199929,20.1357908946861,9.77501256846246e-20,0.999999999626819,1
"O75380",5,3,4,3,6,4,20.9192427122287,20.9306383149007,0.045882796138898,0.482733376001707,0.841051630275962
"Q9Y4X5",1,NA,NA,NA,2,NA,20.7288153765576,20.6490985207206,6.39810603214591e-20,0.999999999713008,1
NA,NA,NA,NA,NA,NA,NA,19.5929119143265,19.6694374218863,0.0875775802213894,0.517746465624275,0.889124685055493
"Q9UBF1",NA,3,NA,NA,NA,4,19.9650268399499,19.9001664535674,7.70200154464715e-21,0.999999999946869,1
"Q9Y3D9",NA,NA,4,NA,2,4,19.9424526496736,19.7676814930658,5.68883200232038e-10,0.999982610210515,1
"P33442",NA,2,2,NA,2,NA,24.961777236381,23.8676788761816,-0.819537592968886,0.00145469748405963,0.00623205626693726
"P23248",3,2,2,NA,NA,NA,25.1962940414127,24.2396067775647,-0.878171972347135,0.0190437675537667,0.0586765937821253
"P47119",4,NA,2,1,4,1,21.4782998671079,20.4359279469123,-0.869112792518617,4.21292207517165e-06,3.39996983375474e-05
"O75391",NA,NA,NA,NA,NA,3,21.2390911439199,21.0765871010255,1.23904729533491e-20,0.99999999994446,1
"Q04080",3,NA,NA,NA,NA,NA,19.5759495757017,18.0630003196977,-0.0342360701455749,0.749554051672263,1
"Q9Y6C9",6,7,9,7,6,8,21.9326796565939,21.8289010884634,5.17394557754342e-18,0.999999997177084,1
"P25087",11,11,12,7,10,10,22.5235958158256,21.5502606583022,-0.892401364555513,1.00128009951429e-15,3.24218181916344e-14
"P34160",4,6,5,5,NA,NA,20.4475411358092,19.7685158554443,-0.536025651912039,0.000133900054281422,0.000780911034803697
"O60287",NA,10,9,10,9,12,19.7037783752903,19.9462222289333,0.304386257313599,0.0233882300564222,0.069506237746507
NA,NA,NA,NA,NA,NA,NA,19.5745836711455,19.8729286850621,4.14966935413315e-20,0.999999999837903,1
"A0A0B4J2D5,P0DPI2",5,5,8,6,6,9,21.2891437411239,21.4724717187095,0.342512709928294,0.00322161958210857,0.0125860163984967
"Q96T23",12,10,NA,9,6,10,19.6642377952306,19.9335401168825,0.412422378457153,0.0132239322301951,0.042767104357212
"P25623",12,9,11,NA,NA,4,20.5482126233361,19.5526734033231,-0.859911316120051,1.85307560174595e-06,1.59343855148296e-05
NA,NA,NA,NA,NA,NA,NA,18.9007205537845,19.1299193259984,3.83466354459118e-19,0.99999999919375,1
"Q99729",9,9,9,8,9,14,21.5580236577544,21.5734280866786,0.258489368024643,0.0016156515506187,0.00681647392818984
"O43920",3,2,NA,NA,NA,3,20.1313416024708,20.005822397342,1.00021141783173e-17,0.99999999487385,1
"Q9Y3Z3",2,1,NA,1,NA,NA,22.8165436487037,22.5697989253564,-1.02073837648675e-19,0.999999999846433,1
"Q9UQR0",6,6,9,6,8,10,19.8856982297178,19.6984068031308,4.58868259309911e-11,0.999987909592888,1
"P38081",8,7,11,NA,NA,NA,20.0715150013703,18.9845309283665,-0.840635450578601,7.36113772056904e-07,6.97523965694136e-06
"Q7Z7F7",NA,NA,NA,1,NA,NA,19.4777638495627,19.8205142912618,0.408551493708287,0.0857741373809031,0.203926079773156
NA,NA,NA,NA,NA,NA,NA,19.6728724789955,18.9765508663303,-0.412776151958465,0.0438207615314447,0.11733835683015
"O14979",7,10,9,9,10,11,22.0099711747728,21.9725848948942,0.125337547278396,0.115066092769238,0.260763777430673
"P53912",8,8,8,4,5,8,22.1603355409475,21.2390094367116,-0.771364055516587,5.07482462605423e-13,1.26343982907142e-11
"P38230",3,5,4,2,3,1,20.8255218853176,19.8909691499495,-0.579019189899612,0.000239084084326533,0.00132551029104563
"Q9Y2B0",3,5,6,4,4,7,21.3574292051797,21.3503623772237,5.58552700540331e-20,0.99999999950407,1
"P53312",2,3,6,NA,2,NA,20.1868335567374,19.1151331018619,-0.860579568679877,6.33348274100208e-06,4.90148415058783e-05
NA,NA,NA,NA,NA,NA,NA,21.0280482004109,21.3388601836067,0.327806754388384,0.10985520035462,0.250785357902977
"P57740",12,9,14,19,12,11,20.9677762687242,20.8988700043677,3.93838119836124e-10,0.999943449943287,1
"P46784,Q08745",4,3,4,4,3,NA,23.3777059974622,22.3995285273184,-0.782836547065258,0.000138903118783481,0.000806524379471079
"Q9UHY7",5,5,7,7,4,6,20.5368006711637,20.5601164603637,0.173332506017357,0.026588562625776,0.0778708697217428
"Q9UNN5",9,8,9,8,9,10,21.3234902825789,21.3067001500025,5.25511834813849e-20,0.999999999612458,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,20.7156645926803,20.6214464296204,8.66930404310519e-20,0.999999999618422,1
"P33981",5,5,4,5,2,5,20.389697805464,20.1783412667493,1.20006981190013e-09,0.999951885732282,1
"P04899",NA,NA,3,3,NA,NA,20.3255055053069,20.3464211518021,0.107761897299663,0.38554508884551,0.699040528659087
"P08754",4,NA,4,3,4,3,21.2366538277604,21.31293440751,0.214828863960983,0.122820517297385,0.275497955926731
NA,NA,NA,NA,NA,NA,NA,18.7195523314431,18.9014556656232,2.50446513162082e-19,0.999999999243931,1
NA,NA,NA,NA,NA,NA,NA,18.8451169875409,19.3032687964354,5.80392421635042e-19,0.999999999080512,1
NA,NA,NA,NA,NA,NA,NA,20.686716306115,20.5398014658076,-3.56263756053479e-20,0.999999999847657,1
"P21373",NA,4,NA,NA,NA,NA,19.6454081951002,18.7396091317703,-0.749161301450292,0.00509447236209381,0.0187900944284634
"P40582",5,NA,6,3,NA,NA,21.7109444601991,20.5335013800068,-1.11881250557647,1.88827432741521e-07,1.96962685772677e-06
"Q16836",NA,6,7,6,7,7,20.9827600834429,20.6400616429806,3.03913766777879e-20,0.999999999818884,1
"Q15286",NA,NA,NA,2,4,NA,21.2081421236023,21.0921478052035,4.28121592837567e-20,0.999999999676429,1
"Q9NR56",3,3,3,3,3,3,20.6909574963583,20.9574078028605,0.128451089126176,0.397955564938117,0.716374308234442
"O95336",NA,9,8,8,6,9,20.7983198582611,20.9054649135436,0.201230264317156,0.0779731537095938,0.189130685085566
"P08559",NA,5,4,6,4,4,21.1977523771799,21.2356493226351,4.26369636479633e-20,0.999999999575984,1
"P04805",NA,NA,NA,7,7,6,18.9904539819743,19.8869968881411,1.31768765339889,0.000153329008556915,0.000881558286670366
"P40106",3,2,3,NA,NA,NA,21.8219372434478,20.2747148467341,-1.35393163478977,3.2519866422361e-05,0.000215899188650593
"P58004",2,NA,1,1,2,4,20.2433415454292,20.1160033613474,2.42714978153077e-20,0.99999999986493,1
"Q96H20",NA,NA,3,1,NA,2,20.0809027343575,19.9261467768409,-4.72936550840253e-20,0.999999999799412,1
"Q8WXF1",6,7,8,7,10,9,21.2104268938431,21.3079886944003,0.175967167679371,0.0115644766484804,0.0378408603538001
"P33327",NA,5,NA,NA,NA,NA,20.7511462042615,19.7231306956534,-0.878003113309147,0.000994582121444104,0.00443361861231586
"P0A8T7",NA,NA,NA,9,5,7,18.9326392718496,20.452325525581,1.73394778116872,9.22779964154832e-10,1.4035828964868e-08
"Q06168",1,2,1,NA,NA,NA,19.628476470316,18.6288048849046,-0.74113400373939,0.0068780183623675,0.0243638798097823
"O15446",7,6,NA,7,6,6,20.2503404867584,20.273968885666,1.42552564015526e-19,0.999999999309694,1
"Q9NV06",5,2,2,3,NA,5,20.899345333676,20.8799243364447,1.89840715307779e-20,0.999999999800777,1
NA,NA,NA,NA,NA,NA,NA,18.6829807020279,18.8761679073744,0.071399345195718,0.635912129310102,1
"Q8WUA4",2,NA,NA,2,NA,NA,19.433990022238,19.8784217336539,0.455392304701621,0.114099462007944,0.258906689801344
"P0A955",NA,3,3,7,8,7,21.7088915742483,23.3403321207121,1.84031147928303,1.51154524731455e-08,1.85533391054098e-07
"P12385",8,9,9,NA,4,7,21.3162704585922,20.4344061066492,-0.767205789652546,2.81300763605722e-10,4.74346782846964e-09
"Q9H446",NA,NA,NA,2,NA,NA,20.1454225271101,19.9563780752325,4.28551397603861e-11,0.999996267447895,1
"P32497",8,10,8,6,5,6,21.8152947446299,20.7234256805436,-0.782526463116779,9.19529536563907e-11,1.65640849624038e-09
"P07213",10,10,16,9,9,10,21.4230881930692,20.4880727825594,-0.75786254195257,4.59995705341925e-15,1.36396479370488e-13
NA,NA,NA,NA,NA,NA,NA,19.7038874489028,19.9211190880879,0.0893066124052988,0.48504768095095,0.843241653510907
"Q9NY61",8,8,6,7,9,8,20.2818923079292,20.3228885175932,0.0849104281340364,0.386562084202181,0.700643777616453
"P89886",3,NA,NA,NA,NA,NA,21.5953910615751,20.9105716639062,-0.483574577607412,0.0500145384707574,0.130294538029939
"P40202",2,3,5,NA,3,2,20.9034480206006,19.4853306917737,-0.903561550202707,0.000454087648344414,0.00226459288978583
"P0ADY3",NA,NA,NA,2,NA,2,19.0617026047316,20.0648807136856,1.13471128814692,0.00346681676646731,0.0134543080098636
NA,NA,NA,NA,NA,NA,NA,16.9055755430513,19.2787404325416,2.73090536560958,4.01839698078613e-06,3.25292933505969e-05
NA,NA,NA,NA,NA,NA,NA,19.7974847245852,20.0579348131261,0.333770457060526,0.0892766750840243,0.210923138358765
"O95352",NA,NA,NA,2,NA,NA,18.5795086827753,19.4077087200033,0.0343690636561562,0.762090396287354,1
"Q96F44",NA,2,2,NA,NA,NA,20.0223815065915,19.8456949474314,2.20348768913024e-20,0.999999999883833,1
"Q9NPE3",NA,NA,2,NA,NA,3,21.3239783491212,21.1950620720059,1.63925381931123e-20,0.999999999862361,1
NA,NA,NA,NA,NA,NA,NA,19.3551893241799,19.7188916554178,0.393862744386357,0.151253624000548,0.326790584807127
"Q06103",5,6,6,5,5,4,22.1222149458428,20.974098075352,-0.972791324942182,9.48387586222024e-10,1.43426638397703e-08
"P51398",4,8,4,6,7,5,21.7171694608542,21.761726132383,0.195460308752197,0.009132623651802,0.0309781411530919
"Q06124",11,11,11,11,8,10,20.3265464546158,20.3083482620937,0.0120262444443951,0.699585489620755,1
"Q6P1L8",2,NA,4,3,3,3,20.3624928462787,20.364334880666,0.0487032367012259,0.517950942711422,0.889124685055493
"Q9BYJ9",NA,NA,NA,2,NA,NA,19.1203696473876,18.9826814640677,5.66389429347179e-20,0.999999999782472,1
"Q9NUJ1",3,NA,NA,3,NA,5,19.873928282072,19.8594950497664,5.54523227207696e-20,0.999999999772268,1
"P36006",NA,4,7,NA,NA,NA,20.0181016286032,19.1020579902294,-0.472882068263137,0.000577941759974156,0.00275553442560397
"P18759",7,4,7,NA,NA,NA,20.3205453838021,19.7625274439416,-0.419762133809273,0.0810173632650854,0.194810771441057
"P40222",10,12,7,10,10,9,21.5705581461232,21.4761249544345,2.36588353139793e-12,0.999998790732653,1
"P0A9W3",NA,NA,NA,5,9,5,18.5190481557869,19.7071648517422,1.28262922811701,2.12576966717936e-05,0.000147435115681638
"P07260",5,8,5,NA,4,3,22.5193367740056,20.6384809205691,-1.42648934127117,1.7728705977576e-06,1.53901496956654e-05
"Q7Z2Z2",NA,NA,6,NA,NA,NA,19.49313776613,19.2252882097635,1.11830047659552e-19,0.999999999742598,1
"P13987",NA,4,5,NA,4,4,21.19173968344,20.8505022441191,-9.44517013926784e-12,0.999993135569258,1
"Q9BXS5",4,5,7,4,NA,7,20.299753830859,20.1730157711431,5.45243826709436e-20,0.999999999653582,1
"Q02931",NA,6,NA,NA,NA,NA,19.1703769422894,18.5064591608276,-0.464005550971497,0.0595133837295255,0.15065306442419
"Q03768",NA,NA,NA,1,NA,NA,20.3872201334877,19.5337058228161,-0.639812125173725,0.00955858109790962,0.032277793368373
"P00445",9,11,10,10,8,8,23.1699088717791,22.0434975092051,-0.985375686584701,6.21779786943576e-13,1.53352977359261e-11
"Q12377",8,6,5,3,6,5,20.624329293055,19.7446481500962,-0.686501457714895,3.47281694009005e-07,3.45188847642096e-06
"P32178",3,3,4,NA,NA,NA,19.6686970982507,18.7713706562925,-0.636942412952838,0.0120876393696996,0.0394793072978184
"Q92625",2,NA,4,NA,NA,NA,18.5930123993335,18.641929605215,0.0360257161601289,0.671943523665447,1
"Q9HD33",5,7,NA,NA,5,4,19.9765999323747,20.0163707623559,1.51905189008325e-19,0.999999999422012,1
"Q15029",31,31,33,36,35,35,21.7914739614619,21.7774888869616,0.110672523511463,0.00755091552095592,0.0263582884388924
"P51571",5,3,NA,4,3,5,21.1921260466825,21.224504084261,7.77482554335634e-20,0.999999999523806,1
"P23202",1,NA,NA,NA,NA,NA,19.2951781208996,18.0434077350481,-1.02120842797867,0.000474790587610805,0.00234200441253255
"P42846",4,3,2,NA,NA,NA,20.156135843117,19.3070001689049,-0.704132418096541,0.0195844910017512,0.0600970601786296
"P61313",8,8,6,9,8,7,22.3276972042497,22.3183609043653,2.72066694814007e-20,0.999999999738049,1
"Q12206",NA,NA,2,NA,NA,NA,22.2853918437133,19.6579958906565,-5.03790724651595e-19,0.999999999463903,1
"Q92820",2,2,2,2,2,NA,20.3647320091604,20.681355447506,0.374299768528798,0.0530897455137995,0.136953898739899
"P30046",1,1,NA,1,1,1,21.9671953528754,22.0447604854258,7.29673866624853e-20,0.999999999606602,1
"Q8TF05",8,9,10,8,5,7,20.1575059947728,20.2572594213069,0.0990414344539195,0.167434000846007,0.355477335665818
"Q96I99",7,8,9,9,10,10,21.1393903035908,21.08990337091,4.9605550777139e-20,0.999999999574858,1
"Q5T1C6",1,NA,NA,2,NA,NA,19.6049095888145,19.9294672080802,0.159037869256324,0.401399385120783,0.721790520293391
"P32505",3,2,2,2,NA,NA,20.4157433374903,19.235714048848,-0.999892074980281,0.000782404698211837,0.00358968518661882
"Q9UPU5",12,13,11,12,11,15,19.7474143520917,19.7498990236736,0.154188176932176,0.0427711203656856,0.115117783421769
"P40165",4,2,3,1,4,2,20.9402446320827,19.8482768461132,-0.882258704886139,0.000649201997719943,0.00305936441425523
"Q9UN86",6,6,5,8,8,8,22.4919635629812,22.4671403422409,0.0790503600743863,0.215123931369502,0.434528936000089
"Q00325",8,8,9,6,8,8,22.313282775009,22.1288872471042,9.55291768469522e-21,0.999999999895496,1
"P14174",6,6,4,7,5,8,22.7292806908426,22.7915411412956,0.135833530570009,0.158093731176161,0.339056770884917
"P48426",3,2,3,3,1,3,20.7932330690103,20.863526217113,0.21274260258763,0.250421615975254,0.490072409758024
"P38234",4,5,3,3,2,NA,20.2967487736169,19.4115372814602,-0.762947276934084,4.16783203921823e-05,0.000270575861045434
"Q12335",7,8,7,5,5,6,23.6044767983751,22.4045421748387,-0.851570633604951,1.07840660749467e-06,9.84745687604994e-06
"P40937",7,7,5,5,7,5,20.9129883997747,20.6966312214835,-2.09160216141614e-17,0.999999992435625,1
"P40040",NA,3,NA,3,NA,NA,21.6063284684202,20.6901242755886,-0.667578427341378,0.020292001838866,0.061801030412888
NA,NA,NA,NA,NA,NA,NA,23.0495057064074,22.9640874997788,0.0688600099047608,0.72833540312775,1
"Q15257",8,10,6,9,7,8,20.8113092836776,20.967696741626,0.193817842736251,0.0614942086229672,0.154820953364846
"P29509",7,9,7,7,6,7,23.0585714237823,22.1005082393479,-0.782720299459028,8.85338820653945e-12,1.89182926939738e-10
"Q13151",7,7,6,7,6,6,22.7861513566524,22.7737315392878,0.0718909977273398,0.226512460450321,0.452853320551816
"O43598",2,2,3,2,2,2,22.3460944947573,22.3565168290566,0.133344952144338,0.155093397039232,0.333435010009396
"P53004",5,NA,5,6,7,8,22.0221983498863,21.9994523415801,0.0514981448482513,0.486215735674951,0.844993958805528
"P53254",5,6,9,NA,NA,NA,19.6934412896049,18.7514405129279,-0.765012816783983,1.62053596389406e-06,1.42735108858895e-05
"P0ADN2",NA,NA,NA,NA,5,3,20.302113680212,21.152319481888,0.948039228133113,0.0028490276788334,0.0112385411725581
"Q8IWZ8",5,NA,NA,NA,5,5,19.9106696406149,20.1638788630343,0.309570495066454,0.199886012693541,0.409072654128154
"Q9BQC6",NA,NA,NA,1,1,1,20.8178487490596,20.645209910108,-7.14401887856296e-21,0.999999999956882,1
"Q9ULR0",3,3,3,3,3,4,21.292549956933,20.8398889657566,-1.56071829172313e-19,0.999999999425965,1
"Cont_Q9TTE1",1,1,1,1,2,2,20.4850813968817,20.7186942741597,0.238088301622349,0.284500699565145,0.543268701991618
"P25303",1,2,NA,NA,NA,NA,20.4234693539517,18.8047007657976,-1.51582079251033,0.000305962324844992,0.00161486915053187
"P53007",NA,6,8,7,8,8,22.3723419973896,23.0557984445186,3.85861619027927e-11,0.999993826322969,1
"Q9NR45",11,11,11,13,13,13,21.9759098116575,21.964542187923,3.38212226027401e-20,0.999999999583095,1
"P19387",6,6,8,3,4,5,20.8207431049124,20.683213536212,0.118767314686814,0.170207466638641,0.360206499165497
"P53550",3,5,2,NA,NA,NA,19.7669067372275,18.589616705685,-1.01789547560999,0.00122438790998273,0.00534517732745147
"Q99627",NA,2,NA,1,NA,1,20.5313416930072,20.5237220769229,-3.67148873513727e-20,0.999999999818951,1
"P38217",NA,3,NA,NA,NA,NA,20.9155749879107,20.2560722510509,-0.304048568467249,0.163632101473864,0.34894958851679
"P25045",5,NA,6,NA,NA,NA,20.1088184266006,19.0505969124174,-0.859461416407015,7.12075103762842e-06,5.46269243845971e-05
"P17612",NA,NA,2,NA,3,4,20.4228077334207,20.2585344332495,-3.30065645929396e-20,0.999999999717427,1
"Q86VX2",NA,NA,NA,NA,NA,2,20.102009967936,19.7130838028504,7.77552304929733e-20,0.999999999762512,1
"P69905",3,6,6,3,3,5,22.110916397563,22.0978605320286,7.35273692199886e-20,0.999999999432326,1
"Cont_P81187",4,NA,NA,NA,NA,NA,19.6694003979333,19.541482448287,2.43144073843088e-20,0.999999999901505,1
"P37330",NA,NA,NA,8,8,7,18.7760882371859,20.0932337015737,1.66615771481844,1.19488686230069e-07,1.27664227919495e-06
"P47137",5,5,2,NA,NA,NA,20.0519584742048,19.36977483004,-0.375808397928388,0.0586436289414418,0.148951430968686
"P40818",NA,8,5,11,5,8,19.3668171904281,19.7731821797063,0.527003685007957,0.00518005357942128,0.0190657760057082
"Q5T440",1,NA,NA,2,NA,2,19.5196257056109,19.6006443468147,0.0408998683771477,0.605646850275314,1
"P0CT04",3,3,4,3,3,3,20.8436645124591,19.9546428722752,-0.695071672200677,0.00107975439599808,0.00476899054567186
"Q9H4L5",6,4,2,6,NA,6,20.3055602223793,20.15988228586,2.18275471270651e-21,0.999999999978327,1
"P15374",8,6,7,10,9,6,21.5788933345562,21.5450268144552,0.112670877077483,0.146603645600528,0.318819135343875
"Q9Y448",NA,2,5,NA,3,3,21.0162349152057,20.3839624579198,-0.00448557654948238,0.891144263043176,1
NA,NA,NA,NA,NA,NA,NA,20.2917426050501,20.4227590829841,0.0874879278013646,0.43581713084342,0.770342537371591
"Q8TC07",NA,NA,NA,NA,NA,8,20.0582176010094,20.1342805250199,7.17747671584575e-19,0.999999999454534,1
"Q9H4H8",1,1,1,2,1,NA,20.5798120172227,20.7431875016561,0.0558875774191672,0.782084417381786,1
"Q9ULK4",NA,NA,NA,6,9,10,18.1870120859849,18.4070315370837,0.208850965033608,0.298972175389495,0.567821209681811
"Q8WTT2",4,NA,3,4,NA,NA,20.5127690417221,20.8076641990392,0.180054962895118,0.247935938690268,0.485928661124113
NA,NA,NA,NA,NA,NA,NA,21.1972850838722,19.5539011174197,-1.32484003373991,0.000231540361662178,0.00128638950405577
"Q16877",3,NA,NA,NA,2,NA,19.3201472172934,19.2133462020072,6.29299857488111e-20,0.99999999969825,1
"Q96CN7",5,7,6,5,6,8,22.0321239749985,22.0793160830375,0.223694872304172,0.0137100621047829,0.0440156373412678
