"protein_name","n_indistinguishable_proteins","Normalized.spectral.abundance.factor_A_1","Normalized.spectral.abundance.factor_A_2","Normalized.spectral.abundance.factor_A_3","Normalized.spectral.abundance.factor_B_1","Normalized.spectral.abundance.factor_B_2","Normalized.spectral.abundance.factor_B_3","Normalized.spectral.index_A_1","Normalized.spectral.index_A_2","Normalized.spectral.index_A_3","Normalized.spectral.index_B_1","Normalized.spectral.index_B_2","Normalized.spectral.index_B_3","number.of.quantified.peptides_A_1","number.of.quantified.peptides_A_2","number.of.quantified.peptides_A_3","number.of.quantified.peptides_B_1","number.of.quantified.peptides_B_2","number.of.quantified.peptides_B_3","probability_A_1","probability_A_2","probability_A_3","probability_B_1","probability_B_2","probability_B_3","Spectral.index_A_1","Spectral.index_A_2","Spectral.index_A_3","Spectral.index_B_1","Spectral.index_B_2","Spectral.index_B_3","total_number_distinct_peptides_A_1","total_number_distinct_peptides_A_2","total_number_distinct_peptides_A_3","total_number_distinct_peptides_B_1","total_number_distinct_peptides_B_2","total_number_distinct_peptides_B_3","total_number_peptides_A_1","total_number_peptides_A_2","total_number_peptides_A_3","total_number_peptides_B_1","total_number_peptides_B_2","total_number_peptides_B_3"
"P54964",1,-13.2152895987,NA,NA,NA,NA,NA,-22.683246925,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.998,0.5404,0.2798,0.4379,NA,NA,101.8240762194,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,2,1,1,1,NA,NA
"P54999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,NA,1,NA,NA,0,1
"P55008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"P55010",1,-12.8953712953,-12.3158238969,-11.0308312456,-11.9823833389,-10.6988986986,-10.7233509897,-21.8823534653,-20.9773203459,-19.8252258974,-20.6046579085,-19.5525323666,-19.5706234139,2,3,8,4,9,10,1,1,1,1,1,1,284.2290238864,574.0364946706,1437.3867481004,736.9815421658,1473.2467732376,1682.3818041326,13,12,17,20,16,19,13,12,17,20,16,19
"P55011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.5021,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,NA,3,1,1,1
"P55036",1,-11.7022479494,-12.7076630518,-12.2527453991,-11.2042974924,-11.3537722593,-12.267193238,-20.013963182,-20.9703571268,-21.0797167027,-19.5727766588,-19.7694015015,-20.484545584,4,2,3,6,5,3,1,1,1,1,1,1,907.7662301738,504.5447850194,526.9851228448,1318.0986012685,1108.8057357503,781.0352871277,9,12,6,10,8,8,9,12,6,10,8,8
"P55039",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9637,0.9973,0.8589,0.9868,0.9856,1,NA,NA,NA,NA,NA,NA,2,4,0,3,3,3,2,4,0,3,3,3
"P55060",1,-11.3667150034,-11.6131382053,-11.1151518307,-11.066703924,-10.6482897036,-10.7576308923,-20.1049885071,-20.4012401462,-19.9166631165,-19.7841971677,-19.5218882539,-19.5213806318,13,11,17,17,21,22,1,1,1,1,1,1,2195.0809916624,1927.9638371029,3039.4167370668,2932.1208354289,3390.332207665,3921.8418522903,33,44,47,46,45,49,33,44,47,46,45,49
"P55072",1,-10.0980235466,-10.1600221772,-10.2900670253,-10.3005128076,-10.4499875746,-10.2479313359,-18.683187559,-18.6623343351,-18.8478155231,-18.7841072803,-18.8761120567,-18.7656040171,26,25,25,24,20,26,1,1,1,1,1,1,4881.7000825717,5341.6755318283,5292.5046583496,4868.0466385829,4403.074899088,5496.8934618534,61,59,71,60,60,74,61,59,71,60,60,74
"P55081",1,-12.9219043657,-12.927319468,-13.0573643161,-13.0089164094,-13.8953567705,-14.071812155,-22.0723177101,-21.8300607981,-22.0720840941,-22.3503038831,-22.8038916004,-23.2720191511,2,2,2,2,1,1,1,1,1,1,0.9976,1,253.7877981707,323.7623168675,308.4531242258,223.847403363,157.5818129251,131.7287800948,5,6,5,4,3,5,5,6,5,4,3,5
"P55084",1,-11.7106423902,-12.0379855874,-12.5830679347,-11.7976544338,-11.6840947949,-11.8605501795,-20.1384287817,-20.4510329363,-20.9321452122,-20.2520859836,-20.1280067028,-20.3869214605,5,4,3,5,5,5,1,1,1,1,1,1,1046.9914497628,909.2197731898,733.9370155203,1034.8857515319,1087.2803346591,1050.740414201,13,11,14,16,12,17,13,11,14,16,12,17
"P55145",1,-12.6516218764,-12.6570369787,-12.7870818267,-12.73863392,-12.6250742811,-11.8015296657,-22.1191559508,-21.519141462,-21.6803204494,-21.6686619346,-21.5152847644,-20.7943128258,1,1,1,1,1,2,0.9975,0.9961,0.9699,1,1,1,101.8539533239,166.5057414239,167.7755416072,148.8516323023,159.5960985857,304.1945732196,3,1,2,5,5,6,3,1,2,5,5,6
"P55196",1,-14.3917547496,-13.6602042578,-16.1121772007,-14.4787667933,-14.9501696551,-14.5416625389,-23.8357096673,-22.6361155774,-25.1210015301,-23.5306594614,-24.0474592365,-23.3282571319,3,5,1,3,2,3,1,1,1,1,1,1,310.5969440291,769.3783234404,154.8580850892,410.3835462771,276.512804004,526.3948898585,12,13,9,13,13,14,12,13,9,13,13,14
"P55199",1,NA,NA,-14.5577366448,NA,NA,-14.5721844837,NA,NA,-24.205994788,NA,NA,-23.799203834,NA,NA,1,NA,NA,1,0.794,0.4544,0.9951,NA,NA,0.9962,NA,NA,99.4134456131,NA,NA,129.3032220714,2,1,2,NA,NA,1,2,1,2,NA,NA,1
"P55209",1,-10.584927032,-10.5903421344,-10.7203869824,-10.5199359822,-10.7283044382,-10.7348348213,-18.7711490662,-19.137298438,-19.094794711,-18.680009909,-18.9957156225,-19.2131328561,9,9,9,10,8,9,1,1,1,1,1,1,2228.0952746066,1864.4072281425,2163.4896439638,2538.2411299257,1966.0453343605,1955.4171996706,20,19,16,21,20,20,20,19,16,21,20,20
"P55212",1,-13.3385840906,NA,-13.474044041,-13.4255961342,-13.3120364954,-13.4884918799,-21.5327919105,NA,-21.4900624153,-21.2488808324,-21.5037750111,-21.5770857293,1,NA,1,1,1,1,1,0.9198,0.9996,0.9999,0.9999,1,246.1995683055,NA,308.1756048174,320.5653202257,258.9901719178,284.6489398606,5,4,5,6,3,5,5,4,5,6,3,5
"P55263",1,-13.6436731232,-13.6490882256,-13.7791330736,-13.7306851669,NA,-11.7935809126,-21.795719472,-22.6689632786,-22.6817799027,-22.2276621374,NA,-20.8474692795,1,1,1,1,NA,4,1,1,1,1,1,1,253.5006951424,149.257285673,166.6849914605,200.9624678984,NA,583.1589664614,9,12,9,10,11,8,9,12,9,10,11,8
"P55265",1,-12.8186079991,-12.8240231015,-12.9540679495,-12.6832276215,-13.7920604039,-12.5534782892,-21.3760700442,-21.3824608396,-21.8941239031,-21.1695581604,-22.3013715837,-21.3643748179,6,6,6,7,3,8,1,1,1,1,1,1,1148.3866089946,1233.0857040771,974.5104014315,1417.1567531185,623.4557590009,1380.2723407064,13,14,19,18,12,15,13,14,19,18,12,15
"P55735",1,-13.4747441143,-13.4801592166,-12.6102040647,-11.5617561579,-11.8632340183,NA,-22.506826842,-21.9464913162,-20.9969268837,-20.2671160107,-20.520379835,NA,1,1,2,4,3,NA,1,1,1,1,1,1,137.7405482367,219.0627686892,476.688961527,695.7375580959,562.7337734232,NA,6,6,7,5,8,6,6,6,7,5,8,6
"P55769",1,-9.8218991413,-10.1492423385,-10.6943246858,-10.2308392798,-11.1172796409,-9.7087725248,-18.4579414857,-18.8851498995,-19.4766512626,-19.1597748506,-19.801596625,-18.4049027937,5,4,3,4,2,6,1,1,1,1,1,1,906.2579855834,726.9060168494,543.5478182512,595.8575562838,368.1564260894,1120.9187538703,9,7,7,10,9,9,9,7,7,10,9,9
"P55786",1,NA,-12.6712352949,-13.1232082378,-13.4897978304,-13.3762381915,-14.1376560768,NA,-21.2309448549,-21.7256796799,-22.4100313393,-22.1284296235,-23.3321998713,NA,5,4,3,3,2,1,1,1,1,1,1,NA,1026.6659536835,820.9529804219,449.5968877021,526.8553563005,264.493777447,21,22,25,26,22,21,21,22,25,26,22,21
"P55795",1,-13.9543988709,-12.9598139732,-12.5048963206,-12.0414109146,-12.9278512757,-14.1043066602,-21.9512093694,-21.6958605421,-21.4806315725,-20.8143577508,-21.5359161406,-23.0643256887,1,2,3,4,2,1,1,1,1,1,1,1,282.2993004289,363.4179903621,475.3526772232,663.8955218776,388.1383546357,155.5909930897,32,28,30,30,29,33,32,28,30,30,29,33
"P55809",1,-14.1661950492,-14.1716101515,-14.3016549996,-14.2532070929,-14.139647454,-14.3161028385,-22.9667475926,-23.1379432536,-23.0996173517,-23.090123487,-22.876668249,-23.180898888,1,1,1,1,1,1,1,1,1,1,1,1,161.7183634097,154.9006616168,179.2295707874,158.7753183442,177.4749088379,166.2070440436,8,6,8,5,8,8,8,6,8,5,8,8
"P55854",1,NA,-11.8357428657,NA,NA,NA,-11.9802355527,NA,-20.7079733986,NA,NA,NA,-20.745693473,NA,1,NA,NA,NA,1,1,1,1,0.9995,1,1,NA,165.341155616,NA,NA,NA,178.0545935562,2,2,3,2,2,3,2,2,3,2,2,3
"P55884",1,-10.9058216248,-11.3586957041,-11.1408172488,-10.7297992627,-10.7861646252,-10.9626200097,-19.4225867824,-19.8500036133,-19.7037793441,-19.1600535064,-19.3608902705,-19.5962449622,15,11,14,18,16,16,1,1,1,1,1,1,2953.1065181268,2368.3331266767,2953.1113766834,3788.5498199107,3177.6982342203,3121.4676812195,32,30,33,38,34,41,32,30,33,38,34,41
"P55957",1,-12.7511575499,-11.7565726522,-11.8866175003,-11.2532070929,-11.7246099547,-12.9010653392,-21.4968882821,-20.6262147719,-20.7504049547,-20.1230797763,-20.6599711346,-21.3692681768,1,2,2,3,2,1,1,1,1,1,1,1,167.9818451032,331.2761378999,342.4714165749,465.5683141681,309.3574307507,218.7942370103,5,8,7,8,6,4,5,8,7,8,6,4
"P56134",1,-10.1134535871,-10.7038311902,-10.8338760382,-10.7854281315,-10.0869059919,-10.8483238772,-19.165998609,-19.9579344861,-19.9751479343,-19.5598255361,-19.3461054827,-19.8572485193,3,2,2,2,3,2,1,0.9986,0.9996,0.9994,0.9981,1,407.4021322209,253.7790738894,282.5486196008,331.6141693489,370.7377124918,300.810084579,4,3,5,5,4,5,4,3,5,5,4,5
"P56181",1,NA,-11.9041298407,-12.0341746887,-11.985726782,NA,NA,NA,-20.3475261465,-20.5976665738,-20.6573673155,NA,NA,NA,1,1,1,NA,NA,NA,0.8899,0.8817,0.8383,NA,NA,NA,222.5732330004,210.8590805446,178.04754253,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA
"P56182",1,-12.9924501766,-12.4129027782,-13.127910127,-14.0794622203,-12.9659025814,-13.1423579659,-21.533319276,-20.9143302751,-21.5897765285,-22.8354234842,-21.564997358,-21.9554042992,2,3,2,1,2,2,1,1,1,1,1,1,387.2236187654,641.3942463392,452.4958734284,167.939522744,390.5591583069,344.5542714592,7,9,5,12,10,10,7,9,5,12,10,10
"P56192",1,-10.8701455861,-10.9630235297,-11.0056055365,-10.9571576298,-11.0241702365,-10.7855881218,-19.4005144545,-19.5805982263,-19.648203962,-19.4871112246,-19.5796818734,-19.3403646423,17,16,17,17,15,20,1,1,1,1,1,1,3315.4436390287,3156.1671599046,3393.3432173905,3339.1576501144,3019.0334291242,4121.0188294248,25,29,28,32,30,38,25,29,28,32,30,38
"P56211",1,NA,NA,NA,-12.0381942019,NA,NA,NA,NA,NA,-20.372330202,NA,NA,NA,NA,NA,1,NA,NA,0.9429,0.9283,0.7394,0.994,0.9472,0.6386,NA,NA,NA,224.9753685807,NA,NA,1,2,2,2,2,1,1,2,2,2,2,1
"P56262",1,NA,NA,NA,NA,-13.1994286823,NA,NA,NA,NA,NA,-21.496445071,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.9893,NA,NA,NA,NA,NA,240.7639646888,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"P56270",1,NA,-14.0470877945,-14.1771326425,NA,NA,NA,NA,-23.4136301454,-23.4437578327,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0.9893,0.8895,0.8897,NA,NA,NA,117.3757240517,129.5173925666,NA,NA,NA,NA,2,1,2,NA,NA,NA,2,1,2,NA,NA
"P56282",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7937,0.906,0.9979,0.7879,0.7962,0.9986,NA,NA,NA,NA,NA,NA,2,2,3,2,2,3,2,2,3,2,2,3
"P56377",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"P56381",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"P56385",1,-11.2523516929,-11.2577667953,NA,-11.3393637366,NA,-11.4022594823,-19.8604892414,-20.12915009,NA,-19.9680367667,NA,-20.0460445728,1,1,NA,1,NA,1,1,1,1,0.9986,0.9985,0.9995,184.7915135973,165.4382825116,NA,183.4300528267,NA,193.7226287959,6,4,4,3,3,4,6,4,4,3,3,4
"P56508",1,NA,-11.4530230867,NA,NA,NA,NA,NA,-20.5649468201,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.7794,0.8577,0.792,NA,0.6402,0.7741,NA,140.0316240284,NA,NA,NA,NA,1,1,1,NA,1,1,1,1,1,NA,1,1
"P56537",1,-10.2731102531,-10.5009177768,-10.8939970307,-10.3601222968,-10.2465626579,-10.4230180424,-18.6255834514,-18.6357713536,-19.0516100341,-18.6510540345,-18.3926988096,-18.5603050029,7,6,5,7,7,7,1,1,1,1,1,1,1544.3392201209,1653.8830677768,1396.8315337392,1622.7020729045,1871.1517210345,1926.4135470983,9,9,9,11,11,14,9,9,9,11,11,14
"P56545",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
"P56556",1,NA,-12.1492423385,-12.2792871865,-12.2308392798,-12.1172796409,-12.2937350255,NA,-20.3694504264,-20.5209170209,-20.7666905735,-20.5372397801,-20.5325097541,NA,1,1,1,1,1,NA,0.9892,0.9824,0.9557,0.9997,0.9997,NA,259.812045738,263.5617849815,195.6197132925,221.0964297165,256.5078268092,NA,2,2,1,3,3,NA,2,2,1,3,3
"P56628",1,-12.0745645737,NA,NA,-12.1615766174,-12.0480169785,NA,-20.9498699982,NA,NA,-21.1311077065,-21.4280494354,NA,1,NA,NA,1,1,NA,0.8568,0.8482,0.757,0.9607,0.8385,0.7361,153.5523538129,NA,NA,144.831153998,113.6504511253,NA,1,1,1,2,1,1,1,1,1,2,1,1
"P56715",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA
"P56962",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA
"P57076",1,-13.3237363262,-13.3291514285,-12.4591962766,-13.4107483698,-13.2971887309,-12.4736441155,-22.4203246633,-21.7498675377,-20.9348000225,-21.8547881531,-21.6887980218,-20.9160900347,1,1,2,1,1,2,0.9937,0.9965,0.9995,0.988,0.9999,0.9679,131.7175620908,226.0998913909,448.2076556381,208.4733938837,225.4842361903,445.4710434934,2,2,3,2,3,4,2,2,3,2,3,4
"P57081",1,NA,-13.8357428657,NA,-13.917339807,-13.8037801681,-12.9802355527,NA,-22.7282048104,NA,-22.2432949345,-22.3674682738,-21.7549394351,NA,1,NA,1,1,2,0.9856,0.9892,1,0.9412,1,1,NA,163.0387011656,NA,226.2547262814,200.1314308861,353.834247682,2,3,4,2,5,4,2,3,4,2,5,4
"P57088",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9798,0.4858,0.5306,0.6404,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,2,1,1,1,NA,NA
"P57678",1,-15.1909511483,-15.1963662506,-15.3264110987,-14.2779631919,NA,-15.3408589376,-24.7935554634,-24.562349551,-24.6531626117,-23.2842416036,NA,-23.6765600014,1,1,1,2,NA,1,1,1,1,1,1,1,92.7508068459,117.4212164561,124.2305093788,282.3774034517,NA,239.8407021741,9,11,10,10,10,13,9,11,10,10,10,13
"P57721",1,NA,-13.6845177151,-13.8145625632,-13.7661146564,NA,-13.8290104021,NA,-22.1495277619,-22.4291656575,-22.608650136,NA,-22.6540174539,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,219.2636048138,203.5196285565,158.1581145244,NA,170.8547697724,16,15,13,15,21,23,16,15,13,15,21,23
"P57723",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,0,1,1,0,3,2,0,1,1,0,3
"P57737",1,NA,-15.0025518939,-15.1325967419,-15.0841488352,-14.9705891963,-15.1470445809,NA,-23.4863722569,-23.7354469217,-23.9249399722,-23.3740442524,-23.7913012851,NA,1,1,1,1,1,0.9841,1,1,1,1,1,NA,216.4233327148,205.1843728487,158.3494569588,223.6403970915,193.6593116689,5,8,7,6,4,10,5,8,7,6,4,10
"P57740",1,NA,-14.0025518939,-13.1325967419,-14.0841488352,-13.9705891963,-13.1470445809,NA,-22.5529000593,-21.8808199058,-22.8945908703,-22.6179578786,-21.9128429351,NA,2,4,2,2,4,1,1,1,1,1,1,NA,413.3397876925,742.0661882923,323.4316855166,377.7069120712,712.0503313057,12,11,9,12,13,11,12,11,9,12,13,11
"P57772",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6604,NA,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1
"P58004",1,NA,NA,NA,-14.1377298754,NA,NA,NA,NA,NA,-23.354790884,NA,NA,NA,NA,NA,1,NA,NA,0.999,NA,0.8048,0.9427,0.9647,0.9203,NA,NA,NA,121.9966936346,NA,NA,3,NA,1,2,3,3,3,NA,1,2,3,3
"P58107",1,-16.4567101914,-15.8771627931,-15.0072076411,-15.9587597344,-15.1082345013,-14.6066179808,-24.9885669715,-24.6252678197,-23.5766081281,-24.4023662083,-23.6006030679,-23.2300233353,2,3,6,3,5,8,1,1,1,1,1,1,389.6501230702,540.5896468735,1259.9836001507,625.608053038,1051.3676874422,1571.8288386288,9,12,11,12,16,22,9,12,11,12,16,22
"P58546",1,-10.4415077848,-10.0318853879,-10.5769677352,-9.7915542343,-10.4149601896,-9.85444998,-18.8522430954,-18.032827298,-18.7053819024,-18.1055506286,-18.7224668942,-17.9004964284,3,4,3,5,3,5,1,1,1,1,1,1,635.6634962039,1209.831729707,855.2340958423,1140.6899146584,717.0589176491,1465.8435451221,9,11,11,13,13,15,9,11,11,13,13,15
"P59074",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,NA,0
"P59190",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,6,5,6,5,6,4,6,5,6,5,6
"P59998",1,-12.5361446589,-12.5415597613,NA,-12.6231567026,-12.5095970637,-11.6860524483,-21.4863136385,-21.3533777579,NA,-21.3323847349,-21.3992606239,-20.2809422701,1,1,NA,1,1,2,0.998,0.9972,1,0.9982,0.9994,1,145.7875046471,172.4117874131,NA,173.4686581947,159.6566126509,400.8014573129,5,5,6,4,5,4,5,5,6,4,5,4
"P60002",1,-11.5188666675,NA,NA,NA,NA,-11.6687744568,-19.5697969758,NA,NA,NA,NA,-19.6398331414,1,NA,NA,NA,NA,1,0.9894,NA,NA,NA,NA,0.9979,271.9055772514,NA,NA,NA,NA,308.8098758855,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2
"P60010",1,-10.5246490201,-11.1150266232,-10.6601089705,-11.1966235645,-10.8606715043,-11.522553716,-18.7475058069,-19.195154552,-18.9764715053,-19.4748626345,-19.3729671878,-19.9221890658,9,6,9,6,7,5,1,1,1,1,1,1,2172.2289539047,1717.8247773036,2252.3100003079,1403.1783492522,1451.7238142964,1147.2201158183,137,138,171,139,141,160,137,138,171,139,141,160
"P60033",1,-13.0264702855,NA,NA,-13.1134823292,-11.9999226903,NA,-21.5293776047,NA,NA,-21.2232456081,-20.4939143175,NA,1,NA,NA,1,2,NA,0.9894,NA,NA,0.9988,0.9988,0.5649,198.7739546502,NA,NA,262.8317890812,420.0742171912,NA,1,NA,NA,2,2,1,1,NA,NA,2,2,1
"P60059",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8843,0.7408,0.2407,0.2656,0.6701,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,2,1,1,1,1
"P60174",1,-8.5802672122,-8.5856823145,-8.7798575,-8.4904014938,-8.3223940708,-8.3957559624,-16.9909072499,-17.0894983711,-17.1136971276,-16.8960656815,-16.8095054088,-16.8288393805,23,23,22,26,27,29,1,1,1,1,1,1,4873.7419798784,4909.2213346673,5439.3525365954,5566.4227958892,5698.1118343708,6501.3848545789,38,43,49,50,48,50,38,43,49,50,48,50
"P60228",1,-11.3565262613,-11.9469038643,-11.7550206175,-10.7065727108,-11.3299786661,-11.0913965513,-19.9047604126,-20.4306776112,-20.1872355483,-19.555999124,-19.9401661004,-19.7231712616,6,4,5,10,6,8,1,1,1,1,1,1,1155.755562957,865.7213034669,1154.7304381469,1574.0448442557,1162.7031743742,1562.7367504894,14,17,20,22,16,21,14,17,20,22,16,21
"P60422",1,NA,NA,NA,-12.3235964207,-12.2100367819,-13.3864921664,NA,NA,NA,-21.5008201605,-21.0928693799,-22.2809890922,NA,NA,NA,2,2,1,NA,0.3726,0.9106,1,1,1,NA,NA,NA,250.824681282,320.8287143758,162.8203076778,NA,1,2,6,9,11,NA,1,2,6,9,11
"P60438",1,-12.8511863682,NA,NA,-12.9381984119,-10.824638773,-11.4161316568,-21.0356835807,NA,NA,-21.5459569626,-19.4278647516,-19.7200123367,1,NA,NA,1,4,3,0.9987,0.8571,0.7506,1,1,1,247.862297644,NA,NA,186.1085719922,778.884759586,735.5683459039,3,2,1,6,6,5,3,2,1,6,6,5
"P60510",1,-12.4059220815,-12.4113371839,-12.5413820319,-10.9079716245,-11.3793744863,-12.5558298708,-20.9559723118,-21.132239494,-21.2042948015,-19.3241139614,-20.0989022796,-20.5940128356,2,2,2,6,4,2,1,1,1,1,1,1,384.7672005167,367.2529547565,393.6349356066,1275.2632811844,718.5597246644,589.5420058276,5,6,4,7,7,5,5,6,4,7,7,5
"P60520",1,-11.0141919557,-12.0196070581,-12.1496519061,-12.1012039994,-11.9876443605,-12.1640997451,-19.7839397195,-20.9242631803,-21.003285234,-20.8922998971,-20.8289991549,-20.9263321143,2,1,1,1,1,1,1,0.9925,0.8622,1,0.998,0.9998,330.417085385,161.6664469663,172.4451685775,163.8990121548,165.0932428963,178.4531300989,4,3,1,3,3,3,4,3,1,3,3,3
"P60560",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
"P60604",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7028,0.9701,NA,0.8498,0.426,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,2,2,NA,2,1,NA
"P60624",1,NA,NA,NA,NA,-10.8177193591,-10.9941747436,NA,NA,NA,NA,-18.8240654849,-19.1960643931,NA,NA,NA,NA,2,2,0.8208,NA,0.7365,1,1,1,NA,NA,NA,NA,589.0090259297,526.300923558,1,NA,1,7,7,6,1,NA,1,7,7,6
"P60660",1,-12.3822319755,-12.3876470778,-11.5176919259,-12.4692440192,-12.3556843803,-11.5321397648,-21.3572331167,-21.1955804015,-20.4529710446,-21.2432920943,-21.2156469868,-20.6287245283,1,1,2,1,1,2,1,1,1,1,1,1,143.2996326122,172.8766576121,325.914133807,165.8472375218,162.9775514609,283.0766620139,9,10,7,10,8,9,9,10,7,10,8,9
"P60757",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7791,NA,0.8979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1
"P60763",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,4,2,3,4,4,3,4,2,3,4,4
"P60785",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5078,NA,0.4758,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1
"P60842",1,-10.6392381519,-10.6446532542,-10.359660603,-10.5742471021,-10.9752606361,-10.6371428478,-19.1680217596,-19.0178507476,-18.9334945308,-19.2641222039,-19.6905562351,-19.2354698059,9,9,12,10,7,10,1,1,1,1,1,1,1757.1646131183,2103.0393162661,2512.2351596162,1758.113188358,1261.1737924891,1999.2385395802,45,54,57,50,47,61,45,54,57,50,47,61
"P60866",1,-12.0386449995,-11.0440601018,-10.5891424491,-11.1256570431,-10.4271349035,-11.1885527888,-20.3274948622,-19.3754424717,-18.9509733741,-19.7224090145,-18.6493936667,-19.3643197203,1,2,3,2,3,2,1,1,1,1,1,1,230.5670236463,481.0857405594,727.4774923865,375.0677152822,760.7063274801,535.917395068,6,6,8,6,6,9,6,6,8,6,6,9
"P60891",1,-12.4567101914,-12.4621252938,-12.5921701418,-12.5437222351,-13.4301625962,-12.02165548,-21.5433143809,-21.0801693604,-21.7789103951,-21.2556788858,-23.1397959558,-20.8149205407,2,2,2,2,1,3,1,1,1,1,1,1,265.2645456273,394.392561458,273.7826044309,346.2817621458,90.4380949857,523.9666600313,12,12,11,9,9,16,12,12,11,9,9,16
