"protein_group","number_of_peptides_OEI06439","number_of_peptides_OEI06441","number_of_peptides_OEI06443","number_of_peptides_OEI06445","number_of_peptides_OEI06447","number_of_peptides_OEI06449","number_of_peptides_OEI06453","number_of_peptides_OEI06455","number_of_peptides_OEI06459","number_of_peptides_OEI06461","number_of_peptides_OEI06463","number_of_peptides_OEI06465","number_of_peptides_OEI06467","number_of_peptides_OEI06469","number_of_peptides_OEI06471","number_of_peptides_OEI06473","number_of_peptides_OEI06475","number_of_peptides_OEI06477","number_of_peptides_OEI06481","number_of_peptides_OEI06483","number_of_peptides_OEI06485","number_of_peptides_OEI06487","number_of_peptides_OEI06489","number_of_peptides_OEI06491","number_of_peptides_OEI06493","number_of_peptides_OEI06495","number_of_peptides_OEI06497","number_of_peptides_OEI06499","number_of_peptides_OEI06504","number_of_peptides_OEI06506","number_of_peptides_OEI06508","number_of_peptides_OEI06510","number_of_peptides_OEI06518","number_of_peptides_OEI06520","number_of_peptides_OEI06522","number_of_peptides_OEI06526","number_of_peptides_OEI06528","number_of_peptides_OEI06530","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","log_fold_change_","differential_abundance_pvalue_","differential_abundance_qvalue_"
"P07948",3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1871773668345,-Inf,15.7986299119424,14.7095983296459,-Inf,-Inf,-Inf,-Inf,17.6219492658483,14.2155099037435,-Inf,16.0615177588109,17.7752412299473,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,14.2160361957084,-Inf,16.3810439298979,15.6774087385024,15.7596602239963,-Inf,-Inf,-Inf,15.2136144513851,-Inf,12.9102106892734,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-0.00601764044305644,0.99999935061903,1
"P08621",3,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,17.4174604181872,16.5565526125885,16.4194060987508,19.3410043138839,18.7330099010993,15.2890012211785,16.300204934755,17.6157965541132,17.4098583475531,16.4872494001973,15.8670969451088,16.4628048952029,17.2794246466998,17.3170074530178,16.9467421526816,16.5132708356062,18.20500655158,16.0534748466644,16.6984962621707,15.2403801665125,12.7991451158378,16.8111813035241,17.2828931036083,16.8322475092665,17.4873602443667,15.4191680512586,16.5917435223639,15.5979145147733,16.2280768729761,18.2088569743251,16.2776500306284,14.2480483188492,17.118857702034,-Inf,15.7505964289907,16.4408234783384,16.929324578474,15.6570167133912,-0.583897971449789,0.000541771065236342,0.00234996056988591
"O00232",4,NA,4,NA,5,NA,3,1,NA,NA,3,NA,5,NA,NA,4,3,NA,NA,6,3,NA,NA,4,6,NA,NA,3,4,NA,NA,NA,NA,4,NA,NA,4,NA,19.1727147012195,18.713585682476,17.9713000554957,19.2301073705532,19.8874098470217,16.9175994892658,18.0946242257266,18.598309104538,19.3795068557288,17.6149655829497,16.9737085391579,18.786534789809,19.0926304965166,19.1798291601464,18.948333351425,15.4204917378254,20.008839235353,17.5841168930087,17.2791066132935,16.8099900397529,19.1026825481955,18.4448894990093,17.0094211515758,17.7129892932238,16.6509542351681,17.6843630546034,18.0036092142288,15.9213969881211,18.2161940273517,18.1962496155897,17.0048301248095,16.914118593896,18.0739244620118,18.177353232121,16.2428668798487,18.6035893579016,17.9116233514804,17.4544521027035,-0.158362429107562,0.0492231886398266,0.0993158742330555
"Q9NUU7,Q9UMR2",4,2,3,2,2,2,NA,3,1,2,3,2,2,3,3,2,2,NA,3,2,2,1,1,NA,3,2,2,2,2,1,2,2,1,NA,1,1,3,1,19.0348649136308,19.0745571904204,18.0420429520028,19.5820772384422,19.6758368403916,17.5685831849706,18.0195627050504,18.7904510969011,19.6678647656568,18.8882279902431,18.5180434615242,18.5920195243,18.8320760734352,19.1715945550652,18.8197764546924,18.4715182073307,19.2936080238153,17.594355566119,17.8264666026541,18.8846214954347,19.1331767645163,18.8167233491141,18.1732529608638,18.9906275592171,18.4647414122224,18.5744673265924,18.0567000491081,17.9364635692922,18.5039858242731,18.860971641763,17.7773736861413,17.9869081593618,18.1166303960062,18.1147178602773,18.3977501356841,18.5490206865222,18.6857558538569,17.2857108956161,-3.99438531120032e-11,0.999986716473795,1
"Q15738",1,NA,3,4,NA,2,1,2,1,NA,NA,NA,1,3,5,NA,5,NA,2,4,1,3,2,3,3,3,3,5,2,3,3,NA,2,2,NA,3,2,3,17.9264163547368,19.9381739617632,18.2087000267992,18.5354738410543,19.1440465519003,17.3449176501995,14.2972325510265,16.0865590939305,19.8163274902971,18.1495689662425,18.4439491267613,18.3546060707118,18.1262430028413,19.1233425067096,16.3095663830182,17.8977424721547,19.7740036629591,14.6073760555103,18.0718465362455,18.5557431654058,18.7026508701774,18.8277770393453,19.7064823599909,19.6971702611127,18.3345570288459,16.167697020293,17.5003897285213,17.9744887500224,19.8849842110582,18.7641504253357,17.087900880979,17.7611660753798,-Inf,17.4990411756433,18.4347201978808,18.4423901201559,17.2466862421125,17.2106272754754,-0.553322506519071,0.0292406028527544,0.0647546608439939
"P11509",NA,3,2,8,NA,5,NA,3,3,2,NA,2,NA,8,7,3,5,2,1,5,3,6,2,5,NA,5,6,5,NA,4,NA,3,2,3,4,5,NA,5,-Inf,22.0397086874752,17.7646094226635,-Inf,-Inf,19.2932897328041,18.4988911025836,19.4181233241393,18.6390602151651,20.1688914409511,21.0549350477776,-Inf,-Inf,20.5442348847491,19.2378002204298,23.1559905348976,15.2305008373683,18.1767340122517,18.8692603217104,20.2577163655874,21.1240109839251,22.5105325299886,21.9444327451176,22.0710519693568,11.5412653112754,18.6798205388487,21.5924445668736,20.8628047390064,22.3129080861655,17.301800907998,15.1379015481308,19.9431616618515,18.3613751528542,19.7789917251138,21.0629613806573,20.9671895843152,-Inf,20.5651129677536,0.795599427458729,0.132560273575213,0.232149848782485
"P21953",1,2,2,2,NA,1,1,1,NA,2,2,2,1,1,1,2,1,2,NA,1,1,2,1,2,NA,2,1,2,NA,2,1,1,NA,1,NA,1,1,3,15.8326392077433,18.1655843299754,16.6462487858752,17.4654318255153,16.1812209638001,15.8611547207914,17.4193056962187,18.3530421958454,18.8133811248656,18.5317005345451,17.9620991296105,15.9543545778112,16.8584727756048,18.0129710328054,18.7447977760086,18.0449030415045,18.5346170908163,17.6583924719695,15.5236421525376,16.2646841971185,18.8491936723117,18.6875598927802,16.2945781189164,18.6269538710263,14.8041282654089,17.7950917392724,16.5138663287373,17.0055527673481,16.2672806768309,-Inf,16.4569764779679,17.6111004721507,18.1317630491984,18.4607185803287,17.8979737491207,18.7141006922799,17.89190012359,17.4005884302299,0.98617113645603,5.06983871545196e-07,6.06022581335421e-06
"P43490",9,10,12,11,8,6,7,11,6,10,12,17,17,14,17,18,19,10,6,19,13,14,12,9,16,19,18,15,14,11,12,10,4,8,14,15,10,21,20.0263113617608,22.2242291355479,20.4182209748413,20.9717875020207,21.5062856203147,19.7821849013566,20.2831767312069,20.7248440525937,21.4746180307898,22.757115160674,20.3890609581653,22.1734826459076,21.7714910050123,21.4721564262649,21.9559338196565,21.2047181564678,20.911282712428,20.4893154535949,19.4395010836693,20.0556313778366,23.0514433253679,20.9761257622599,21.7452799837097,21.1097074249772,21.0376504666771,20.5116545052579,21.6691326787909,19.6669284320848,21.9477613596687,20.430749956343,20.5931755141281,20.0463823758583,21.3723587233754,20.0452140247948,21.246218307606,22.0677260857297,20.8036091594046,20.5217845481752,1.34536549755299e-21,0.999999999962493,1
"Q8TAT6",2,NA,NA,3,NA,NA,NA,2,1,2,1,NA,4,2,2,2,1,1,NA,NA,1,1,2,NA,3,1,3,3,NA,2,4,NA,2,NA,2,2,4,3,18.6087545268893,18.6750559644219,18.2782576931106,18.5664626101565,18.0351183092745,16.8704155594663,16.9260896966671,17.7177103312385,18.4284676506726,17.9672553012466,16.5148526700614,17.7379634641868,19.1580166195034,19.2957004010613,18.58596377363,15.6639103711197,19.1726537355705,16.8601966672667,18.198341739084,16.8709215126128,18.0981377684536,17.7464112646001,18.3663560882199,18.3510016747727,17.561030482096,17.268431219995,17.5589896113169,17.0400962989084,17.4333858117794,17.5764483026933,17.5496203359857,17.0862514204801,17.907824273173,16.3257519288691,17.5564797722047,17.8774599275148,17.8790246593031,16.9601574425534,-0.332434867127623,0.00966540410896371,0.0261819115257304
"P60660",4,4,4,4,3,5,4,4,3,6,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,5,5,3,4,5,4,5,4,4,4,21.6237384828756,20.6118588461745,19.8430545814658,22.1159713026272,21.928392049338,19.7984054986729,20.1031797734128,20.8594060963988,20.7530678115571,20.1633664471188,19.4667661627533,19.9447860489737,20.2298805729974,19.9542576107285,21.1464215876482,20.1466011449716,21.2747416680767,19.6193395757755,22.3049777166192,20.572972078756,20.8763930015167,20.7097397459273,20.2651872716718,20.6105240541112,20.2043031513453,20.3462369506909,20.4310116597732,20.1172101202283,20.1544525873485,20.77041637838,19.1406937389298,19.344873658156,20.1319053847151,20.2074352110011,20.0023576261549,20.127251409767,20.5637293737308,19.390015517303,-0.231152019768579,0.113639853554161,0.203168294702048
"Q9Y285",NA,2,NA,NA,3,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5663290940553,17.8453175781015,18.1282193471347,17.999664902109,19.9239289221577,16.5887621780697,16.8452552881641,17.8945508868247,18.3563318687204,16.5893082381115,17.4588859102481,18.9097392379904,19.1196183576395,18.9479871046072,18.468562504078,16.5107619303484,19.4756651818652,17.5375814872588,16.8494409927522,17.5264029620409,18.4093888616154,16.3993698143514,17.428032835156,17.8822706019037,17.5029428300281,16.7499729755955,17.8579981422558,17.1230547213243,17.9067951267377,16.6941942353578,15.0421089503022,16.5373448858105,16.9767644408097,16.9170226317961,18.6241829051744,17.7161854762197,17.1301763848644,17.5880970203746,-0.312180014573484,0.0364296519098322,0.0772955256208618
"P80303",5,3,2,NA,6,NA,6,3,NA,1,2,4,NA,NA,NA,4,NA,1,3,1,9,NA,NA,NA,3,NA,NA,NA,3,NA,4,1,NA,NA,3,5,NA,NA,17.7951812622375,17.563056270684,17.0631343944433,19.6174636445229,19.7627533352798,16.7423319816467,17.6938708694218,19.0179074752765,18.8656655257322,17.041390321682,16.1810104407547,18.7256996830637,18.5992281181803,20.5627068063671,18.9413652367459,16.8677232602306,19.7757602263275,16.8936416795559,17.8709410934842,-Inf,17.9550840482366,18.0957829588206,17.1099994498862,15.0939361515747,18.2156942025682,17.9961011569695,17.8862325834,16.1565785841899,16.6156183753689,18.6946712205494,17.7024724906249,15.2790684097099,18.8269578749582,15.9748800467585,17.0237988442896,17.6997020382742,17.905833175952,17.6670596193187,-0.626364359956681,0.00102984567086188,0.00398200418424495
"P42025",3,2,2,2,NA,2,2,NA,NA,2,NA,3,3,2,NA,2,NA,2,2,NA,NA,2,1,NA,1,NA,NA,1,1,2,2,1,NA,NA,NA,1,3,3,19.1754818338355,17.7183978083518,17.2231109772599,18.6757180157411,18.8293472237592,17.4604255541752,18.0780044721672,19.391912365157,18.8084154531695,18.2327711851481,17.8458436946068,17.629997930266,18.2662478222818,17.618801844057,19.4145192646843,18.094739418735,19.5940895353638,18.6694323737874,18.4468177847186,16.5788150134377,19.348971053206,18.293565600388,15.2549187686171,18.1428077140611,17.0147626161655,17.7657194624515,16.6428362193696,16.8243210333117,17.4497958478687,18.3305029129207,15.9300280237648,17.9113697605882,18.8266351865558,18.1344853775815,17.7973787549145,17.5565043690354,18.1621924973625,17.1773363787582,0.361126854109475,0.0266034406701177,0.0599087338639233
"P16284",3,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,-Inf,-Inf,16.8109423179972,18.6588799713114,19.8737884747378,14.6903536323365,-Inf,-Inf,17.3081554002115,-Inf,-Inf,-Inf,16.3019253418393,-Inf,-Inf,-Inf,-Inf,-Inf,18.1295003133629,-Inf,-Inf,15.1787581138889,16.734667687912,15.7893803749791,14.8048059771278,-Inf,14.0004896626376,-Inf,-Inf,-Inf,16.884634883613,-Inf,-Inf,-Inf,15.0373743639781,-Inf,17.0503196911951,-Inf,-0.479745966107836,0.214298756307004,0.350237077080444
"Q9UBX5",4,NA,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,NA,2,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,4,NA,1,NA,NA,NA,16.5218732557605,17.6505773958589,15.1375582785664,20.1569017623333,21.7981020989967,17.4238095361564,-Inf,17.8698855698559,-Inf,16.8367817440754,-Inf,-Inf,-Inf,-Inf,17.643977489473,-Inf,18.3272726026572,-Inf,20.8991430247604,16.850509359326,17.3233131370422,17.791020770591,18.4879029504129,19.1005586958692,18.5854864252775,17.3232288068179,17.4795184247238,13.6407853849417,19.3757739150454,15.8780972555515,15.2159369262288,16.1414456217552,17.0664565124626,16.9127294962104,-Inf,-Inf,19.5642176316741,15.998501563349,-0.476484736585598,0.196305348713415,0.325486933028049
"Q53SF7",NA,7,6,3,1,4,6,2,3,6,NA,9,NA,6,NA,NA,NA,2,NA,NA,NA,3,NA,3,NA,6,NA,1,NA,NA,NA,4,NA,NA,NA,2,NA,5,16.2084108181656,16.0562197011294,17.1487233959737,16.3990326515431,16.8949731050432,16.1057195127492,18.3329820302087,18.8703981543561,19.064160572336,17.9798469696413,17.9506869235212,17.8355997674875,17.7890651925258,17.3441865511515,18.3366836957145,18.2602069908808,19.2508745717284,17.9512034996629,12.4650896813347,17.9917365342664,18.2565201976958,18.4208334164111,16.5051068137396,17.1305409416559,16.862066518871,18.0187180068774,17.0041230829997,17.6505822681271,15.9933489783931,11.8156960294475,14.8920759969507,17.0718787823678,18.6050859646588,17.2908019824551,17.7790665555864,17.8416229251138,15.0652144124955,16.9932411568203,0.585374460426724,9.70311878218145e-05,0.000523825640998332
"Q9NZI8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,17.6403234985287,-Inf,-Inf,-Inf,-Inf,15.8736266420721,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,20.4076348685215,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-5.53237596737589e-20,0.999999999877349,1
"Q9Y6M1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,16.8933942032861,-Inf,19.2989839563065,-Inf,-Inf,15.3474251087204,17.5325808135775,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,16.2952295056271,-Inf,15.1690919201478,16.2574517287468,-Inf,-Inf,-Inf,-Inf,-Inf,15.6368060379168,-Inf,-Inf,-Inf,18.9834909497993,14.665246047202,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-0.199190094196786,0.650833914297814,0.912143509063603
"P55145",3,2,3,2,5,1,3,2,2,2,2,2,2,4,3,3,4,1,4,2,4,1,2,NA,4,3,3,2,2,1,2,NA,3,NA,2,3,2,3,18.9319014609734,19.0510506583843,18.7257498158664,19.0370485766049,19.5483445320714,17.2304800704344,17.4238869105346,18.6549035666411,19.6209028563166,18.4293162555476,17.0272877531083,19.2801176372672,17.5723338935529,20.6807843569691,18.7552736736125,17.9628261723137,18.7065781762433,17.6100345305277,17.1661595087664,17.8860378405296,18.9646714138054,18.9423616564748,18.7030390470666,17.9142471876712,18.2744646388969,18.3412896321714,17.8811835396926,16.2806155281859,19.1101598621695,18.4713530347284,16.9387487360308,16.6430840578035,18.0934571141926,18.4130826835437,17.2278181302161,18.4876360610522,18.0729023714989,17.3140892771615,-0.486184547352638,0.00266727232731294,0.00896674729784593
"Q9NYL9",3,7,2,2,4,1,4,2,NA,3,2,5,2,2,3,4,3,2,4,2,NA,3,2,3,3,NA,2,1,3,3,2,NA,5,1,5,1,3,1,18.7441782964048,18.6811119667333,18.2879250090848,19.4874286424949,19.8107583675188,17.4647367187792,18.5611957270281,19.5716785439716,18.8309153680428,18.2269918760456,18.0702634393766,18.356054388269,18.5038016553864,17.2069988563194,19.1019570121976,16.664485450605,19.8956142178366,18.3016939976942,18.8984164791804,18.6909735839846,19.0558339636409,19.2392405442234,17.9836986971252,18.3251256296193,18.1015508443337,18.6227964850051,18.3642784394705,17.7995221995699,18.2841952971676,18.8736979638866,17.1820444640892,17.6573424464458,18.9865379615656,18.2772451806028,18.5786066413835,18.0776497682443,18.5348027611634,17.5429585732343,-4.22616203981781e-18,0.999999995824263,1
"Q13510",5,5,3,4,5,4,7,5,4,3,12,3,7,5,6,5,5,5,3,7,3,4,6,3,4,3,5,4,6,3,3,4,5,6,6,6,7,4,20.1616477478931,20.7545745553453,19.134803971619,20.654596411375,20.8852731277691,18.9967819996796,18.6616444508127,20.1977284836315,19.587344138163,19.9742595768997,19.2873972178771,19.4256364532752,20.504642025689,19.5327316453302,20.0986256073063,19.6465143900918,20.7607799765875,18.9194464023395,19.7815139455754,19.6256016287245,20.9104339732782,20.423123950846,20.2511664313336,20.0152212330326,19.7671055935179,19.7060702808558,19.3986389025431,19.6192613273602,19.7618236177377,18.9785747865397,18.9640009748892,18.4895250539229,19.4516196297323,19.9426813664006,20.0382544784141,19.6489059774831,21.8890357900264,19.1557429609325,-4.09184889754901e-10,0.99996458146301,1
"P15531",2,2,4,3,4,2,3,2,2,2,2,2,3,2,3,3,2,4,4,3,4,1,3,3,3,4,2,2,3,2,2,NA,2,3,2,3,4,3,20.1315372888473,18.6788814620204,19.4601232237364,19.6428378014787,21.2150913366296,17.5871987657995,18.435350858001,19.3853720655354,20.1803774828514,18.6694500212699,17.7536952660043,18.6991348617713,19.4934470340841,19.5992123505266,19.1702936432837,18.5545812405105,20.3368902225257,19.0924279664956,18.0327585458666,17.927128850846,18.1153687011948,18.2963086971326,18.8449642282857,18.5207282774301,19.2525541661158,17.6346213946388,18.0131261264308,16.0388952136764,19.9726811202671,18.8324373613142,18.3328781953796,17.4853707146875,18.1064450005746,17.450061621945,17.462092411826,18.5920460810135,19.5554790726228,17.7715457920863,-0.752430449121558,1.39715717415165e-05,9.48038003318744e-05
"Q9UI32",NA,NA,NA,6,NA,6,NA,NA,NA,2,7,NA,NA,2,NA,2,NA,2,NA,NA,3,NA,NA,5,NA,3,2,NA,NA,2,NA,5,NA,6,NA,5,NA,4,-Inf,17.3911454228081,17.1666822259982,14.0107135857059,-Inf,13.0771917137241,17.1315433712998,15.072934182235,-Inf,17.4201814954826,18.9980236308917,-Inf,-Inf,17.506446807778,18.1351558411789,17.4569866309987,-Inf,17.4259885469138,-Inf,-Inf,17.3105491945184,18.4891123947326,-Inf,14.9428264453451,-Inf,18.6721148037487,14.9288978319649,17.7750953925914,14.1156737334971,-Inf,-Inf,16.6458126938257,16.3529188623118,18.5830827348125,15.7449092489235,17.6398849241082,18.5650544710216,17.6950760231298,0.274169754504284,0.25645212590592,0.407469529260101
"Q9Y305",2,2,2,3,NA,2,2,2,4,1,6,2,5,NA,5,3,3,1,NA,3,2,1,3,NA,4,4,NA,3,2,1,6,1,4,2,2,5,4,2,18.7407904462839,18.8221696427378,18.4035253864876,18.4643643387319,18.8445191858487,16.4350858715128,17.4730022943682,18.6551875814465,19.1045445861908,18.2270892493166,18.3512696053395,19.4143274339907,20.4646768294979,18.5510428795421,18.21999565491,17.8067297649694,19.5959068874437,17.7278765691152,18.6399818613842,19.1292853829329,19.3278920997061,18.4504297480383,18.7411916067886,18.9710164406521,17.6731880368287,18.5834000225954,18.7551700746228,17.4307154621742,18.9722484580512,17.801508261293,18.2271804514715,17.6011473365049,17.6420596669372,18.671381149818,18.4725579416098,18.3287805106056,18.881169810465,17.9457294615573,-0.455790174670819,0.00191405583000322,0.00683211594876149
"Q9H477",NA,3,2,3,1,4,3,3,2,4,2,2,1,3,3,4,1,3,NA,4,2,3,NA,3,1,3,1,NA,NA,3,1,4,NA,3,1,4,NA,3,-Inf,18.9498595398176,17.2353195228522,16.8343310098518,19.016123664558,17.7338590251411,19.0257447038571,19.4672955056339,19.3966211273814,18.9062949784053,19.0971717468783,16.9748042295694,17.2226842588589,18.9186357848645,19.1283666369225,19.0001967746785,20.2361655842267,18.7641020758233,16.8832665162989,18.9616855879746,19.7032985909525,19.4017893540453,17.5430025338082,18.5969934675168,17.3416053351751,19.4436046343133,18.1386417695862,18.4966726539282,19.2709828306949,15.540952008791,17.0725378872303,18.5286240515122,19.0088556251252,18.8477497072898,18.5337024966184,19.136588007041,18.312948495432,18.3697530567731,0.759408224356418,7.17975299521095e-08,1.1809257726523e-06
"Q07666",6,4,3,NA,6,NA,6,NA,2,4,3,2,4,2,3,3,3,3,4,4,4,2,5,NA,4,4,3,3,4,NA,3,1,2,2,3,NA,5,4,18.8917913383852,18.3585603304942,17.8458245139412,19.781665824758,19.5573854555261,16.5349673836817,17.1943992616837,18.8724708124619,18.7384393971576,17.8179085845312,16.7235080118361,18.10699878122,18.279462815799,17.8859155948944,18.0649758667135,17.6833831669439,19.1610726929019,17.2968539821726,17.7537086528701,17.5891670581084,18.2332568866719,17.510182789415,17.4912010764225,18.3878010501565,18.075351870974,17.2939347105679,18.1976128347625,16.4548157790469,17.5581635271668,18.8916465296107,17.0651257788426,17.0136074315056,18.355328972547,17.2998013209865,17.3312573011848,17.6292096964558,17.6668424314694,16.2011397110028,-0.541596235358109,7.55883870360838e-07,8.05231729254862e-06
"Q92878",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7886956840795,-Inf,15.753335179981,16.3109778521958,16.1261831299052,-Inf,14.8037576497095,15.2800874492513,15.956397377258,14.6078192168948,13.7944840096028,16.7540526647004,14.914709494168,16.871917766897,14.7689904047012,14.7210569906707,16.778725043695,-Inf,16.3577718743339,14.487715228952,15.653408087702,-Inf,15.1534685568007,15.8634187651182,-Inf,15.3330256777509,16.1094661536782,15.0881095129303,-Inf,16.5419184527251,15.1104121789631,-Inf,13.6429508224144,15.1654244957845,14.8409324918959,14.7866449784678,16.3862077683298,14.7871314975647,-1.1383587584331,5.78991272471812e-07,6.7018657657332e-06
"O75165",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1477893946745,13.8399096119844,13.1177777524825,16.0770500397106,17.2897904485707,11.3596407202441,-Inf,12.6848258675573,16.2214239574881,15.2559895100474,-Inf,-Inf,15.9930879141461,-Inf,-Inf,-Inf,16.4903295822838,-Inf,13.0539615436742,15.6723654668988,-Inf,15.2438132421876,14.115313937237,14.3276930337633,15.3742459776758,-Inf,14.4353299885506,14.2786813600448,15.5729489976616,12.8980218340567,14.4049090514001,-Inf,-Inf,13.2348403100937,-Inf,12.8001164284816,15.507379827175,-Inf,-0.529499117681157,0.0403521848816309,0.0838868474384562
"Q99584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,19.5956790506045,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,14.7080953818582,14.7869615696581,-Inf,-Inf,14.3810765824247,-Inf,-Inf,-Inf,15.701468473702,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,14.3161961502874,13.964496518391,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,14.8831997428514,14.7925528427401,-Inf,-Inf,-Inf,-Inf,-Inf,-1.66015707721656e-22,1,1
"P05093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0219303447993,-Inf,19.4289238630373,-Inf,17.253463821325,-Inf,-Inf,-Inf,-Inf,-Inf,22.8101257751177,12.4201653780976,-Inf,21.6051151443757,16.0144483025474,-Inf,22.0304328576425,-Inf,-Inf,-Inf,22.7173207248835,-Inf,-Inf,21.731310663588,-Inf,23.2932348631327,20.9993017836738,-Inf,-Inf,-Inf,-Inf,15.0514675584295,-Inf,22.4130477525737,21.1506319967641,21.6533244012013,18.5829895898098,-Inf,0.911281421998955,0.205663807347184,0.339361788046397
"P49448",NA,NA,2,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,3,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,17.4746453404464,16.1861391819773,15.8789775392348,16.8686143625813,17.2568362123718,13.6021673160272,15.262499522142,17.5283036012274,19.1835578216692,15.5227289556546,16.0101940515965,18.5117768243777,16.417443807906,16.3787880721062,17.4237626181885,16.3745593535445,19.3385052780469,15.3552872382471,15.9267159526395,16.6367909153711,18.0620966098098,17.393217002241,16.8304179409769,16.8731889403732,15.1111666271944,17.3263482613637,16.6245844141649,-Inf,17.7094012974191,18.5152075215457,15.9684876827871,15.755488879887,15.8016899166911,17.8766983788888,15.1652845120109,16.3282648646986,18.2447306877714,16.4231487953733,-0.39222767184076,0.0189286598579152,0.0457850878445572
