"","protein_group","number_of_peptides_OEI06439","number_of_peptides_OEI06441","number_of_peptides_OEI06443","number_of_peptides_OEI06445","number_of_peptides_OEI06447","number_of_peptides_OEI06449","number_of_peptides_OEI06453","number_of_peptides_OEI06455","number_of_peptides_OEI06459","number_of_peptides_OEI06461","number_of_peptides_OEI06463","number_of_peptides_OEI06465","number_of_peptides_OEI06467","number_of_peptides_OEI06469","number_of_peptides_OEI06471","number_of_peptides_OEI06473","number_of_peptides_OEI06475","number_of_peptides_OEI06477","number_of_peptides_OEI06481","number_of_peptides_OEI06483","number_of_peptides_OEI06485","number_of_peptides_OEI06487","number_of_peptides_OEI06489","number_of_peptides_OEI06491","number_of_peptides_OEI06493","number_of_peptides_OEI06495","number_of_peptides_OEI06497","number_of_peptides_OEI06499","number_of_peptides_OEI06504","number_of_peptides_OEI06506","number_of_peptides_OEI06508","number_of_peptides_OEI06510","number_of_peptides_OEI06518","number_of_peptides_OEI06520","number_of_peptides_OEI06522","number_of_peptides_OEI06526","number_of_peptides_OEI06528","number_of_peptides_OEI06530","abundance_hcc_1","abundance_control_1","abundance_hcc_2","abundance_control_2","abundance_hcc_3","abundance_control_3","abundance_hcc_4","abundance_control_4","abundance_hcc_5","abundance_control_5","abundance_hcc_6","abundance_control_6","abundance_hcc_7","abundance_control_7","abundance_hcc_8","abundance_control_8","abundance_hcc_9","abundance_control_9","abundance_hcc_10","abundance_control_10","abundance_hcc_11","abundance_control_11","abundance_hcc_12","abundance_control_12","abundance_hcc_13","abundance_control_13","abundance_hcc_14","abundance_control_14","abundance_hcc_15","abundance_control_15","abundance_hcc_16","abundance_control_16","abundance_hcc_17","abundance_control_17","abundance_hcc_18","abundance_control_18","abundance_hcc_19","abundance_control_19","log_ratios_control..vs.hcc.","differential_abundance_qvalue_control..vs.hcc."
"1312","sp|O95793|STAU1_HUMAN",2,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,18.9889028250995,18.6610209643,19.3108514065453,17.7576745249863,19.6030627002544,NA,19.4860235916306,14.9338731930064,17.1207944365453,16.0667009780745,16.0101777482499,16.1938956888821,18.0277446948693,17.0212905917073,17.4667941402971,16.4129098403287,15.5874441065097,16.0880107508061,14.959202325655,17.3394047449027,17.6871736925389,17.0882350333279,17.2525026396682,15.2999184566174,18.1727706782897,17.0234433642599,18.8941279566644,16.7241399680294,16.484794578703,NA,17.6202860611273,18.0042245818387,16.8179082531579,16.8189084145432,17.3430623272599,16.7888920073463,16.0399749962748,16.8224754812711,-0.752309079283131,0.17510169894869
"1313","sp|Q15126|PMVK_HUMAN",1,NA,NA,NA,6,NA,1,NA,NA,1,NA,1,3,NA,NA,NA,1,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,16.5755515075631,18.8380675605078,20.5309007613327,19.4979647379495,20.8213500875577,16.1911523495847,21.6306110823092,13.0594002340392,17.9392136047517,17.9041669470191,15.7419353964934,18.9999714368386,19.4862261775951,19.3277760304987,17.2332004149783,19.7943865143458,17.3122128276054,19.2428003489086,16.8534580819856,20.6758241906222,19.0076443045961,19.2574272540133,18.0531291065093,20.0464992347382,19.1099978234091,19.8099701301764,19.0435917408371,19.6549706253897,17.4279825674873,19.2258717065652,16.1248575803126,19.7639685873743,15.6221728208862,19.6569788472728,17.8041170268525,18.6741217705958,16.4008897736033,19.5884664680572,0.867933804622705,0.216713111449954
"1314","sp|Q13438|OS9_HUMAN",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0578440072813,NA,17.3004839457083,NA,18.0051589948632,NA,17.9243138007903,14.9790678714805,NA,NA,16.4796748110891,NA,NA,NA,15.8746485790928,NA,NA,NA,16.9022689954259,NA,18.3047660047958,15.5152812703641,NA,16.4781497757744,17.4838166430573,16.6142803587482,NA,NA,NA,NA,NA,16.3455753854324,NA,NA,16.504576635717,NA,NA,16.6855286185253,-1.18077469506128,0.0730336571665813
"1315","sp|Q5HYK3|COQ5_HUMAN",1,5,3,1,NA,NA,NA,1,NA,NA,NA,3,2,NA,4,3,NA,3,NA,2,1,NA,2,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,18.3897325357542,19.4567091089069,19.6905470920407,18.7701289186316,18.1048957526564,16.026987177838,17.6736239129325,15.1684554939316,NA,16.1313150043645,NA,18.203845029195,18.7613045921094,15.7672003570945,18.959264683494,18.2925570114711,16.1219579912158,18.1774718530344,15.3439390048314,19.4996118652783,17.1366491361715,NA,17.7937846507445,18.0716584404487,NA,18.6592743087563,17.4464704545075,17.7100726197856,15.1017619255562,15.9254248603835,16.9246393688849,18.3065479276847,15.3751297327567,14.7636994431859,16.6877265540263,16.9615569745739,14.8667650550135,16.1606427642614,0.187649592266304,0.918590118981953
"1316","sp|P51452|DUS3_HUMAN",3,3,3,3,3,2,5,3,1,1,3,3,4,2,NA,4,1,2,NA,1,3,1,2,3,1,1,1,2,NA,1,NA,4,NA,2,1,1,3,1,20.0200538341178,19.694074076317,20.3511484489746,19.4875385643973,21.2795159346361,19.0467150387399,21.2629464626913,18.0726486350974,19.3087100916806,19.1540462555398,19.4648457222449,19.6066887324814,20.2220524020359,18.025407738704,18.1001584410161,19.78103907722,17.3192800501532,19.171071708099,17.4242789129411,19.8727635431788,19.7970442085577,18.3853759700956,19.0908696564789,18.8528100698247,19.0429114167698,18.0718408778861,19.761655109396,18.3400315371985,17.7096471879567,17.1910860179892,NA,19.894323386021,17.3071115809027,19.6201242618412,19.3633829842942,18.1440526450243,19.9354647980164,18.5602273974776,-0.371248210579022,0.550010568379687
"1317","sp|Q99873|ANM1_HUMAN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,2,NA,19.3831593867712,15.407135626238,16.739773095717,16.638426014661,18.9135797277412,NA,17.3012501220445,14.8226021978744,16.1361873000111,14.4801338224283,15.2441961997985,14.4793653537759,16.6547346119311,15.9383983693766,16.1812357437462,NA,16.3135448892804,NA,19.6895309691922,16.5133115399817,19.9476737610173,NA,16.2509832171707,NA,16.9337357154194,15.9069570463399,NA,16.5058985260141,16.278451273204,NA,18.9960658691431,16.1251236430743,NA,NA,NA,15.6840113625959,18.2614906894651,NA,-1.76965739915012,0.00800906881330448
"1318","sp|Q13492|PICAL_HUMAN",1,1,NA,2,4,NA,1,1,1,NA,1,1,1,NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,1,3,1,NA,NA,1,NA,1,NA,1,NA,2,1,18.1947243968808,17.8125115745529,18.4829164887295,18.460727847873,20.6011917976739,17.4979767796816,19.1617331595079,16.5593282409921,16.3418264750397,NA,18.3612006005738,18.4683252534575,17.7369091057026,16.6078699229564,NA,18.3354698256561,17.876484272126,15.8355683567935,17.162496757461,18.3712631032279,NA,16.7171151706472,16.6710333307181,17.476913875856,17.5287550478318,17.7798669996911,18.6544735609664,18.2181715103048,15.115443214197,16.1805673249063,16.0422097669803,16.621881313219,17.4327913589738,17.750749898019,16.3713903995089,15.0451188710502,18.1475813231107,17.5846787885903,-0.344402352387603,0.674705343272134
"1319","sp|P11168|GTR2_HUMAN",1,1,6,4,2,4,NA,4,NA,1,NA,NA,NA,4,1,NA,3,NA,NA,3,NA,3,1,2,NA,3,1,2,3,3,2,1,1,1,1,2,NA,3,17.8173881124511,17.9068883648772,22.8370882420285,21.3637884058606,20.3354775893243,19.9121540165231,18.7706257953446,19.4064806298902,18.7988581674511,15.4880723432716,18.2590254517425,15.4833040813802,NA,20.7599651659186,17.7725448098634,NA,19.238108330515,NA,NA,20.3081970794183,NA,19.3637635518377,18.4166956145406,19.4276936523976,17.2704692644141,19.7982295258549,18.8352240882732,20.0508292763056,19.6862865801305,19.7913901681406,17.4127830135932,18.3025856463205,17.7188227505207,18.3733103085719,17.8058678484297,18.5313816889836,NA,20.0296378813397,0.344649257281553,0.62295751583865
"1320","sp|O14967|CLGN_HUMAN",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5239175017764,NA,NA,NA,21.0429778717253,NA,NA,NA,14.1102981488085,13.6087387968618,NA,NA,12.4212496024976,NA,16.5786610364299,NA,13.7405270745855,13.7699752071073,15.9327374865417,16.8025866655096,16.8977673598943,NA,NA,NA,NA,14.1738925876561,13.9742451779191,NA,12.3754168944082,12.5334708797741,12.5672597452647,15.6584767745296,14.2030772428173,15.2087468478266,NA,14.6121232348352,NA,13.5497088739393,-0.595375720995752,0.793373380680398
"1321","sp|P21291|CSRP1_HUMAN",5,3,NA,1,2,NA,NA,NA,NA,1,1,2,NA,NA,1,2,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,4,1,1,NA,1,NA,21.3711902442404,21.0031201724124,NA,15.5678550927324,21.0395598413165,NA,19.1122584661925,NA,NA,18.3061452851158,19.2514144960611,19.5201997339275,NA,NA,19.0409739301499,20.4403046124601,19.0933247106035,18.5245448139988,18.2529584501218,NA,19.4160708686603,17.6287939537997,15.8883679738324,NA,NA,17.4913844887378,16.892598785452,18.6947454519785,17.4831743179475,NA,NA,18.6479715054998,22.2233717511842,17.5263983692198,17.6549581825163,NA,17.8249576842551,NA,-0.409587584477351,0.835292182225829
"1322","sp|O15372|EIF3H_HUMAN",NA,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,3,2,NA,1,1,NA,2,1,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1214412414791,16.5566245979498,NA,18.5701734986237,NA,18.7352572604415,NA,NA,NA,NA,NA,18.020212565453,NA,14.7397189142583,17.9793565290235,18.1156007940975,17.098778288827,15.0565627844637,16.400794067186,16.9723988452964,NA,17.2696132436148,15.0180288746927,15.8540105056397,14.6703663533528,17.3598272718962,17.4777573179677,15.9426065951666,NA,NA,NA,NA,NA,NA,NA,NA,15.2755054552431,-0.552463723770279,0.617464950531742
"1323","sp|Q9H477|RBSK_HUMAN",NA,2,1,1,NA,2,3,1,1,2,NA,1,1,1,2,1,1,1,NA,2,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,3,1,NA,1,NA,19.5598331077768,18.027790582396,19.2301924240053,NA,18.67904898597,20.3805749443319,16.6437558738976,18.2896962534398,18.9110766740073,17.0040630800036,19.1308968184303,15.4878450571257,18.8500433474156,18.9682054441996,19.2316925751088,17.0232895774996,18.8236270045244,NA,19.5705231711796,16.3744282205972,17.7422165932916,NA,18.1704274151526,NA,19.3334276865909,18.4312560439399,18.2669037292913,16.094590309002,18.1595994363651,14.6372990270355,18.5563160208509,NA,17.3484381374329,18.2752373551046,18.0175095119502,NA,17.7919527910381,1.11104620023035,0.0302157329204658
"1324","sp|Q96TA1|NIBA2_HUMAN",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,15.82519955069,16.4675195818479,NA,13.3815929687925,18.4419882168429,15.2877938895166,16.9280774124233,15.1350499039585,16.022902005475,15.188900576941,NA,15.7017355782465,16.8687100809328,NA,16.2413843844522,NA,15.2545599424925,NA,16.3564705402615,NA,NA,NA,NA,16.6332127944266,NA,NA,NA,NA,NA,16.8092556599373,NA,NA,18.4523438106256,15.0770581130722,15.3787303897653,13.2042287692103,18.8401196089516,15.6852464877988,-1.45808105628768,0.03926858626163
"1325","sp|O43598|DNPH1_HUMAN",3,3,4,2,2,2,3,NA,1,1,3,3,3,NA,4,4,3,3,1,1,3,1,2,1,2,3,3,3,3,1,NA,2,1,1,2,1,2,2,19.2929786018807,20.6155165987281,20.0832794989836,18.556386191827,21.0712364785883,18.661165921792,21.5992687386444,NA,19.1472466938338,19.3734902089498,18.2913169997326,19.966340601196,20.460625252169,17.4922188113616,20.6728704005666,20.34321038965,19.2618798486623,20.0749664029579,17.5608374802057,17.5149894483691,19.3466734625277,17.6969024106579,20.1615492576933,18.1851576242328,19.1561244407639,19.5759589144126,19.6862985505126,19.880417195231,19.6692681007997,16.9959023751219,NA,18.2623375014233,17.8337390481668,16.0174154478317,18.8013870822928,17.6392616324378,19.3807283156896,18.7831367236647,-0.880140769548234,0.106037947754086
"1326","sp|Q8TEX9|IPO4_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6165522897025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1139126459418,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0874988916009,NA,NA,NA,NA,NA,NA,NA,NA,1
"1327","sp|P02763|A1AG1_HUMAN",3,3,2,3,4,3,3,3,4,3,4,6,3,2,4,5,3,2,4,5,4,5,3,3,5,5,3,4,3,3,3,3,4,4,4,3,6,6,20.2576514084439,20.5998407804369,19.6234528691241,20.0105724955681,20.9599738178109,18.8761277728954,19.6149930662637,18.475815784885,20.8369631804392,20.5643572246188,21.0779883731477,21.3430184078029,19.2704477514531,19.5492788104169,20.3848230022519,21.7734327274611,19.1219612279057,18.9189729454129,21.4122491173915,22.8784279751634,20.6694142996149,20.6901871858332,18.7582918350781,19.26553092314,21.166143463618,21.2594582414879,19.8561738837206,20.7462215261033,19.5178196674469,18.5539917893926,17.9147562700381,19.5876290954842,20.5457702597612,19.9605750605614,20.3417453341231,19.146984232932,22.3780361584077,22.1294007858573,0.0326930936533156,0.956240316308044
"1328","sp|Q92673|SORL_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,16.964984381597,15.6679079210263,16.6261832907249,15.6463834813657,19.5239154540411,15.1185335543715,17.617909415226,14.6045034241998,15.9499197025132,15.7021940636788,NA,15.0323953348696,16.5280813623267,18.7113478941665,17.9662987165949,15.8153695353034,15.8161491739627,16.5204164165418,17.9779044485121,17.8137305958163,16.345170969951,18.0174027786119,15.8601960964917,15.6637910112878,16.1035244811531,15.5964812596658,16.0743789927057,16.3080691395729,15.6496525048841,NA,19.3282827973342,16.2396967863826,16.3590137519554,16.1609298757867,16.1117655296654,NA,19.463507530449,15.8039600541117,-0.872288300391619,0.127387201187158
"1329","sp|Q96GA7|SDSL_HUMAN",2,NA,NA,3,3,4,NA,5,NA,2,3,2,NA,1,3,3,1,1,NA,4,5,4,3,4,NA,5,3,1,3,2,NA,3,1,2,5,5,2,4,18.8435896883726,16.7779248723983,16.794866257461,19.2535755832425,20.2544570408862,18.7084400270531,17.4251496689612,18.8901535812753,16.0938303818612,18.5195396625036,19.4236365791468,17.9716514332227,NA,18.0004573738264,18.7854923792744,19.2935230187878,17.032482938855,17.9789307249516,15.8310446822743,20.6428965101541,20.4248121381065,19.3680284068796,18.8013448610678,20.4617613160291,16.6005390051127,20.1206251729297,19.1757523715126,18.1457787398993,18.6396415685159,18.1659137049425,15.1124794181858,20.0064062120211,17.8500384623906,19.1965249991342,20.1550556838237,19.6832338680795,19.001181051009,19.5982669978428,0.863868100390611,0.154425925930734
"1330","sp|Q9HAB8|PPCS_HUMAN",1,4,2,1,NA,1,1,1,NA,NA,1,3,1,NA,2,NA,1,1,NA,1,NA,1,1,NA,2,1,2,1,2,1,NA,3,NA,1,1,NA,2,1,17.3599144136713,20.0034211468837,19.4743753580175,18.6273279343468,17.7358028422073,17.7384323968546,19.4783270027335,17.1802647645508,15.2538581929115,17.2283666503786,17.4834965790499,19.2663117425708,16.796636508932,15.3986531867022,18.8679799028501,18.9207299328413,16.6914984517206,18.1289343771926,17.1691665497127,19.1257563543571,16.0884928219627,16.0757958324186,17.7025184204188,17.2972762443833,18.9228370647499,18.4113688928983,18.5607801734854,17.990739690811,17.5312060631001,15.7889639940129,NA,18.3819489561967,17.4183354086546,18.350944575418,18.3457934004732,15.2648241162244,18.1719199777339,18.4088433573115,0.0426737752018788,0.961324979101259
"1331","sp|P38159|RBMX_HUMAN",3,2,3,2,4,2,1,2,5,3,3,2,3,2,3,2,3,3,3,2,3,2,3,1,2,2,2,2,3,2,3,3,3,3,3,1,3,2,21.4116692457979,23.0484073810638,22.6523878890737,22.515377534991,21.5649571143366,21.8647091841484,21.0242088524977,18.3109225249223,22.4018289727227,23.181811798944,21.5451120089181,22.2450689748205,20.4601676416801,21.1966591529965,20.3697988672715,22.1650405372257,21.1777633530112,23.673302497026,20.7592297016332,23.5903042407834,20.8029077776588,20.4225299918506,21.072239591462,22.4214252621554,20.5627422484265,21.4178736273619,22.772042377883,23.1215254548202,20.6820655280743,20.1290694674815,20.3400040911107,21.0667396002869,20.5944237052455,23.5928898339629,20.6348199110368,21.5677968945381,22.4239253027236,20.3225792805985,0.663249424179668,0.109985406495468
"1332","sp|P29966|MARCS_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2780973082131,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.460535407452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1333","sp|Q15819|UB2V2_HUMAN",3,4,4,3,6,2,4,3,4,4,3,3,5,3,3,3,4,3,4,4,6,3,3,2,4,3,3,4,4,2,2,5,2,3,2,2,4,4,20.1580535225905,20.0365428936081,20.2147080525922,19.7005214208162,21.2128564274351,18.6309300804912,20.4908010607935,18.0423001440415,18.7513594543332,19.1408372581683,18.964726277363,19.3996836838446,20.225040291734,19.1150785859439,18.63464488115,19.7903212575815,19.2015627931969,18.7614502049349,19.798587987647,19.7819397680522,20.0561996120121,18.1525299520737,19.6098907783453,18.6076242704847,19.4373213188274,19.0466689233375,19.2064511581431,19.3175542016536,19.2051824694441,18.1554809716163,17.7622338916766,19.1421154856332,18.8446971532757,18.8257731456911,18.7751221608691,17.7866763111696,19.802288969759,19.3846006365173,-0.501742056080442,0.177670661240669
"1334","sp|O43772|MCAT_HUMAN",2,1,2,5,6,3,NA,3,1,NA,2,2,3,2,4,3,3,1,NA,5,1,2,2,3,1,5,NA,2,NA,4,2,1,2,4,3,3,NA,3,19.5640053562174,20.8931278175636,19.7521278424102,20.9304923647518,21.8389474826426,20.1846559449208,19.1508461495362,20.0337829071397,20.6614971637258,18.1246201919369,18.4521435707381,20.7427014928104,19.4390198338774,19.6576655074748,19.5929519772417,18.9451291041349,19.5399541556165,18.0997401377196,17.2382802671727,21.022683422232,20.4242493427825,19.4519813834114,18.5229879139275,19.8238762448885,18.5080253842107,20.2334181012968,20.1441164310016,19.5155350358849,17.3288304875462,20.6123261197759,17.6119391636908,18.6087709887158,18.5348904840721,21.1947502427601,20.7168351573439,19.65036669634,NA,19.5792477939715,0.579170677917558,0.212795896591319
"1335","sp|Q6IBS0|TWF2_HUMAN",1,2,NA,1,1,1,NA,1,NA,NA,NA,NA,1,1,4,2,3,1,2,1,1,NA,NA,NA,NA,1,3,3,2,1,1,1,3,NA,2,NA,3,1,19.0074906584666,18.9470882613963,16.3663391207293,18.2130487178864,19.0522400173225,16.7722503874121,18.9810805154164,15.8183137940663,17.7301568487754,17.1054005057199,16.8812144763385,17.0131764203931,18.5098933532806,17.9001356547364,18.7695483240531,19.2131884889694,18.464835753428,17.119611301529,18.0309105855789,17.9436260628095,18.2705676769874,17.7428689325001,17.1779137056542,16.4825443900247,17.5684536831447,18.7047452446064,19.4455799454385,19.418441241459,17.5731602460403,16.7747799830082,15.801263762534,17.7426296353683,18.410595772783,17.1927957819075,17.4433050635518,16.461507744551,19.2869354594509,18.0185384338402,-0.430883894041595,0.426536544727302
"1336","sp|P62913|RL11_HUMAN",2,3,3,2,3,2,4,2,3,2,2,3,3,3,3,4,3,4,2,3,3,2,3,3,3,3,2,3,3,2,3,3,1,3,3,3,3,3,22.0270629852506,20.8432775976357,21.7164895962546,20.9201929115583,22.3024258467403,20.1319958581229,21.8244829508635,19.4562573845071,20.6960702478188,19.9116278794634,20.3237823891392,20.2978184602417,21.0784068861059,20.4128463250082,20.5353525117908,20.9432339796202,21.0132093517946,20.2209285487894,20.4627134396488,21.2901254656428,20.8717563726624,20.3213173584304,20.8263901190348,20.1052101375977,20.8259199394203,20.6578182325479,20.8820504211922,20.6653525044183,20.7317499187755,19.3814842078523,19.585885408331,20.3953270243745,19.9412923985047,20.2406815865691,20.392396041277,19.931619062767,20.783202290455,20.3733846590686,-0.543165259518132,0.0846861728409427
"1337","sp|Q6L8Q7|PDE12_HUMAN",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,17.4829574420805,14.450326545936,16.1381085756616,NA,19.1568694156383,NA,18.6484695157463,NA,NA,14.7139798183328,15.8993153787505,14.6250689618062,18.1252699768638,19.5007112141875,17.2633438496926,15.2784037198809,14.0569492494177,NA,21.580529781674,17.0766815905067,19.2761067941433,NA,21.2646247124867,15.3390987515248,16.8264524070368,NA,17.3387086180863,15.0448389159096,15.9696338449895,NA,16.5087395201452,NA,14.9757503643084,19.3637001879129,16.6005369725558,14.144428820786,18.798835643855,15.4381865966578,-1.64376550743694,0.00451877330685705
"1338","sp|O60493|SNX3_HUMAN",4,5,3,1,2,1,4,3,1,3,3,4,2,1,2,5,1,2,1,4,NA,1,1,NA,4,3,3,1,3,NA,2,2,2,1,NA,1,6,3,19.9744212420654,20.2438961220336,19.7836605192059,19.1008495105498,20.5955825714059,18.0759829163324,20.6047133820983,17.7728404606297,19.0368557526277,18.9835890524211,19.4928717300197,19.7616952785555,19.5333248649054,18.2864187392154,18.4166829985876,19.7853019933236,18.2728669405532,18.6904381713129,18.1786748675262,19.8562676401056,17.4220276336478,18.8370324152584,18.0895204644457,18.1467923890852,19.2946532784408,18.9143576550473,18.5050349676984,18.831419455101,18.7635388208226,17.0354512254591,17.7988045151603,19.2263022299543,18.7522460736808,18.4247706484176,17.4391118403441,17.6780376457618,20.7655440940956,19.0372977574053,-0.212178697440095,0.82402800805567
"1339","sp|P35268|RL22_HUMAN",3,3,2,3,2,2,2,2,2,3,2,4,3,3,1,2,2,3,2,2,1,2,3,1,2,2,1,1,4,3,1,2,2,2,3,2,2,1,22.5989680964006,21.5643939763445,21.4875581808617,21.4348746845642,21.5522300448822,20.3484010166931,20.3970562216489,19.7260368396451,19.9300068148369,20.9353487034392,20.5826829625429,21.0322700944428,20.8366161475539,21.3773134121729,20.4508393405156,21.3214377922336,20.9688996547015,20.4645866302621,20.9899226472375,21.0383485271227,19.9489713699469,20.3084172276309,20.6463012740096,19.7669313138961,21.0272606207775,21.3199479730467,20.0812031948692,20.8731811473344,21.3740536464762,19.6784537936353,18.9322500817364,20.3407057100268,19.6043242789193,19.8030321792526,19.7276057810387,19.977244016133,20.7145812453411,20.3529203418084,-0.00986769603222109,0.639461370230601
"1340","sp|Q9UJ83|HACL1_HUMAN",3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,3,1,NA,NA,NA,NA,NA,1,20.0856556086829,18.5127822754201,20.2091805474618,19.2058151757749,19.6344422835952,17.8494334463036,19.8551488847589,17.439584019454,19.8617671295104,18.0304123836027,19.3176506686611,17.880540433261,20.3925372817496,18.7383263063967,18.8184250856203,17.4546692709752,19.8456100765617,17.8170131751091,18.3463231427921,19.9030749690884,20.3051730746189,18.0916960640301,19.3133839296003,18.9043746937228,19.4287330590198,18.7799203993173,20.6977725285184,18.8702467359542,18.4865093809223,17.9617483407905,19.8484223671098,19.2646224219092,NA,19.0258119100643,18.0634799803823,17.6211257367105,18.6012967677567,18.9714493634742,-1.06816104083237,0.00306176564167159
"1341","sp|P18754|RCC1_HUMAN",3,NA,1,NA,NA,NA,1,1,1,NA,3,NA,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,20.175060044087,17.090767129721,18.0104729788299,NA,NA,NA,17.7420924207002,15.2352816677621,17.1131624243879,16.2886089162283,18.4918572446981,NA,18.4983540363833,NA,16.7632135341269,NA,NA,16.8623261896177,17.8040224039639,NA,NA,14.6620936527996,NA,15.8696010721195,16.4963771163273,NA,17.5483813069593,16.6691189712235,17.5644210417636,15.6463955764924,NA,16.2721914502076,16.5873320248337,NA,16.2120637169963,15.6690843601599,NA,NA,-1.5893615855251,0.005947238088867
"1342","sp|P01876|IGHA1_HUMAN",4,3,2,4,3,4,4,4,5,4,3,3,4,4,4,4,4,4,5,5,2,3,NA,NA,4,4,4,3,3,4,4,4,4,4,4,4,4,5,22.3424301009565,21.1125112536115,20.6020109129736,21.4113756017659,23.0045155536777,22.0349764049705,23.4254930421678,22.1167737013939,22.5649867593274,20.6619843015969,23.5115863044422,21.3830060098884,21.5498100445163,21.7428569907843,23.4354014293671,23.041914271705,22.3164081874296,21.7675274981848,22.7266774906454,24.0954758999918,20.7749796421859,21.1667700677673,NA,NA,23.4775672001228,22.8255589826176,21.8956966592893,22.8977689364792,21.3379935365415,20.4127319986525,20.5856354884109,21.76641840581,23.3552208227438,21.9564193200082,22.8049376720519,21.053485953059,23.5062854233689,23.1759691695072,-0.477450639023589,0.187269654546658
"1343","sp|P50213|IDH3A_HUMAN",4,4,2,3,2,2,NA,3,1,1,6,2,3,NA,5,2,4,1,2,1,2,3,5,2,1,3,1,1,4,2,2,1,2,3,2,2,7,2,20.8864831667249,20.1108222682566,20.631169842495,19.2569169875248,20.0875677266214,19.0524461548197,17.9052410850759,18.569486879073,17.8082352046164,17.3824369233723,21.0258909617824,19.2919914178164,20.988519050442,18.5054553942335,20.2716963978343,19.3727726191999,19.9430634925393,18.0903702866283,18.81113084304,20.0471375614249,19.869922404367,19.4421331814918,20.6304493348351,19.2969415396521,19.7083785596254,19.7325800423175,20.01946483289,19.5092668670217,19.3212419383518,18.649126547543,19.665940464559,18.8882173190961,18.7864632840525,19.9074599063556,19.6280564475937,18.7368189199058,21.5626337272262,19.9458070849815,-0.724387413892516,0.0798643321316831
